calc_id,description,cal_time,recording_stations,gmlt,rupture,gmpe,max_distance,imt,max_gmv,nominal_bias_mean,nominal_bias_stdev,abs_bias
648,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",7,None,GEM,GCMT,ZhaoEtAl2006Asc,,PGA,0.8047314,,,
649,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Hartzell_And_Mendoza_1991",7,None,GEM,Hartzell_And_Mendoza_1991,AkkarEtAlRjb2014,,PGA,0.58327556,,,
649,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Hartzell_And_Mendoza_1991",7,None,GEM,Hartzell_And_Mendoza_1991,BooreEtAl2014,,PGA,0.55397123,,,
649,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Hartzell_And_Mendoza_1991",7,None,GEM,Hartzell_And_Mendoza_1991,CampbellBozorgnia2014,,PGA,0.7670014,,,
649,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Hartzell_And_Mendoza_1991",7,None,GEM,Hartzell_And_Mendoza_1991,ZhaoEtAl2006Asc,,PGA,0.9760479,,,
650,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Niazi_And_Kanamori_1981",7,None,GEM,Niazi_And_Kanamori_1981,AkkarEtAlRjb2014,,PGA,0.59513015,,,
650,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Niazi_And_Kanamori_1981",7,None,GEM,Niazi_And_Kanamori_1981,BooreEtAl2014,,PGA,0.5725846,,,
650,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Niazi_And_Kanamori_1981",7,None,GEM,Niazi_And_Kanamori_1981,CampbellBozorgnia2014,,PGA,0.2318056,,,
650,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Niazi_And_Kanamori_1981",7,None,GEM,Niazi_And_Kanamori_1981,ZhaoEtAl2006Asc,,PGA,0.4503487,,,
651,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Walker_et_al_2003",7,None,GEM,Walker_et_al_2003,AkkarEtAlRjb2014,,PGA,0.54164124,,,
651,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Walker_et_al_2003",7,None,GEM,Walker_et_al_2003,BooreEtAl2014,,PGA,0.58318615,,,
651,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Walker_et_al_2003",7,None,GEM,Walker_et_al_2003,CampbellBozorgnia2014,,PGA,0.66260695,,,
651,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:GEM, Rupture:Walker_et_al_2003",7,None,GEM,Walker_et_al_2003,ZhaoEtAl2006Asc,,PGA,0.53465116,,,
652,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Vahidifard_et_al_2017",7,None,USGS,Vahidifard_et_al_2017,AbrahamsonEtAl2014,,PGA,0.37583864,,,
652,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Vahidifard_et_al_2017",7,None,USGS,Vahidifard_et_al_2017,CampbellBozorgnia2014,,PGA,0.18249613,,,
652,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Vahidifard_et_al_2017",7,None,USGS,Vahidifard_et_al_2017,ChiouYoungs2014,,PGA,0.5484515,,,
653,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",7,None,USGS,GCMT,AbrahamsonEtAl2014,,PGA,0.64563483,,,
653,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",7,None,USGS,GCMT,CampbellBozorgnia2014,,PGA,0.5674909,,,
653,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",7,None,USGS,GCMT,ChiouYoungs2014,,PGA,0.70723855,,,
654,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Hartzell_And_Mendoza_1991",7,None,USGS,Hartzell_And_Mendoza_1991,AbrahamsonEtAl2014,,PGA,0.6967746,,,
654,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Hartzell_And_Mendoza_1991",7,None,USGS,Hartzell_And_Mendoza_1991,CampbellBozorgnia2014,,PGA,0.7670014,,,
654,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Hartzell_And_Mendoza_1991",7,None,USGS,Hartzell_And_Mendoza_1991,ChiouYoungs2014,,PGA,0.9461719,,,
655,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Niazi_And_Kanamori_1981",7,None,USGS,Niazi_And_Kanamori_1981,AbrahamsonEtAl2014,,PGA,0.46921468,,,
655,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Niazi_And_Kanamori_1981",7,None,USGS,Niazi_And_Kanamori_1981,CampbellBozorgnia2014,,PGA,0.2318056,,,
655,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Niazi_And_Kanamori_1981",7,None,USGS,Niazi_And_Kanamori_1981,ChiouYoungs2014,,PGA,0.518536,,,
656,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Walker_et_al_2003",7,None,USGS,Walker_et_al_2003,AbrahamsonEtAl2014,,PGA,0.67253196,,,
656,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Walker_et_al_2003",7,None,USGS,Walker_et_al_2003,CampbellBozorgnia2014,,PGA,0.66260695,,,
656,"19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Walker_et_al_2003",7,None,USGS,Walker_et_al_2003,ChiouYoungs2014,,PGA,0.60249275,,,
