lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
27.6628,36.66482,0.23420058,725.61053,UNKNOWN,19.542316504594247,3,0,t_0
27.83497,36.77376,0.03836743,421.69263,CRETACEOUS,15.505130608586668,3,0,t_1
27.68114,36.7886,0.12523837,637.10583,CENOZOIC,8.230315281296487,3,0,t_2
28.05626,36.68938,0.06503554,533.7818,CRETACEOUS,32.302152471607464,3,0,t_3
28.14251,36.74368,0.047337897,499.8851,CRETACEOUS,30.036230011141328,3,0,t_4
27.98876,36.75879,0.1598943,696.60034,CRETACEOUS,22.77319085178881,3,0,t_5
28.22884,36.79793,0.15150458,752.3783,CRETACEOUS,27.76742473890716,3,0,t_6
28.07503,36.8131,0.11437932,644.80054,CRETACEOUS,20.510832728422304,3,0,t_7
28.16138,36.86736,0.03587824,531.5183,CRETACEOUS,18.245607782670724,3,0,t_8
28.24781,36.92157,0.0060336315,433.72284,CRETACEOUS,15.916443587698032,3,0,t_9
28.29621,36.72844,0.091814965,568.8598,UNKNOWN,37.27749880774133,3,0,t_10
28.46908,36.83674,0.28182846,878.33704,CRETACEOUS,32.34847983832951,3,0,t_11
28.31525,36.85212,0.14024419,789.82245,CRETACEOUS,25.380007343669533,3,0,t_12
28.55563,36.8908,0.015748063,631.02313,CRETACEOUS,29.842782120416715,3,0,t_13
28.40174,36.90625,0.10043502,666.3919,CRETACEOUS,22.88638569356552,3,0,t_14
28.48832,36.96033,0.15976784,784.5105,CRETACEOUS,20.38365435987925,3,0,t_15
28.33432,36.97572,0.140909,634.3227,CRETACEOUS,13.42619773183387,3,0,t_16
27.40952,37.06524,0.098332524,641.30286,CRETACEOUS,-30.204781990249625,3,0,t_17
27.63168,36.9815,0.1128476,601.81555,UNKNOWN,-13.0682674305322,3,0,t_18
27.47755,36.99615,0.12437863,708.6874,CRETACEOUS,-20.552069825962946,3,0,t_19
27.8721,37.02108,0.16881375,677.99176,UNKNOWN,-8.052297009830962,3,0,t_20
27.71795,37.03594,0.06975089,536.6343,JURASSIC-TRIASSIC,-15.317646079247922,3,0,t_21
27.56376,37.05066,0.06953615,500.32812,CRETACEOUS,-22.588517248980168,3,0,t_22
27.8043,37.09032,0.007270966,446.74426,JURASSIC-TRIASSIC,-17.568873932241075,3,0,t_23
27.65005,37.10511,0.015645102,359.16824,JURASSIC-TRIASSIC,-24.833828722794216,3,0,t_24
28.09384,36.93675,0.02882165,452.15512,UNKNOWN,8.725319948256614,3,0,t_25
28.26683,37.04514,0.22562376,750.0,UNKNOWN,3.968385781900591,3,0,t_26
28.11269,37.06033,0.06775012,544.073,CRETACEOUS,-3.0723020800995053,3,0,t_27
27.95852,37.07539,0.035388585,436.51813,CRETACEOUS,-10.308613325174138,3,0,t_28
28.19925,37.11452,0.018578675,462.87836,CENOZOIC,-5.48808648975302,3,0,t_29
28.04501,37.12964,0.028434634,536.09985,CENOZOIC,-12.568175829890665,3,0,t_30
27.89073,37.14464,0.054009445,473.39224,CENOZOIC,-19.821963569379925,3,0,t_31
28.57497,37.01436,0.04993901,480.9319,CRETACEOUS,17.87772590225922,3,0,t_32
28.42092,37.02982,0.06174401,501.4246,PLEISTOCENE,10.926087743120908,3,0,t_33
28.5076,37.08386,0.13962117,717.6223,CRETACEOUS,8.423913216176729,3,0,t_34
28.35344,37.09925,0.02509476,405.94647,CRETACEOUS,1.47134884257659,3,0,t_35
28.59435,37.13784,0.09140387,722.7329,CRETACEOUS,5.919541376325967,4,0,t_36
28.44014,37.15331,0.022305716,452.60568,CRETACEOUS,-1.028196771419149,3,0,t_37
28.28588,37.16864,0.08066623,552.3426,CRETACEOUS,-7.981468841588541,3,0,t_38
28.52692,37.20731,0.11749906,653.2498,CRETACEOUS,-3.529592182055975,4,0,t_39
28.3726,37.22271,0.11061685,643.10376,CRETACEOUS,-10.477358447284333,3,0,t_40
28.4594,37.27673,0.045486666,529.7317,CRETACEOUS,-12.976119425094147,4,0,t_41
27.73641,37.1595,0.053493038,461.22275,JURASSIC-TRIASSIC,-27.08182662188224,3,0,t_42
27.58206,37.17423,0.042433724,435.65942,JURASSIC-TRIASSIC,-34.34739586775151,3,0,t_43
27.82287,37.21384,0.016110754,405.5868,CRETACEOUS,-29.33194476046018,3,0,t_44
27.66845,37.22864,0.04062941,441.4135,CENOZOIC,-36.59242230884513,3,0,t_45
27.51399,37.2433,0.042183466,544.7079,CRETACEOUS,-43.8586785955072,3,0,t_46
27.75492,37.28299,0.06484805,614.4245,CRETACEOUS,-38.83935590184426,3,0,t_47
27.6004,37.29772,0.06871307,504.96588,CRETACEOUS,-46.10022253371034,3,0,t_48
27.84147,37.33729,0.23468877,835.23096,PALEOZOIC,-41.08928765363461,3,0,t_49
27.68689,37.35209,0.09055118,560.4811,HOLOCENE,-48.34479536459241,3,0,t_50
28.13158,37.18384,0.0542229,482.5528,CRETACEOUS,-14.940964496272692,3,0,t_51
27.97725,37.19891,0.3514904,900.0,CRETACEOUS,-22.07756536614366,3,0,t_52
28.21824,37.23798,0.12924425,604.87585,CENOZOIC,-17.43134443886451,3,0,t_53
28.06384,37.25312,0.2180048,755.67017,CRETACEOUS,-24.409101526466795,3,0,t_54
27.9094,37.26812,0.117392294,721.622,CRETACEOUS,-31.58431098754264,3,0,t_55
28.15052,37.30728,0.012313668,326.18106,HOLOCENE,-26.879299256593438,3,0,t_56
27.99601,37.32235,0.17969237,819.13745,PALEOZOIC,-33.858841780596215,3,0,t_57
28.23728,37.36138,0.055573005,502.10583,CENOZOIC,-29.368882817972544,4,0,t_58
28.08271,37.37652,0.0312838,399.35583,HOLOCENE,-36.32360884080127,3,0,t_59
27.92811,37.39153,0.025109457,476.05896,PRECAMBRIAN,-43.34883916080339,3,0,t_60
28.30498,37.29207,0.04133498,443.7143,PALEOZOIC,-19.92459408677129,3,0,t_61
28.54628,37.33069,0.14848621,672.5204,PALEOZOIC,-15.476743380977323,4,0,t_62
28.3918,37.3461,0.15450391,750.2003,PALEOZOIC,-22.419694127749256,4,0,t_63
28.4787,37.40007,0.09199703,619.77795,PALEOZOIC,-24.91665515516206,4,0,t_64
28.32412,37.41542,0.09632683,634.4901,PALEOZOIC,-31.86031692321232,4,0,t_65
28.56569,37.45399,0.09305183,593.5811,PALEOZOIC,-27.416165617306422,4,0,t_66
28.41104,37.46941,0.01273822,456.03497,PALEOZOIC,-34.35463373531233,4,0,t_67
28.49805,37.52335,0.15728532,748.6074,PALEOZOIC,-36.8514984185658,4,0,t_68
28.3433,37.5387,0.033926822,468.727,CENOZOIC,-43.79006834712806,4,0,t_69
28.58513,37.57723,0.07981946,578.71857,CENOZOIC,-39.35060198926941,4,0,t_70
27.53227,37.36676,0.22692253,900.0,CRETACEOUS,-55.60631697442786,3,0,t_71
27.77346,37.40641,0.15977396,701.9874,PRECAMBRIAN,-50.59217037631035,3,0,t_72
27.61878,37.42115,0.115197815,642.5137,PRECAMBRIAN,-57.84817678139095,3,0,t_73
27.46405,37.43576,0.1774161,753.5572,CRETACEOUS,-65.11076729441427,3,0,t_74
27.86012,37.46067,0.029355643,463.3695,CENOZOIC,-52.847972289628274,3,0,t_75
27.70537,37.47548,0.055799596,757.54065,PRECAMBRIAN,-60.091980324905535,3,0,t_76
27.55058,37.49016,0.0992972,624.90106,PRECAMBRIAN,-67.3489463128998,2,0,t_77
27.79205,37.52975,0.09637438,638.1196,PRECAMBRIAN,-62.33719505899181,3,0,t_78
27.6372,37.5445,0.0847348,556.06903,PRECAMBRIAN,-69.58879955866246,2,0,t_79
27.48231,37.55911,0.060904235,508.23273,PRECAMBRIAN,-76.84519509288202,2,0,t_80
28.16949,37.43064,0.050342456,496.43185,PRECAMBRIAN,-38.81057562291564,4,0,t_81
28.01483,37.44572,0.16091283,826.34076,PRECAMBRIAN,-45.76644235562179,4,0,t_82
28.25635,37.4847,0.09905407,605.8678,PRECAMBRIAN,-41.29951569537953,4,0,t_83
28.10162,37.49985,0.03509425,469.01062,PALEOZOIC,-48.25032938639827,4,0,t_84
27.94686,37.51487,0.1541922,833.7259,PRECAMBRIAN,-55.207013483837855,4,0,t_85
28.18851,37.55393,0.102351375,706.51935,PRECAMBRIAN,-50.73631070260004,4,0,t_86
28.03368,37.56901,0.0034039381,225.37306,HOLOCENE,-57.6868713698418,4,0,t_87
28.12058,37.6231,0.18526189,852.00165,PRECAMBRIAN,-60.16946726677435,4,0,t_88
27.96564,37.63813,0.03451573,387.05374,CENOZOIC,-67.12217347436663,4,0,t_89
28.20756,37.67714,0.17153585,765.1963,PRECAMBRIAN,-62.65515008400052,4,0,t_90
27.8788,37.58397,0.001276056,326.40973,PRECAMBRIAN,-64.65728199320553,4,0,t_91
27.72389,37.59879,0.051016234,490.88797,PRECAMBRIAN,-71.83162665091143,2,0,t_92
27.56894,37.61347,0.08209125,688.5726,PRECAMBRIAN,-79.08286514176575,2,0,t_93
27.81067,37.65302,0.028155515,480.24518,PRECAMBRIAN,-74.11547826398672,4,0,t_94
27.65566,37.66778,0.1389671,689.2742,PRECAMBRIAN,-81.32300363421811,2,0,t_95
27.5006,37.6824,0.0,286.5413,HOLOCENE,-88.57447887880308,2,0,t_96
27.74245,37.72202,0.15350854,724.6173,PRECAMBRIAN,-83.56650932499262,4,0,t_97
27.58734,37.73672,0.13052727,687.2387,PRECAMBRIAN,-90.81156090999576,2,0,t_98
27.82933,37.77621,0.0006827018,203.06659,HOLOCENE,-85.98290444435645,4,0,t_99
27.67415,37.79098,0.0006827788,213.95578,HOLOCENE,-93.05181969202636,4,0,t_100
28.43032,37.59265,0.26893598,900.0,PRECAMBRIAN,-46.28384935069169,4,0,t_101
28.27547,37.60795,0.18688613,842.29987,PRECAMBRIAN,-53.22460728318774,4,0,t_102
28.51743,37.64655,0.12511612,649.8143,CENOZOIC,-48.796355286703296,4,0,t_103
28.36252,37.66191,0.003512865,246.76715,HOLOCENE,-55.71434172304532,4,0,t_104
28.60462,37.70038,0.20428285,839.8651,PRECAMBRIAN,-51.78441686846086,4,0,t_105
28.44965,37.71582,0.116020374,686.88965,PRECAMBRIAN,-58.207240053201936,4,0,t_106
28.29463,37.73112,0.183863,862.57385,PRECAMBRIAN,-65.14214229183811,4,0,t_107
28.53686,37.76967,0.29800752,886.8812,PRECAMBRIAN,-60.945588582741,4,0,t_108
28.38178,37.78504,0.12233574,675.7318,PRECAMBRIAN,-67.63124467818156,4,0,t_109
28.46901,37.83891,0.25084406,892.1644,PRECAMBRIAN,-70.20912069426683,4,0,t_110
27.44584,37.31232,0.16685916,758.68353,CRETACEOUS,-53.36734984311017,3,0,t_111
27.2229,37.3957,0.0106247505,290.62762,CENOZOIC,-70.34683102802879,2,0,t_112
27.30929,37.45023,0.02168193,351.61374,CENOZOIC,-72.37856647646497,2,0,t_113
27.39576,37.5047,0.0,600.0,HOLOCENE,-74.61076266514017,2,0,t_114
27.24089,37.51911,0.010813271,365.93634,HOLOCENE,-81.88714142010917,2,0,t_115
27.32738,37.5736,0.00053959235,199.21597,HOLOCENE,-84.10891998084604,2,0,t_116
27.41395,37.62802,0.00885718,242.92764,HOLOCENE,-86.34024443831463,2,0,t_117
27.25892,37.64244,0.12340159,651.00555,CRETACEOUS,-93.6033085117314,2,0,t_118
27.10385,37.65672,0.23149706,886.3586,CRETACEOUS,-100.90093777842858,2,0,t_119
27.34551,37.69689,0.37642968,900.0,CRETACEOUS,-95.83318079163288,2,0,t_120
27.0352,37.72546,0.09896187,674.59534,PRECAMBRIAN,-110.4733773601496,2,0,t_121
27.43218,37.75127,0.011950742,316.07364,CENOZOIC,-98.06357444626964,2,0,t_122
27.27698,37.7657,0.018927617,358.72446,HOLOCENE,-105.3227941222189,2,0,t_123
28.68119,37.19177,0.07266426,569.24207,CRETACEOUS,3.4126317963307256,4,0,t_124
28.92241,37.2299,0.010222486,346.64752,PLEISTOCENE,2.371912829282448,4,0,t_125
28.76812,37.24564,0.066889726,516.45154,CRETACEOUS,0.4747385862134751,4,0,t_126
28.61378,37.26125,0.010521647,498.24527,CRETACEOUS,-6.0328501650992825,4,0,t_127
28.85512,37.29946,0.14665677,720.8561,PLEISTOCENE,-5.273661441268206,4,0,t_128
28.70072,37.31514,0.08843474,560.9524,CENOZOIC,-8.651881394850882,4,0,t_129
28.78774,37.36898,0.058620244,495.43243,CENOZOIC,-12.946091512557128,4,0,t_130
28.63324,37.38459,0.19610018,691.81366,CENOZOIC,-17.979240768066184,4,0,t_131
28.87485,37.42275,0.04212583,562.47876,CENOZOIC,-19.007227341447276,4,0,t_132
28.72029,37.43844,0.10634461,645.81244,CENOZOIC,-21.285624690393597,4,0,t_133
29.02937,37.40693,0.08720607,525.1599,CRETACEOUS,-17.460779788590717,4,0,t_134
29.11662,37.46058,0.08425648,536.88074,CRETACEOUS,-23.55542177245426,4,0,t_135
28.96204,37.47647,0.09719322,619.5427,CRETACEOUS,-25.097081474208338,4,0,t_136
29.20395,37.51418,0.38149434,900.0,PALEOZOIC,-29.651526248102165,4,0,t_137
29.04931,37.53014,0.04901605,430.4075,HOLOCENE,-31.188382915701283,4,0,t_138
29.13666,37.58375,0.07665894,522.21594,CRETACEOUS,-37.28003781356016,4,0,t_139
28.98192,37.59965,0.0088818995,293.10297,CENOZOIC,-38.81985894083732,4,0,t_140
29.06929,37.65327,0.040244073,517.71423,CRETACEOUS,-44.90707210004423,4,0,t_141
29.15675,37.70684,0.25958377,854.55304,PALEOZOIC,-50.99569630185168,4,0,t_142
29.00184,37.72275,0.28799966,900.0,PALEOZOIC,-52.5337045277438,4,0,t_143
28.80742,37.49223,0.124858625,671.8966,CENOZOIC,-26.656605536444584,4,0,t_144
