custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
s_0,19.4573,41.3199,202.0,False,500.94388,2.43004
s_1,20.4017,42.0731,747.0,False,102.32696,0.75072
s_2,19.8078,41.3357,311.0,False,442.1613,1.63238
s_3,20.0799,41.1161,403.0,False,375.09523,1.32507
s_4,19.5669,40.7174,374.0,False,399.17389,1.41312
s_5,19.94546,40.70816,1007.0,False,181.88601,0.89523
s_6,19.9202,39.61886,311.0,False,449.91856,1.68654
s_7,21.14182,40.83499,605.0,False,121.76856,0.78774
s_8,17.85042,40.58941,712.0,False,58.15602,0.65385
s_9,20.60808,38.63056,560.0,False,162.2309,0.86057
s_10,20.84874,39.65616,525.0,False,199.53631,0.92651
s_11,21.4243,38.3727,317.0,False,444.79738,1.65007
s_12,16.8191,40.60325,999.0,False,7.99726,0.44382
s_13,15.9427,40.7867,523.0,False,8.4779,0.44844
s_14,23.2262,43.4111,334.0,False,429.20744,1.55435
s_15,20.4878,38.1783,435.0,False,311.34948,1.1489
s_16,21.76001,38.26933,476.0,False,258.6619,1.03641
s_17,15.63277,40.39,825.0,False,26.034,0.55245
s_18,15.7296,40.4256,1000.0,False,7.94573,0.44332
s_19,15.8019,40.3249,411.0,False,341.99864,1.22597
s_20,15.5782,40.7889,634.0,False,100.26286,0.74666
s_21,22.675,43.6227,405.0,False,349.51564,1.24677
s_22,15.7967,40.5722,1000.0,False,7.94573,0.44332
s_23,21.9209,38.5933,622.0,False,108.73869,0.76316
s_24,15.7251,40.7619,1000.0,False,7.94573,0.44332
s_25,16.2114,39.2534,1000.0,False,7.94573,0.44332
s_26,20.9937,39.1474,586.0,False,137.78935,0.81703
s_27,21.79118,38.29585,445.0,False,298.43653,1.11941
s_28,23.575,39.998,334.0,False,429.20744,1.55435
s_29,22.9506,39.366,311.0,False,449.91856,1.68654
s_30,22.10797,38.03256,449.0,False,293.2685,1.10801
m_31,19.4527,41.3206,316.9,False,444.79738,1.65007
m_32,19.6745,41.5755,290.22,False,466.23506,1.82697
m_33,19.787,41.3336,238.34,False,496.05022,2.29039
m_34,19.8111,41.3248,306.35,False,454.03112,1.7181
m_35,19.8232,41.316,400.74,False,354.48169,1.261
m_36,19.7994,41.3067,547.61,False,174.47416,0.88216
m_37,19.7991,41.3247,309.03,False,451.58057,1.69903
m_38,19.8114,41.3068,521.91,False,202.95005,0.93261
m_39,19.8351,41.3161,440.87,False,303.60477,1.13103
m_40,19.8109,41.3338,319.73,False,442.1613,1.63238
m_41,19.8112,41.3158,330.66,False,432.07232,1.57047
m_42,19.823,41.325,298.76,False,459.55003,1.76419
m_43,19.7752,41.3245,350.62,False,412.09584,1.46853
m_44,19.8228,41.334,308.5,False,451.58057,1.69903
m_45,19.8346,41.3431,359.47,False,403.55426,1.43115
m_46,19.4841,40.4742,331.0,False,432.07232,1.57047
m_47,19.9642,40.7048,545.65,False,176.57189,0.88586
m_48,19.8348,41.3341,310.74,False,449.91856,1.68654
m_49,20.0769,41.1111,351.45,False,412.09584,1.46853
m_50,19.0953,42.0988,274.31,False,476.98318,1.94952
m_51,20.9581,41.5111,321.97,False,440.37618,1.62079
m_52,18.7087,42.4249,601.45,False,125.01238,0.79375
m_53,21.1769,42.6548,441.69,False,302.31289,1.12811
m_54,20.8964,42.5829,267.64,False,480.64358,1.99953
m_55,20.4351,42.3834,328.19,False,434.8891,1.58692
m_56,18.8348,42.2923,826.58,False,25.66965,0.55092
m_57,20.9577,41.9975,523.25,False,201.80863,0.93057
m_58,20.9097,41.7903,325.08,False,437.65721,1.60368
m_59,18.7694,42.4261,600.0,False,125.83404,0.79526
m_60,19.243,42.4434,317.98,False,443.92425,1.64413
m_61,21.4648,41.9876,243.31,False,493.80531,2.23656
m_62,20.9097,41.7993,306.53,False,453.21994,1.7117
m_63,20.9698,42.0065,528.83,False,195.03452,0.9185
m_64,18.6962,42.4337,598.1,False,127.49024,0.7983
m_65,21.0073,52.2379,760.0,False,340.7386,1.22256
m_66,20.2984,42.6618,348.59,False,414.18391,1.47816
m_67,20.7395,42.2134,493.42,False,237.43289,0.99563
m_68,19.2089,41.9295,555.54,False,166.24591,0.86766
m_69,21.4045,42.0058,238.95,False,495.61114,2.27943
m_70,21.4166,42.0058,283.48,False,471.11547,1.87875
m_71,19.5072,42.0689,262.61,False,483.54255,2.04307
m_72,17.2469,40.4623,384.95,False,125.83404,0.79526
m_73,19.2675,42.4347,267.01,False,481.23432,2.0081
m_74,18.418,43.8594,760.0,False,298.43653,1.11941
m_75,20.8035,41.1146,238.64,False,495.61114,2.27943
m_76,19.2575,42.7948,900.0,False,15.45801,0.5001
m_77,21.0915,42.6369,252.58,False,488.93588,2.13572
m_78,16.8644,41.1267,294.13,False,72.91555,0.68917
m_79,21.1648,42.6728,421.72,False,328.04304,1.18948
m_80,21.3804,42.0059,286.86,False,468.36076,1.84883
m_81,20.2862,42.6617,494.81,False,234.97778,0.99103
m_82,21.3924,41.9968,454.43,False,286.81431,1.09406
m_83,21.4286,41.9967,264.34,False,482.97367,2.03422
m_84,21.4406,41.9786,590.91,False,133.42253,0.80913
m_85,21.4527,41.9876,284.3,False,470.4353,1.87119
m_86,20.5143,43.1402,324.36,False,438.56902,1.60935
m_87,18.3811,43.8496,760.0,False,423.33576,1.52301
m_88,20.4879,44.8058,760.0,False,265.00835,1.04901
s_89,22.5197,44.6672,760.0,False,44.3618,0.61609
s_90,19.7962,39.7127,560.23,False,144.08433,0.82834
s_91,22.4892,40.1033,760.0,False,125.01238,0.79375
