STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
OBS_10,,38.315,23.205,macroseismic,Stations_USGS,0.443767,0.8059,0.769789,1.0131,,,0.401654,1.0822,586.13,inferred,7.5,0.3,0.875,34.5627,1.4737,0.079175
OBS_9,,38.082,22.647,macroseismic,Stations_USGS,0.393271,0.8059,0.722422,1.0131,,,0.432521,1.0822,600,inferred,7.5,0.3,0.875,34.5627,1.4737,0.086025
OBS_11,,38.35,23.508,macroseismic,Stations_USGS,0.369482,0.8059,0.699108,1.0131,,,0.449383,1.0822,348.35,inferred,7.5,0.3,0.875,34.5627,1.4737,0.089792
OBS_16,,38.216,23.29,macroseismic,Stations_USGS,0.342531,0.8059,0.599131,1.0131,,,0.26154,1.0822,582.51,inferred,7,0.3,0.875,24.0093,1.4737,0.052107
OBS_23,,37.969,23.33,macroseismic,Stations_USGS,0.336341,0.8059,0.593414,1.0131,,,0.264479,1.0822,600,inferred,7,0.3,0.875,24.0093,1.4737,0.052764
OBS_13,,38.303,23.173,macroseismic,Stations_USGS,0.332753,0.8059,0.590078,1.0131,,,0.266224,1.0822,365.89,inferred,7,0.3,0.875,24.0093,1.4737,0.053154
OBS_14,,38.271,23.255,macroseismic,Stations_USGS,0.332604,0.8059,0.589939,1.0131,,,0.266297,1.0822,448.89,inferred,7,0.3,0.875,24.0093,1.4737,0.05317
OBS_15,,38.17,23.356,macroseismic,Stations_USGS,0.330841,0.8059,0.588293,1.0131,,,0.267166,1.0822,466.34,inferred,7,0.3,0.875,24.0093,1.4737,0.053364
OBS_20,,38.359,23.118,macroseismic,Stations_USGS,0.312182,0.8059,0.570611,1.0131,,,0.276843,1.0822,593.3,inferred,7,0.3,0.875,24.0093,1.4737,0.055535
OBS_12,,38.318,23.339,macroseismic,Stations_USGS,0.30239,0.8059,0.561129,1.0131,,,0.282304,1.0822,549.41,inferred,7,0.3,0.875,24.0093,1.4737,0.056765
OBS_19,,38.411,23.368,macroseismic,Stations_USGS,0.279931,0.8059,0.538819,1.0131,,,0.295978,1.0822,495.91,inferred,7,0.3,0.875,24.0093,1.4737,0.059855
OBS_21,,38.053,22.603,macroseismic,Stations_USGS,0.279055,0.8059,0.537932,1.0131,,,0.296547,1.0822,573.34,inferred,7,0.3,0.875,24.0093,1.4737,0.059984
OBS_24,,38.364,23.479,macroseismic,Stations_USGS,0.273055,0.8059,0.53182,1.0131,,,0.300524,1.0822,416.33,inferred,7,0.3,0.875,24.0093,1.4737,0.060887
OBS_22,,37.998,22.557,macroseismic,Stations_USGS,0.269958,0.8059,0.528641,1.0131,,,0.302632,1.0822,900,inferred,7,0.3,0.875,24.0093,1.4737,0.061365
OBS_17,,38.35,23.604,macroseismic,Stations_USGS,0.258629,0.8059,0.516859,1.0131,,,0.31069,1.0822,373.27,inferred,7,0.3,0.875,24.0093,1.4737,0.0632
OBS_28,,37.902,22.952,macroseismic,Stations_USGS,0.258555,0.8059,0.460868,1.0131,,,0.172649,1.0822,291.5,inferred,6.5,0.3,0.875,16.6783,1.4737,0.034822
OBS_26,,38.236,23.237,macroseismic,Stations_USGS,0.257507,0.8059,0.459886,1.0131,,,0.173079,1.0822,366.65,inferred,6.5,0.3,0.875,16.6783,1.4737,0.03492
OBS_18,,38.315,23.656,macroseismic,Stations_USGS,0.254991,0.8059,0.513024,1.0131,,,0.313399,1.0822,339.16,inferred,7,0.3,0.875,24.0093,1.4737,0.063818
OBS_27,,38.268,22.935,macroseismic,Stations_USGS,0.24196,0.8059,0.445073,1.0131,,,0.179813,1.0822,900,inferred,6.5,0.3,0.875,16.6783,1.4737,0.036446
OBS_25,,38.216,23.336,macroseismic,Stations_USGS,0.239567,0.8059,0.442754,1.0131,,,0.180912,1.0822,658.18,inferred,6.5,0.3,0.875,16.6783,1.4737,0.036696
OBS_31,,38.367,23.034,macroseismic,Stations_USGS,0.223048,0.8059,0.426432,1.0131,,,0.18901,1.0822,900,inferred,6.5,0.3,0.875,16.6783,1.4737,0.038541
OBS_29,,37.899,22.757,macroseismic,Stations_USGS,0.221245,0.8059,0.424616,1.0131,,,0.189953,1.0822,666.24,inferred,6.5,0.3,0.875,16.6783,1.4737,0.038757
OBS_30,,37.815,22.688,macroseismic,Stations_USGS,0.201891,0.8059,0.404665,1.0131,,,0.200915,1.0822,576.56,inferred,6.5,0.3,0.875,16.6783,1.4737,0.041272
OBS_32,,38.065,23.604,macroseismic,Stations_USGS,0.200325,0.8059,0.403012,1.0131,,,0.201876,1.0822,379.84,inferred,6.5,0.3,0.875,16.6783,1.4737,0.041494
NOAINT_5,PETROUPOLI ATHINA(38278) (Intensity VII),38.037,23.673,macroseismic,Stations_USGS,0.192154,0.8059,0.394285,1.0131,,,0.207095,1.0822,573.79,inferred,6.5,0.3,0.875,16.6783,1.4737,0.042698
OBS_34,,38.268,23.138,macroseismic,Stations_USGS,0.18762,0.8059,0.347239,1.0131,,,0.116758,1.0822,298.69,inferred,6,0.3,0.875,11.5857,1.4737,0.02391
NOAINT_2,AGIOS-DIMITRIOS ATHINA(57574) (Intensity VII),37.933,23.729,macroseismic,Stations_USGS,0.184439,0.8059,0.385882,1.0131,,,0.212362,1.0822,393.28,inferred,6.5,0.3,0.875,16.6783,1.4737,0.043917
NOAINT_3,ALIMOS ATHINA(32024) (Intensity VII),37.914,23.721,macroseismic,Stations_USGS,0.184433,0.8059,0.385875,1.0131,,,0.212367,1.0822,409.52,inferred,6.5,0.3,0.875,16.6783,1.4737,0.043918
NOAINT_4,LYKOVRYSI ATHINA(5965) (Intensity VII),38.068,23.782,macroseismic,Stations_USGS,0.182222,0.8059,0.383436,1.0131,,,0.213942,1.0822,413.96,inferred,6.5,0.3,0.875,16.6783,1.4737,0.044283
OBS_33,,38.062,23.804,macroseismic,Stations_USGS,0.180449,0.8059,0.38147,1.0131,,,0.215229,1.0822,379,inferred,6.5,0.3,0.875,16.6783,1.4737,0.044582
OBS_39,,37.797,23.072,macroseismic,Stations_USGS,0.16231,0.8059,0.321768,1.0131,,,0.127602,1.0822,726.9,inferred,6,0.3,0.875,11.5857,1.4737,0.026413
OBS_43,,37.783,22.885,macroseismic,Stations_USGS,0.157412,0.8059,0.316627,1.0131,,,0.130021,1.0822,762.05,inferred,6,0.3,0.875,11.5857,1.4737,0.026975
OBS_42,,37.917,22.632,macroseismic,Stations_USGS,0.14963,0.8059,0.308298,1.0131,,,0.134126,1.0822,668.47,inferred,6,0.3,0.875,11.5857,1.4737,0.027931
OBS_44,,37.699,23.092,macroseismic,Stations_USGS,0.147452,0.8059,0.305931,1.0131,,,0.135336,1.0822,618.96,inferred,6,0.3,0.875,11.5857,1.4737,0.028214
OBS_41,,37.951,22.586,macroseismic,Stations_USGS,0.146571,0.8059,0.304969,1.0131,,,0.135834,1.0822,455.52,inferred,6,0.3,0.875,11.5857,1.4737,0.02833
NOAINT_7,CHAIDARI ATHINA(47437) (Intensity VI),38.002,23.629,macroseismic,Stations_USGS,0.143811,0.8059,0.301936,1.0131,,,0.137426,1.0822,593.79,inferred,6,0.3,0.875,11.5857,1.4737,0.028703
OBS_48,,38.126,22.537,macroseismic,Stations_USGS,0.143664,0.8059,0.301773,1.0131,,,0.137512,1.0822,600,inferred,6,0.3,0.875,11.5857,1.4737,0.028723
OBS_45,,37.667,23.167,macroseismic,Stations_USGS,0.142314,0.8059,0.300279,1.0131,,,0.13831,1.0822,600,inferred,6,0.3,0.875,11.5857,1.4737,0.02891
OBS_49,,37.751,23.47,macroseismic,Stations_USGS,0.140898,0.8059,0.298705,1.0131,,,0.139161,1.0822,557,inferred,6,0.3,0.875,11.5857,1.4737,0.029109
NOAINT_12,PERISTERI ATHINA(137288) (Intensity VI),38.014,23.688,macroseismic,Stations_USGS,0.139405,0.8059,0.297037,1.0131,,,0.140072,1.0822,359.36,inferred,6,0.3,0.875,11.5857,1.4737,0.029323
NOAINT_8,KAMATERO ATHINA(17410) (Intensity VI),38.055,23.706,macroseismic,Stations_USGS,0.138438,0.8059,0.295952,1.0131,,,0.140671,1.0822,513.77,inferred,6,0.3,0.875,11.5857,1.4737,0.029463
OBS_47,,37.768,22.589,macroseismic,Stations_USGS,0.138426,0.8059,0.295939,1.0131,,,0.140678,1.0822,844.49,inferred,6,0.3,0.875,11.5857,1.4737,0.029465
OBS_37,,38.062,23.717,macroseismic,Stations_USGS,0.137684,0.8059,0.295104,1.0131,,,0.141143,1.0822,393.59,inferred,6,0.3,0.875,11.5857,1.4737,0.029574
OBS_36,,38.082,23.717,macroseismic,Stations_USGS,0.137681,0.8059,0.2951,1.0131,,,0.141145,1.0822,391.87,inferred,6,0.3,0.875,11.5857,1.4737,0.029574
NOAINT_6,AGIOI-ANARGYROI ATHINA(30739) (Intensity VI),38.022,23.717,macroseismic,Stations_USGS,0.137448,0.8059,0.294838,1.0131,,,0.141291,1.0822,324.16,inferred,6,0.3,0.875,11.5857,1.4737,0.029609
OBS_35,,38.245,23.72,macroseismic,Stations_USGS,0.134933,0.8059,0.291988,1.0131,,,0.1429,1.0822,873.95,inferred,6,0.3,0.875,11.5857,1.4737,0.029987
NOAINT_13,PSYCHIKO ATHINA(10592) (Intensity VI),38.008,23.771,macroseismic,Stations_USGS,0.133838,0.8059,0.290741,1.0131,,,0.143615,1.0822,436.4,inferred,6,0.3,0.875,11.5857,1.4737,0.030155
NOAINT_10,NEO-PSYCHIKO ATHINA(12023) (Intensity VI),38.003,23.781,macroseismic,Stations_USGS,0.13319,0.8059,0.289999,1.0131,,,0.144043,1.0822,301.66,inferred,6,0.3,0.875,11.5857,1.4737,0.030256
NOAINT_11,PAPAGOS ATHINA(13974) (Intensity VI),37.986,23.796,macroseismic,Stations_USGS,0.132128,0.8059,0.288781,1.0131,,,0.144752,1.0822,571.43,inferred,6,0.3,0.875,11.5857,1.4737,0.030423
NOAINT_9,MAROUSI ATHINA(64092) (Intensity VI),38.046,23.805,macroseismic,Stations_USGS,0.132098,0.8059,0.288747,1.0131,,,0.144772,1.0822,390.67,inferred,6,0.3,0.875,11.5857,1.4737,0.030427
OBS_55,,38.602,22.737,macroseismic,Stations_USGS,0.131277,0.8059,0.287802,1.0131,,,0.145326,1.0822,297.68,inferred,6,0.3,0.875,11.5857,1.4737,0.030558
OBS_46,,37.835,22.403,macroseismic,Stations_USGS,0.130951,0.8059,0.287427,1.0131,,,0.145547,1.0822,900,inferred,6,0.3,0.875,11.5857,1.4737,0.03061
OBS_50,,38.149,22.339,macroseismic,Stations_USGS,0.130537,0.8059,0.286949,1.0131,,,0.14583,1.0822,598.29,inferred,6,0.3,0.875,11.5857,1.4737,0.030677
OBS_57,,38.212,23.847,macroseismic,Stations_USGS,0.128663,0.8059,0.284775,1.0131,,,0.147129,1.0822,549.08,inferred,6,0.3,0.875,11.5857,1.4737,0.030983
OBS_38,,38.143,23.868,macroseismic,Stations_USGS,0.128454,0.8059,0.284532,1.0131,,,0.147275,1.0822,404.83,inferred,6,0.3,0.875,11.5857,1.4737,0.031018
OBS_40,,37.899,23.906,macroseismic,Stations_USGS,0.125399,0.8059,0.280954,1.0131,,,0.149464,1.0822,345.13,inferred,6,0.3,0.875,11.5857,1.4737,0.031535
OBS_56,,38.148,23.983,macroseismic,Stations_USGS,0.123213,0.8059,0.278368,1.0131,,,0.151084,1.0822,695.54,inferred,6,0.3,0.875,11.5857,1.4737,0.031918
OBS_51,,38.702,22.435,macroseismic,Stations_USGS,0.119675,0.8059,0.274137,1.0131,,,0.153806,1.0822,343.54,inferred,6,0.3,0.875,11.5857,1.4737,0.032563
OBS_52,,38.899,23.287,macroseismic,Stations_USGS,0.118786,0.8059,0.273065,1.0131,,,0.154511,1.0822,422.99,inferred,6,0.3,0.875,11.5857,1.4737,0.032731
OBS_58,,38.367,22.984,macroseismic,Stations_USGS,0.118247,0.8059,0.242939,1.0131,,,0.086085,1.0822,851.45,inferred,5.5,0.3,0.875,8.0482,1.4737,0.018087
OBS_60,,38.35,22.801,macroseismic,Stations_USGS,0.113817,0.8059,0.238111,1.0131,,,0.088124,1.0822,760.87,inferred,5.5,0.3,0.875,8.0482,1.4737,0.018568
OBS_75,,37.716,22.903,macroseismic,Stations_USGS,0.109114,0.8059,0.232886,1.0131,,,0.090433,1.0822,591.11,inferred,5.5,0.3,0.875,8.0482,1.4737,0.019114
OBS_59,,38.399,22.731,macroseismic,Stations_USGS,0.107201,0.8059,0.230731,1.0131,,,0.091418,1.0822,623.75,inferred,5.5,0.3,0.875,8.0482,1.4737,0.019348
OBS_53,,37.765,21.641,macroseismic,Stations_USGS,0.106006,0.8059,0.257204,1.0131,,,0.165675,1.0822,529.56,inferred,6,0.3,0.875,11.5857,1.4737,0.035392
OBS_74,,37.733,22.74,macroseismic,Stations_USGS,0.105615,0.8059,0.228931,1.0131,,,0.092257,1.0822,444.42,inferred,5.5,0.3,0.875,8.0482,1.4737,0.019547
OBS_83,,38.533,23.121,macroseismic,Stations_USGS,0.10514,0.8059,0.228388,1.0131,,,0.092513,1.0822,653.45,inferred,5.5,0.3,0.875,8.0482,1.4737,0.019607
OBS_61,,38.431,22.685,macroseismic,Stations_USGS,0.103618,0.8059,0.226644,1.0131,,,0.093343,1.0822,326.67,inferred,5.5,0.3,0.875,8.0482,1.4737,0.019805
OBS_62,,38.082,22.502,macroseismic,Stations_USGS,0.103268,0.8059,0.226241,1.0131,,,0.093537,1.0822,793.21,inferred,5.5,0.3,0.875,8.0482,1.4737,0.019851
OBS_76,,37.617,23.054,macroseismic,Stations_USGS,0.102061,0.8059,0.224847,1.0131,,,0.094213,1.0822,372.76,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020012
OBS_54,,37.849,21.404,macroseismic,Stations_USGS,0.101992,0.8059,0.252037,1.0131,,,0.169642,1.0822,375.72,inferred,6,0.3,0.875,11.5857,1.4737,0.036343
OBS_78,,38.138,22.438,macroseismic,Stations_USGS,0.099909,0.8059,0.222342,1.0131,,,0.095452,1.0822,600,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020307
NOAINT_20,NEA-SMYRNI ATHINA(69749) (Intensity VI),37.942,23.713,macroseismic,Stations_USGS,0.099876,0.8059,0.222304,1.0131,,,0.095471,1.0822,403.55,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020311
OBS_73,,37.614,22.787,macroseismic,Stations_USGS,0.099648,0.8059,0.222037,1.0131,,,0.095605,1.0822,226.35,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020343
OBS_66,,37.949,23.734,macroseismic,Stations_USGS,0.09903,0.8059,0.221312,1.0131,,,0.09597,1.0822,366.52,inferred,5.5,0.3,0.875,8.0482,1.4737,0.02043
NOAINT_18,GALATSI ATHINA(57230) (Intensity VI),38.019,23.755,macroseismic,Stations_USGS,0.098849,0.8059,0.221099,1.0131,,,0.096078,1.0822,540.6,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020456
NOAINT_19,METAMORPHOSI ATHINA(21052) (Intensity VI),38.064,23.762,macroseismic,Stations_USGS,0.098695,0.8059,0.220919,1.0131,,,0.09617,1.0822,381.94,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020478
OBS_72,,37.55,22.885,macroseismic,Stations_USGS,0.09745,0.8059,0.219449,1.0131,,,0.096921,1.0822,386.27,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020657
NOAINT_21,PEFKI ATHINA(17987) (Intensity VI),38.058,23.79,macroseismic,Stations_USGS,0.097439,0.8059,0.219436,1.0131,,,0.096928,1.0822,366.62,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020659
NOAINT_16,ARGYROUPOLI ATHINA(31530) (Intensity VI),37.914,23.774,macroseismic,Stations_USGS,0.096766,0.8059,0.218638,1.0131,,,0.09734,1.0822,900,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020758
NOAINT_17,CHOLARGOS ATHINA(33691) (Intensity VI),37.993,23.802,macroseismic,Stations_USGS,0.096609,0.8059,0.218451,1.0131,,,0.097437,1.0822,467.01,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020781
OBS_90,,38.584,22.684,macroseismic,Stations_USGS,0.09607,0.8059,0.217809,1.0131,,,0.097772,1.0822,618.32,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020861
NOAINT_23,VRILISSIA ATHINA(16571) (Intensity VI),38.038,23.835,macroseismic,Stations_USGS,0.095531,0.8059,0.217166,1.0131,,,0.09811,1.0822,416.54,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020942
OBS_81,,38.635,22.784,macroseismic,Stations_USGS,0.095296,0.8059,0.216885,1.0131,,,0.098258,1.0822,478.49,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020977
OBS_82,,38.667,22.9,macroseismic,Stations_USGS,0.09516,0.8059,0.216722,1.0131,,,0.098344,1.0822,538.19,inferred,5.5,0.3,0.875,8.0482,1.4737,0.020998
OBS_68,,37.85,23.79,macroseismic,Stations_USGS,0.094982,0.8059,0.21651,1.0131,,,0.098457,1.0822,654.96,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021025
OBS_69,,37.829,23.825,macroseismic,Stations_USGS,0.093391,0.8059,0.214595,1.0131,,,0.099482,1.0822,440.47,inferred,5.5,0.3,0.875,8.0482,1.4737,0.02127
NOAINT_22,PENTELI ATHINA(3197) (Intensity VI),38.045,23.901,macroseismic,Stations_USGS,0.093095,0.8059,0.214238,1.0131,,,0.099675,1.0822,637.63,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021316
OBS_80,,38.673,22.682,macroseismic,Stations_USGS,0.092382,0.8059,0.213373,1.0131,,,0.100146,1.0822,788.49,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021429
OBS_65,,38.486,23.822,macroseismic,Stations_USGS,0.090923,0.8059,0.211595,1.0131,,,0.101128,1.0822,877.07,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021665
OBS_67,,37.882,23.955,macroseismic,Stations_USGS,0.090185,0.8059,0.210689,1.0131,,,0.101635,1.0822,352.83,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021787
OBS_93,,38.198,23.98,macroseismic,Stations_USGS,0.09006,0.8059,0.210536,1.0131,,,0.101721,1.0822,496.55,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021807
OBS_92,,38.076,23.998,macroseismic,Stations_USGS,0.089979,0.8059,0.210437,1.0131,,,0.101777,1.0822,600,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021821
OBS_84,,38.818,23.252,macroseismic,Stations_USGS,0.089932,0.8059,0.210379,1.0131,,,0.10181,1.0822,610.46,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021829
OBS_71,,37.448,23.487,macroseismic,Stations_USGS,0.089368,0.8059,0.209685,1.0131,,,0.102203,1.0822,477.63,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021923
OBS_79,,38.751,22.638,macroseismic,Stations_USGS,0.08908,0.8059,0.209329,1.0131,,,0.102405,1.0822,614.57,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021972
OBS_85,,38.847,23.074,macroseismic,Stations_USGS,0.089037,0.8059,0.209276,1.0131,,,0.102436,1.0822,900,inferred,5.5,0.3,0.875,8.0482,1.4737,0.021979
OBS_91,,38.666,22.449,macroseismic,Stations_USGS,0.088871,0.8059,0.20907,1.0131,,,0.102553,1.0822,900,inferred,5.5,0.3,0.875,8.0482,1.4737,0.022007
OBS_70,,37.728,23.973,macroseismic,Stations_USGS,0.087568,0.8059,0.207453,1.0131,,,0.103486,1.0822,501.14,inferred,5.5,0.3,0.875,8.0482,1.4737,0.022232
OBS_87,,37.448,22.417,macroseismic,Stations_USGS,0.08671,0.8059,0.206383,1.0131,,,0.104112,1.0822,296.85,inferred,5.5,0.3,0.875,8.0482,1.4737,0.022383
OBS_63,,38.614,23.903,macroseismic,Stations_USGS,0.08662,0.8059,0.20627,1.0131,,,0.104178,1.0822,809.58,inferred,5.5,0.3,0.875,8.0482,1.4737,0.022399
OBS_64,,38.431,24.051,macroseismic,Stations_USGS,0.086035,0.8059,0.205536,1.0131,,,0.104612,1.0822,300.01,inferred,5.5,0.3,0.875,8.0482,1.4737,0.022503
OBS_88,,38.284,21.92,macroseismic,Stations_USGS,0.083392,0.8059,0.202193,1.0131,,,0.106631,1.0822,507.24,inferred,5.5,0.3,0.875,8.0482,1.4737,0.022991
OBS_77,,38.05,21.833,macroseismic,Stations_USGS,0.081834,0.8059,0.200197,1.0131,,,0.107872,1.0822,880.28,inferred,5.5,0.3,0.875,8.0482,1.4737,0.02329
OBS_94,,37.667,21.803,macroseismic,Stations_USGS,0.079546,0.8059,0.197235,1.0131,,,0.109763,1.0822,696.1,inferred,5.5,0.3,0.875,8.0482,1.4737,0.023749
NOAINT_14,ANTIRRIO AITOLOAKARNANIA(1281) (Intensity VI),38.353,21.716,macroseismic,Stations_USGS,0.079371,0.8059,0.197007,1.0131,,,0.109911,1.0822,537.2,inferred,5.5,0.3,0.875,8.0482,1.4737,0.023784
OBS_86,,38.649,21.853,macroseismic,Stations_USGS,0.07932,0.8059,0.19694,1.0131,,,0.109954,1.0822,900,inferred,5.5,0.3,0.875,8.0482,1.4737,0.023795
OBS_109,,37.685,22.99,macroseismic,Stations_USGS,0.078625,0.8059,0.174822,1.0131,,,0.061421,1.0822,454.93,inferred,5,0.3,0.875,5.5907,1.4737,0.013188
NOAINT_15,EVINOCHORI AITOLOAKARNANIA(2012) (Intensity VI),38.361,21.529,macroseismic,Stations_USGS,0.076541,0.8059,0.193283,1.0131,,,0.112384,1.0822,246.23,inferred,5.5,0.3,0.875,8.0482,1.4737,0.024385
NOAINT_29,AGIA-VARVARA ATHINA(28706) (Intensity V),37.989,23.655,macroseismic,Stations_USGS,0.075922,0.8059,0.171636,1.0131,,,0.062752,1.0822,525.46,inferred,5,0.3,0.875,5.5907,1.4737,0.013509
OBS_107,,37.688,22.74,macroseismic,Stations_USGS,0.075326,0.8059,0.170926,1.0131,,,0.063056,1.0822,304.2,inferred,5,0.3,0.875,5.5907,1.4737,0.013582
OBS_108,,37.667,22.775,macroseismic,Stations_USGS,0.075093,0.8059,0.170647,1.0131,,,0.063176,1.0822,288.56,inferred,5,0.3,0.875,5.5907,1.4737,0.013611
OBS_148,,38.584,23.051,macroseismic,Stations_USGS,0.074188,0.8059,0.169564,1.0131,,,0.063647,1.0822,542.6,inferred,5,0.3,0.875,5.5907,1.4737,0.013725
OBS_145,,38.515,22.757,macroseismic,Stations_USGS,0.073971,0.8059,0.169303,1.0131,,,0.063761,1.0822,415.24,inferred,5,0.3,0.875,5.5907,1.4737,0.013752
OBS_89,,37.814,21.309,macroseismic,Stations_USGS,0.073484,0.8059,0.189184,1.0131,,,0.115227,1.0822,243.52,inferred,5.5,0.3,0.875,8.0482,1.4737,0.025078
OBS_149,,38.614,23.138,macroseismic,Stations_USGS,0.073096,0.8059,0.168247,1.0131,,,0.064228,1.0822,422.99,inferred,5,0.3,0.875,5.5907,1.4737,0.013865
NOAINT_30,DAPHNI ATHINA(24152) (Intensity V),37.948,23.731,macroseismic,Stations_USGS,0.072637,0.8059,0.16769,1.0131,,,0.064477,1.0822,366.52,inferred,5,0.3,0.875,5.5907,1.4737,0.013925
OBS_110,,37.566,23.086,macroseismic,Stations_USGS,0.072311,0.8059,0.167295,1.0131,,,0.064654,1.0822,582.15,inferred,5,0.3,0.875,5.5907,1.4737,0.013968
OBS_144,,38.567,22.771,macroseismic,Stations_USGS,0.072111,0.8059,0.167051,1.0131,,,0.064765,1.0822,553.57,inferred,5,0.3,0.875,5.5907,1.4737,0.013995
OBS_140,,38.648,23.022,macroseismic,Stations_USGS,0.071339,0.8059,0.166109,1.0131,,,0.065193,1.0822,428.28,inferred,5,0.3,0.875,5.5907,1.4737,0.014099
NOAINT_35,ZOGRAPHOS ATHINA(80492) (Intensity V),37.973,23.786,macroseismic,Stations_USGS,0.071124,0.8059,0.165845,1.0131,,,0.065314,1.0822,503.68,inferred,5,0.3,0.875,5.5907,1.4737,0.014128
NOAINT_33,KAISARIANI ATHINA(26803) (Intensity V),37.957,23.796,macroseismic,Stations_USGS,0.07069,0.8059,0.165313,1.0131,,,0.065559,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.014188
NOAINT_32,GLYPHADA ATHINA(63306) (Intensity V),37.884,23.772,macroseismic,Stations_USGS,0.070555,0.8059,0.165147,1.0131,,,0.065636,1.0822,846.76,inferred,5,0.3,0.875,5.5907,1.4737,0.014206
OBS_111,,37.569,22.702,macroseismic,Stations_USGS,0.070171,0.8059,0.164674,1.0131,,,0.065856,1.0822,458.85,inferred,5,0.3,0.875,5.5907,1.4737,0.01426
OBS_162,,37.962,23.818,macroseismic,Stations_USGS,0.070092,0.8059,0.164576,1.0131,,,0.065901,1.0822,763.54,inferred,5,0.3,0.875,5.5907,1.4737,0.014271
NOAINT_34,KIPHISSIA ATHINA(39166) (Intensity V),38.073,23.833,macroseismic,Stations_USGS,0.070084,0.8059,0.164565,1.0131,,,0.065906,1.0822,503.26,inferred,5,0.3,0.875,5.5907,1.4737,0.014272
OBS_141,,38.683,23.019,macroseismic,Stations_USGS,0.070035,0.8059,0.164506,1.0131,,,0.065934,1.0822,527.03,inferred,5,0.3,0.875,5.5907,1.4737,0.014279
OBS_163,,38.067,23.835,macroseismic,Stations_USGS,0.070025,0.8059,0.164492,1.0131,,,0.06594,1.0822,483.82,inferred,5,0.3,0.875,5.5907,1.4737,0.01428
NOAINT_31,EKALI ATHINA(4081) (Intensity V),38.108,23.843,macroseismic,Stations_USGS,0.069751,0.8059,0.163475,1.0131,,,0.066099,1.0822,604.27,inferred,5,0.3,0.875,5.5907,1.4737,0.014319
OBS_113,,37.769,22.406,macroseismic,Stations_USGS,0.069328,0.8059,0.162201,1.0131,,,0.066345,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.014378
OBS_142,,38.718,23.074,macroseismic,Stations_USGS,0.069034,0.8059,0.161315,1.0131,,,0.066519,1.0822,600,inferred,5,0.3,0.875,5.5907,1.4737,0.014421
OBS_143,,38.715,22.905,macroseismic,Stations_USGS,0.068221,0.8059,0.158871,1.0131,,,0.067004,1.0822,729.79,inferred,5,0.3,0.875,5.5907,1.4737,0.014538
OBS_121,,38.133,22.254,macroseismic,Stations_USGS,0.067816,0.8059,0.157659,1.0131,,,0.067248,1.0822,890.75,inferred,5,0.3,0.875,5.5907,1.4737,0.014598
OBS_152,,38.628,23.634,macroseismic,Stations_USGS,0.067336,0.8059,0.156221,1.0131,,,0.067542,1.0822,525.93,inferred,5,0.3,0.875,5.5907,1.4737,0.014669
OBS_146,,38.55,22.437,macroseismic,Stations_USGS,0.067295,0.8059,0.1561,1.0131,,,0.067567,1.0822,815.71,inferred,5,0.3,0.875,5.5907,1.4737,0.014675
OBS_134,,38.454,22.324,macroseismic,Stations_USGS,0.066896,0.8059,0.154909,1.0131,,,0.067814,1.0822,492.58,inferred,5,0.3,0.875,5.5907,1.4737,0.014736
OBS_95,,37.446,23.292,macroseismic,Stations_USGS,0.066785,0.8059,0.154579,1.0131,,,0.067883,1.0822,405.05,inferred,5,0.3,0.875,5.5907,1.4737,0.014752
OBS_164,,38.212,23.94,macroseismic,Stations_USGS,0.066779,0.8059,0.154561,1.0131,,,0.067886,1.0822,483.78,inferred,5,0.3,0.875,5.5907,1.4737,0.014753
