custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
s_0,20.3567,43.906,446.0,0,297.1443576309747,1.1165405593755076
s_1,20.7153,43.8886,313.0,0,448.2339753654192,1.6742135791200095
s_2,21.2152,44.2655,572.0,0,150.59049636511358,0.8399482416399491
s_3,19.8831,44.2726,364.0,0,398.0677933228392,1.4086840566200602
s_4,20.4833,44.105,421.0,0,329.31952282041453,1.1927100111661069
s_5,20.4715,44.8093,393.0,0,364.28916998497317,1.290412331369986
s_6,19.8831,43.5205,606.0,0,120.96828069982452,0.7862576792659228
s_7,21.8068,44.2409,542.0,0,180.8152823783364,0.8933433284478101
s_8,21.26,43.971,281.0,0,472.4588219745037,1.894059214029293
s_9,19.6919,44.7581,212.0,0,505.8214988816332,2.6144802008041843
s_10,20.5456,43.1573,568.0,0,154.4026457463892,0.8467185728365267
s_11,19.4061,43.8648,439.0,0,306.1878282792664,1.136931164321681
s_12,19.7101,43.8494,490.0,0,241.133827228106,1.0026036161130067
s_13,21.196,43.419,547.0,0,175.5210187519277,0.8840077671885165
s_14,21.947,43.404,484.0,0,248.59726742773248,1.0168350047794248
s_15,19.7539,44.2426,592.0,0,132.56212504070254,0.8075651142394166
s_16,20.4744,45.5377,196.0,0,510.39565719711675,2.860043486654997
s_17,21.8153,42.8165,420.0,0,330.59461927856285,1.195959282598279
s_18,22.233,43.8126,379.0,0,380.98135131045757,1.345086847210169
s_19,23.7999,44.325,298.0,0,460.3156405000525,1.7709658069904315
s_20,22.7767,45.3933,871.0,0,18.87348726906535,0.5191977633291164
s_21,21.137,45.3828,218.0,0,503.8363019059117,2.532324481112471
s_22,22.898,45.887,537.0,0,186.20791495704813,0.9028653776546297
s_23,21.6401,45.6188,465.0,0,272.67064668140074,1.0645042608365516
s_24,23.7698,45.446,794.0,0,32.42241706132566,0.5771901717620171
s_25,17.1839,44.7488,762.0,0,40.7214437658938,0.6050023965584392
s_26,19.2608,42.4297,267.0,0,481.2343199086307,2.008097054930408
m_27,20.6585,43.735,275.65,0,475.9414787037198,1.9361724395031163
m_28,20.9064,44.0056,337.29,0,426.0110095428474,1.5370132726915078
m_29,19.9036,44.2705,407.3,0,346.6432504971987,1.2387152864666293
m_30,21.7119,43.5532,368.89,0,392.597501127559,1.3873420465988555
m_31,22.5336,44.2204,760.0,0,41.306642430928136,0.6068241170383324
