STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
OBS_95,87,33.17773,57.56518,macroseismic,Stations_USGS,0.278022,0.455419,,0.21537,0.8059,1.0131,,1.0822,,,,,,,,,,,,,534.05,6.5,0.3,0.875,18.768,1.4737,0.040869,inferred
OBS_118,110,33.82109,57.27236,macroseismic,Stations_USGS,0.277408,0.454891,,0.215662,0.8059,1.0131,,1.0822,,,,,,,,,,,,,353.99,6.5,0.3,0.875,18.768,1.4737,0.040932,inferred
OBS_101,93,33.57109,57.31641,macroseismic,Stations_USGS,0.276919,0.454469,,0.215895,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,6.5,0.3,0.875,18.768,1.4737,0.040981,inferred
OBS_100,92,33.54502,57.35271,macroseismic,Stations_USGS,0.27605,0.453719,,0.216312,0.8059,1.0131,,1.0822,,,,,,,,,,,,,611.1,6.5,0.3,0.875,18.768,1.4737,0.04107,inferred
OBS_103,95,33.62559,57.29044,macroseismic,Stations_USGS,0.275947,0.453629,,0.216361,0.8059,1.0131,,1.0822,,,,,,,,,,,,,639.42,6.5,0.3,0.875,18.768,1.4737,0.04108,inferred
OBS_120,112,33.87559,57.226,macroseismic,Stations_USGS,0.273598,0.451595,,0.217498,0.8059,1.0131,,1.0822,,,,,,,,,,,,,456.2,6.5,0.3,0.875,18.768,1.4737,0.041322,inferred
OBS_102,94,33.6019,57.30781,macroseismic,Stations_USGS,0.273071,0.451138,,0.217755,0.8059,1.0131,,1.0822,,,,,,,,,,,,,643.98,6.5,0.3,0.875,18.768,1.4737,0.041377,inferred
OBS_119,111,33.88033,57.19543,macroseismic,Stations_USGS,0.272815,0.450916,,0.21788,0.8059,1.0131,,1.0822,,,,,,,,,,,,,537.08,6.5,0.3,0.875,18.768,1.4737,0.041404,inferred
OBS_121,113,33.89692,57.22609,macroseismic,Stations_USGS,0.26896,0.447554,,0.219789,0.8059,1.0131,,1.0822,,,,,,,,,,,,,456.2,6.5,0.3,0.875,18.768,1.4737,0.04181,inferred
OBS_106,98,33.5782,57.38926,macroseismic,Stations_USGS,0.267689,0.446441,,0.220428,0.8059,1.0131,,1.0822,,,,,,,,,,,,,468.13,6.5,0.3,0.875,18.768,1.4737,0.041947,inferred
OBS_104,96,33.60308,57.37917,macroseismic,Stations_USGS,0.265841,0.444818,,0.221366,0.8059,1.0131,,1.0822,,,,,,,,,,,,,429.32,6.5,0.3,0.875,18.768,1.4737,0.042147,inferred
OBS_105,97,33.58768,57.40678,macroseismic,Stations_USGS,0.264793,0.443896,,0.221902,0.8059,1.0131,,1.0822,,,,,,,,,,,,,423.69,6.5,0.3,0.875,18.768,1.4737,0.042261,inferred
OBS_109,101,33.71564,57.35636,macroseismic,Stations_USGS,0.263625,0.442866,,0.222504,0.8059,1.0131,,1.0822,,,,,,,,,,,,,472.15,6.5,0.3,0.875,18.768,1.4737,0.04239,inferred
OBS_110,102,33.7263,57.35787,macroseismic,Stations_USGS,0.263169,0.442462,,0.222741,0.8059,1.0131,,1.0822,,,,,,,,,,,,,472.15,6.5,0.3,0.875,18.768,1.4737,0.04244,inferred
OBS_122,114,33.92536,57.17524,macroseismic,Stations_USGS,0.260907,0.440458,,0.223923,0.8059,1.0131,,1.0822,,,,,,,,,,,,,459.58,6.5,0.3,0.875,18.768,1.4737,0.042693,inferred
OBS_108,100,33.70024,57.37377,macroseismic,Stations_USGS,0.260468,0.440069,,0.224154,0.8059,1.0131,,1.0822,,,,,,,,,,,,,401.16,6.5,0.3,0.875,18.768,1.4737,0.042742,inferred
OBS_124,116,33.93839,57.22044,macroseismic,Stations_USGS,0.259893,0.439558,,0.224457,0.8059,1.0131,,1.0822,,,,,,,,,,,,,387.39,6.5,0.3,0.875,18.768,1.4737,0.042807,inferred
OBS_107,99,33.67417,57.37512,macroseismic,Stations_USGS,0.25937,0.439093,,0.224735,0.8059,1.0131,,1.0822,,,,,,,,,,,,,427.92,6.5,0.3,0.875,18.768,1.4737,0.042866,inferred
OBS_93,85,33.08175,57.56476,macroseismic,Stations_USGS,0.258892,0.438667,,0.224989,0.8059,1.0131,,1.0822,,,,,,,,,,,,,670.12,6.5,0.3,0.875,18.768,1.4737,0.042921,inferred
OBS_123,115,33.94668,57.20883,macroseismic,Stations_USGS,0.257721,0.437623,,0.225615,0.8059,1.0131,,1.0822,,,,,,,,,,,,,387.39,6.5,0.3,0.875,18.768,1.4737,0.043054,inferred
OBS_92,Esfandiar,33.04147,57.55585,macroseismic,Stations_USGS,0.252899,0.433299,,0.228242,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,6.5,0.3,0.875,18.768,1.4737,0.043617,inferred
OBS_94,86,33.07583,57.6157,macroseismic,Stations_USGS,0.246656,0.427642,,0.231766,0.8059,1.0131,,1.0822,,,,,,,,,,,,,448.49,6.5,0.3,0.875,18.768,1.4737,0.044372,inferred
OBS_125,117,33.93365,57.02965,macroseismic,Stations_USGS,0.244977,0.42611,,0.232738,0.8059,1.0131,,1.0822,,,,,,,,,,,,,326.63,6.5,0.3,0.875,18.768,1.4737,0.044581,inferred
OBS_132,124,33.77962,56.75227,macroseismic,Stations_USGS,0.236639,0.418423,,0.23773,0.8059,1.0131,,1.0822,,,,,,,,,,,,,277.46,6.5,0.3,0.875,18.768,1.4737,0.045654,inferred
OBS_126,118,33.8981,56.87949,macroseismic,Stations_USGS,0.233572,0.415562,,0.239639,0.8059,1.0131,,1.0822,,,,,,,,,,,,,554.9,6.5,0.3,0.875,18.768,1.4737,0.046065,inferred
OBS_133,125,33.58057,56.52131,macroseismic,Stations_USGS,0.216527,0.399333,,0.251031,0.8059,1.0131,,1.0822,,,,,,,,,,,,,401.75,6.5,0.3,0.875,18.768,1.4737,0.048526,inferred
OBS_127,119,33.95379,56.78944,macroseismic,Stations_USGS,0.216332,0.399145,,0.251169,0.8059,1.0131,,1.0822,,,,,,,,,,,,,450.92,6.5,0.3,0.875,18.768,1.4737,0.048556,inferred
OBS_136,128,33.50592,56.51661,macroseismic,Stations_USGS,0.215792,0.398621,,0.251554,0.8059,1.0131,,1.0822,,,,,,,,,,,,,390.49,6.5,0.3,0.875,18.768,1.4737,0.04864,inferred
OBS_134,126,33.55569,56.51101,macroseismic,Stations_USGS,0.21522,0.398065,,0.251964,0.8059,1.0131,,1.0822,,,,,,,,,,,,,359.21,6.5,0.3,0.875,18.768,1.4737,0.048728,inferred
OBS_138,130,33.44668,56.51053,macroseismic,Stations_USGS,0.214469,0.397334,,0.252505,0.8059,1.0131,,1.0822,,,,,,,,,,,,,425.7,6.5,0.3,0.875,18.768,1.4737,0.048846,inferred
OBS_131,123,33.7346,56.54383,macroseismic,Stations_USGS,0.213432,0.396323,,0.253256,0.8059,1.0131,,1.0822,,,,,,,,,,,,,396.99,6.5,0.3,0.875,18.768,1.4737,0.049008,inferred
OBS_137,129,33.47038,56.49898,macroseismic,Stations_USGS,0.213317,0.396211,,0.25334,0.8059,1.0131,,1.0822,,,,,,,,,,,,,443.67,6.5,0.3,0.875,18.768,1.4737,0.049027,inferred
OBS_135,127,33.53199,56.49634,macroseismic,Stations_USGS,0.213233,0.396128,,0.253401,0.8059,1.0131,,1.0822,,,,,,,,,,,,,426.08,6.5,0.3,0.875,18.768,1.4737,0.04904,inferred
OBS_148,139,33.2891,57.55984,macroseismic,Stations_USGS,0.211468,0.351729,,0.141508,0.8059,1.0131,,1.0822,,,,,,,,,,,,,369.47,6.0,0.3,0.875,13.0374,1.4737,0.02717,inferred
OBS_139,131,33.1564,56.54567,macroseismic,Stations_USGS,0.209377,0.392346,,0.256251,0.8059,1.0131,,1.0822,,,,,,,,,,,,,345.23,6.5,0.3,0.875,18.768,1.4737,0.049659,inferred
OBS_149,140,33.30095,57.57446,macroseismic,Stations_USGS,0.208504,0.349128,,0.142738,0.8059,1.0131,,1.0822,,,,,,,,,,,,,326.04,6.0,0.3,0.875,13.0374,1.4737,0.027435,inferred
OBS_130,122,33.81635,56.52525,macroseismic,Stations_USGS,0.206201,0.389206,,0.258663,0.8059,1.0131,,1.0822,,,,,,,,,,,,,391.09,6.5,0.3,0.875,18.768,1.4737,0.050183,inferred
OBS_128,120,33.95261,56.64235,macroseismic,Stations_USGS,0.204409,0.387424,,0.26005,0.8059,1.0131,,1.0822,,,,,,,,,,,,,394.76,6.5,0.3,0.875,18.768,1.4737,0.050484,inferred
OBS_129,121,33.88744,56.55906,macroseismic,Stations_USGS,0.203705,0.386722,,0.260601,0.8059,1.0131,,1.0822,,,,,,,,,,,,,653.51,6.5,0.3,0.875,18.768,1.4737,0.050604,inferred
OBS_145,136,33.84242,57.27682,macroseismic,Stations_USGS,0.201207,0.342651,,0.145888,0.8059,1.0131,,1.0822,,,,,,,,,,,,,390.69,6.0,0.3,0.875,13.0374,1.4737,0.028114,inferred
OBS_144,135,33.83412,57.30009,macroseismic,Stations_USGS,0.199108,0.340767,,0.146829,0.8059,1.0131,,1.0822,,,,,,,,,,,,,388.26,6.0,0.3,0.875,13.0374,1.4737,0.028318,inferred
OBS_146,137,33.81043,57.31018,macroseismic,Stations_USGS,0.198436,0.340162,,0.147134,0.8059,1.0131,,1.0822,,,,,,,,,,,,,445.82,6.0,0.3,0.875,13.0374,1.4737,0.028383,inferred
OBS_143,134,33.8282,57.3088,macroseismic,Stations_USGS,0.198247,0.339991,,0.14722,0.8059,1.0131,,1.0822,,,,,,,,,,,,,445.82,6.0,0.3,0.875,13.0374,1.4737,0.028402,inferred
OBS_141,Boshruyeho,33.8436,57.30595,macroseismic,Stations_USGS,0.197961,0.339734,,0.14735,0.8059,1.0131,,1.0822,,,,,,,,,,,,,388.26,6.0,0.3,0.875,13.0374,1.4737,0.02843,inferred
OBS_142,133,33.83531,57.32485,macroseismic,Stations_USGS,0.196002,0.337962,,0.148251,0.8059,1.0131,,1.0822,,,,,,,,,,,,,388.26,6.0,0.3,0.875,13.0374,1.4737,0.028625,inferred
OBS_171,162,33.91114,57.26256,macroseismic,Stations_USGS,0.194375,0.336485,,0.14901,0.8059,1.0131,,1.0822,,,,,,,,,,,,,375.81,6.0,0.3,0.875,13.0374,1.4737,0.028789,inferred
OBS_172,163,33.92773,57.26409,macroseismic,Stations_USGS,0.192114,0.334421,,0.150083,0.8059,1.0131,,1.0822,,,,,,,,,,,,,375.81,6.0,0.3,0.875,13.0374,1.4737,0.029022,inferred
BAJ,Bajestan,34.52,58.18,seismic,Stations_USGS,0.189796,0.242857,,0.033061,0.0,0.0,,0.0,,,,,,,,,,,,,365.18,4.6,0.63,0.0,3.99,0.0,0.012143,inferred
OBS_178,169,33.95261,57.30934,macroseismic,Stations_USGS,0.188156,0.330781,,0.15201,0.8059,1.0131,,1.0822,,,,,,,,,,,,,348.6,6.0,0.3,0.875,13.0374,1.4737,0.02944,inferred
OBS_147,138,33.68009,57.39844,macroseismic,Stations_USGS,0.187127,0.329828,,0.152522,0.8059,1.0131,,1.0822,,,,,,,,,,,,,427.92,6.0,0.3,0.875,13.0374,1.4737,0.029551,inferred
OBS_173,164,33.96327,57.22638,macroseismic,Stations_USGS,0.186749,0.329479,,0.152711,0.8059,1.0131,,1.0822,,,,,,,,,,,,,387.39,6.0,0.3,0.875,13.0374,1.4737,0.029592,inferred
OBS_174,165,33.99052,57.23669,macroseismic,Stations_USGS,0.183133,0.326109,,0.154552,0.8059,1.0131,,1.0822,,,,,,,,,,,,,365.9,6.0,0.3,0.875,13.0374,1.4737,0.029992,inferred
OBS_177,168,34.00237,57.33286,macroseismic,Stations_USGS,0.181613,0.324683,,0.155344,0.8059,1.0131,,1.0822,,,,,,,,,,,,,299.67,6.0,0.3,0.875,13.0374,1.4737,0.030164,inferred
OBS_175,166,34.00592,57.23676,macroseismic,Stations_USGS,0.18105,0.324154,,0.155639,0.8059,1.0131,,1.0822,,,,,,,,,,,,,382.99,6.0,0.3,0.875,13.0374,1.4737,0.030229,inferred
OBS_176,167,34.01659,57.24991,macroseismic,Stations_USGS,0.180011,0.323174,,0.156189,0.8059,1.0131,,1.0822,,,,,,,,,,,,,382.99,6.0,0.3,0.875,13.0374,1.4737,0.030348,inferred
OBS_159,150,33.13389,57.68586,macroseismic,Stations_USGS,0.177331,0.320636,,0.157632,0.8059,1.0131,,1.0822,,,,,,,,,,,,,351.88,6.0,0.3,0.875,13.0374,1.4737,0.030663,inferred
OBS_170,161,34.03318,57.21358,macroseismic,Stations_USGS,0.176686,0.320022,,0.157984,0.8059,1.0131,,1.0822,,,,,,,,,,,,,288.57,6.0,0.3,0.875,13.0374,1.4737,0.03074,inferred
OBS_158,149,33.11374,57.68432,macroseismic,Stations_USGS,0.175574,0.318962,,0.158597,0.8059,1.0131,,1.0822,,,,,,,,,,,,,342.17,6.0,0.3,0.875,13.0374,1.4737,0.030873,inferred
OBS_157,148,33.09716,57.67988,macroseismic,Stations_USGS,0.174508,0.317942,,0.15919,0.8059,1.0131,,1.0822,,,,,,,,,,,,,343.14,6.0,0.3,0.875,13.0374,1.4737,0.031003,inferred
OBS_153,144,33.0391,57.68108,macroseismic,Stations_USGS,0.168847,0.312478,,0.16244,0.8059,1.0131,,1.0822,,,,,,,,,,,,,297.44,6.0,0.3,0.875,13.0374,1.4737,0.031713,inferred
OBS_155,146,33.07701,57.71474,macroseismic,Stations_USGS,0.168718,0.312352,,0.162516,0.8059,1.0131,,1.0822,,,,,,,,,,,,,328.5,6.0,0.3,0.875,13.0374,1.4737,0.03173,inferred
OBS_154,145,33.04858,57.69131,macroseismic,Stations_USGS,0.168645,0.312281,,0.16256,0.8059,1.0131,,1.0822,,,,,,,,,,,,,297.44,6.0,0.3,0.875,13.0374,1.4737,0.031739,inferred
OBS_156,147,33.08649,57.7308,macroseismic,Stations_USGS,0.167867,0.311523,,0.163021,0.8059,1.0131,,1.0822,,,,,,,,,,,,,328.5,6.0,0.3,0.875,13.0374,1.4737,0.03184,inferred
OBS_168,159,33.99763,56.98187,macroseismic,Stations_USGS,0.167378,0.311046,,0.163312,0.8059,1.0131,,1.0822,,,,,,,,,,,,,339.45,6.0,0.3,0.875,13.0374,1.4737,0.031904,inferred
OBS_150,141,33.00118,57.66635,macroseismic,Stations_USGS,0.166862,0.310541,,0.163622,0.8059,1.0131,,1.0822,,,,,,,,,,,,,376.76,6.0,0.3,0.875,13.0374,1.4737,0.031972,inferred
OBS_151,142,33.01185,57.6795,macroseismic,Stations_USGS,0.166536,0.310222,,0.163818,0.8059,1.0131,,1.0822,,,,,,,,,,,,,401.27,6.0,0.3,0.875,13.0374,1.4737,0.032015,inferred
OBS_152,143,33.02488,57.69412,macroseismic,Stations_USGS,0.16626,0.309951,,0.163985,0.8059,1.0131,,1.0822,,,,,,,,,,,,,401.27,6.0,0.3,0.875,13.0374,1.4737,0.032051,inferred
OBS_169,160,34.01659,56.99069,macroseismic,Stations_USGS,0.165883,0.309581,,0.164213,0.8059,1.0131,,1.0822,,,,,,,,,,,,,359.51,6.0,0.3,0.875,13.0374,1.4737,0.032101,inferred
OBS_167,158,33.99763,56.95565,macroseismic,Stations_USGS,0.165571,0.309275,,0.164403,0.8059,1.0131,,1.0822,,,,,,,,,,,,,403.14,6.0,0.3,0.875,13.0374,1.4737,0.032143,inferred
OBS_166,157,33.99882,56.9309,macroseismic,Stations_USGS,0.163765,0.307497,,0.165512,0.8059,1.0131,,1.0822,,,,,,,,,,,,,389.38,6.0,0.3,0.875,13.0374,1.4737,0.032386,inferred
OBS_165,156,34.02488,56.93247,macroseismic,Stations_USGS,0.161304,0.30506,,0.167055,0.8059,1.0131,,1.0822,,,,,,,,,,,,,339.09,6.0,0.3,0.875,13.0374,1.4737,0.032724,inferred
OBS_164,155,34.00592,56.81734,macroseismic,Stations_USGS,0.155911,0.299654,,0.170573,0.8059,1.0131,,1.0822,,,,,,,,,,,,,384.41,6.0,0.3,0.875,13.0374,1.4737,0.033498,inferred
OBS_162,153,33.92299,56.56649,macroseismic,Stations_USGS,0.147526,0.29107,,0.176452,0.8059,1.0131,,1.0822,,,,,,,,,,,,,726.64,6.0,0.3,0.875,13.0374,1.4737,0.034794,inferred
OBS_163,154,33.97986,56.62645,macroseismic,Stations_USGS,0.147247,0.290781,,0.176657,0.8059,1.0131,,1.0822,,,,,,,,,,,,,503.42,6.0,0.3,0.875,13.0374,1.4737,0.03484,inferred
OBS_160,151,33.79502,56.4436,macroseismic,Stations_USGS,0.146639,0.290149,,0.177105,0.8059,1.0131,,1.0822,,,,,,,,,,,,,320.25,6.0,0.3,0.875,13.0374,1.4737,0.034939,inferred
OBS_161,152,33.88863,56.511,macroseismic,Stations_USGS,0.146508,0.290013,,0.177202,0.8059,1.0131,,1.0822,,,,,,,,,,,,,626.5,6.0,0.3,0.875,13.0374,1.4737,0.03496,inferred
BOS,Boshroyeh,33.86,57.42,seismic,Stations_USGS,0.102041,0.214286,,0.170408,0.0,0.0,,0.0,,,,,,,,,,,,,331.31,6.2,0.63,0.0,11.1,0.0,0.03449,inferred
KHE,Khezri,34.05,58.78,seismic,Stations_USGS,0.02898,0.047245,,0.034694,0.0,0.0,,0.0,,,,,,,,,,,,,423.01,4.5,0.63,0.0,3.45,0.0,0.006939,inferred
SED,Sedeh,33.32,59.23,seismic,Stations_USGS,0.027347,0.034388,,0.039694,0.0,0.0,,0.0,,,,,,,,,,,,,300.83,4.2,0.63,0.0,2.57,0.0,0.018265,inferred
