STATION_NAME,PGA_VALUE,PGA_LN_SIGMA,LATITUDE,LONGITUDE,STATION_ID,STATION_TYPE,REFERENCES,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
AOM0151103111446,0.0238011961271178,0.0,40.4738,140.6306,AOM015,seismic,Stations_NIED,,,,,,,,,,,,
HKD0721103111446,0.0237736637893674,0.0,43.1948,145.5209,HKD072,seismic,Stations_NIED,,,,,,,,,,,,
KSRH031103111446,0.0235360699117436,0.0,43.3848,144.6279,KSRH03,seismic,Stations_NIED,,,,,,,,,,,,
NIG0031103111446,0.0234759066551779,0.0,37.9977,138.3231,NIG003,seismic,Stations_NIED,,,,,,,,,,,,
AIC0031103111446,0.0233035746151846,0.0,35.1734,136.7402,AIC003,seismic,Stations_NIED,,,,,,,,,,,,
NGNH231103111446,0.0231424594535341,0.0,35.6056,137.6105,NGNH23,seismic,Stations_NIED,,,,,,,,,,,,
HDKH071103111446,0.0230333498187454,0.0,42.133,142.9164,HDKH07,seismic,Stations_NIED,,,,,,,,,,,,
NMRH051103111446,0.0228875304002896,0.0,43.39,144.8021,NMRH05,seismic,Stations_NIED,,,,,,,,,,,,
KSRH071103111446,0.0227100997792314,0.0,43.1359,144.3274,KSRH07,seismic,Stations_NIED,,,,,,,,,,,,
HKD1001103111446,0.0225479649013679,0.0,42.2864,143.312,HKD100,seismic,Stations_NIED,,,,,,,,,,,,
SRCH091103111446,0.0224898410772282,0.0,43.0587,141.8063,SRCH09,seismic,Stations_NIED,,,,,,,,,,,,
HKD0801103111446,0.0224816833475244,0.0,43.5077,144.4485,HKD080,seismic,Stations_NIED,,,,,,,,,,,,
SZO0141103111446,0.0224245792395976,0.0,34.9649,138.3741,SZO014,seismic,Stations_NIED,,,,,,,,,,,,
AOM0251103111446,0.0224174412261068,0.0,41.1797,140.4805,AOM025,seismic,Stations_NIED,,,,,,,,,,,,
NIGH111103111446,0.0224021454829121,0.0,37.1728,138.744,NIGH11,seismic,Stations_NIED,,,,,,,,,,,,
NIG0201103111446,0.0223919483207823,0.0,37.2348,138.9621,NIG020,seismic,Stations_NIED,,,,,,,,,,,,
HKD0781103111446,0.0221319206864729,0.0,43.1488,144.4976,HKD078,seismic,Stations_NIED,,,,,,,,,,,,
HKD0711103111446,0.0221003094838706,0.0,43.2326,145.2604,HKD071,seismic,Stations_NIED,,,,,,,,,,,,
GIF0031103111446,0.0219269577276644,0.0,36.3326,137.3019,GIF003,seismic,Stations_NIED,,,,,,,,,,,,
NIG0061103111446,0.0219075831196178,0.0,38.4514,139.4963,NIG006,seismic,Stations_NIED,,,,,,,,,,,,
HKD1061103111446,0.0218769916332285,0.0,42.3414,142.3688,HKD106,seismic,Stations_NIED,,,,,,,,,,,,
HKD1611103111446,0.0216975215797443,0.0,41.6795,140.4334,HKD161,seismic,Stations_NIED,,,,,,,,,,,,
TKY0291103111446,0.0216281808772618,0.0,34.0757,139.4789,TKY029,seismic,Stations_NIED,,,,,,,,,,,,
HKD1051103111446,0.0215894316611687,0.0,42.4826,142.0538,HKD105,seismic,Stations_NIED,,,,,,,,,,,,
NMRH031103111446,0.0214232179184533,0.0,43.5508,144.9665,NMRH03,seismic,Stations_NIED,,,,,,,,,,,,
AOM0291103111446,0.0214079221752586,0.0,40.5764,140.2968,AOM029,seismic,Stations_NIED,,,,,,,,,,,,
AOM0261103111446,0.0213345026079242,0.0,41.128,140.3107,AOM026,seismic,Stations_NIED,,,,,,,,,,,,
OSMH011103111446,0.0212763787837845,0.0,41.5977,140.4207,OSMH01,seismic,Stations_NIED,,,,,,,,,,,,
YMTH131103111446,0.0212712802027196,0.0,38.4704,139.7606,YMTH13,seismic,Stations_NIED,,,,,,,,,,,,
IBUH011103111446,0.0212447675811821,0.0,42.8739,141.8191,IBUH01,seismic,Stations_NIED,,,,,,,,,,,,
AOMH101103111446,0.0211815451759775,0.0,40.6091,140.6646,AOMH10,seismic,Stations_NIED,,,,,,,,,,,,
KSRH021103111446,0.0211162833383469,0.0,43.1142,144.123,KSRH02,seismic,Stations_NIED,,,,,,,,,,,,
NIG0191103111446,0.0210703961087629,0.0,37.3043,138.8121,NIG019,seismic,Stations_NIED,,,,,,,,,,,,
SZOH391103111446,0.0210030948387064,0.0,34.7988,138.7724,SZOH39,seismic,Stations_NIED,,,,,,,,,,,,
HKD0841103111446,0.0209194781092422,0.0,43.1141,144.123,HKD084,seismic,Stations_NIED,,,,,,,,,,,,
HKD0961103111446,0.0207247123125634,0.0,42.6977,143.1357,HKD096,seismic,Stations_NIED,,,,,,,,,,,,
NGN0061103111446,0.0206931011099611,0.0,36.5084,137.8514,NGN006,seismic,Stations_NIED,,,,,,,,,,,,
NGN0081103111446,0.0205676760157648,0.0,36.4022,138.2491,NGN008,seismic,Stations_NIED,,,,,,,,,,,,
AICH141103111446,0.0205146507726899,0.0,35.1842,137.0474,AICH14,seismic,Stations_NIED,,,,,,,,,,,,
NIGH181103111446,0.0204534677999113,0.0,36.9425,138.2594,NIGH18,seismic,Stations_NIED,,,,,,,,,,,,
HKD0671103111446,0.0202576822870195,0.0,43.555,144.9726,HKD067,seismic,Stations_NIED,,,,,,,,,,,,
AOM0181103111446,0.0202281105168431,0.0,40.7776,140.206,AOM018,seismic,Stations_NIED,,,,,,,,,,,,
HKD0971103111446,0.0201210403144805,0.0,42.6181,143.421,HKD097,seismic,Stations_NIED,,,,,,,,,,,,
HKD1811103111446,0.0200792319497484,0.0,43.1161,141.5462,HKD181,seismic,Stations_NIED,,,,,,,,,,,,
HKD1161103111446,0.0200272264228865,0.0,43.8005,141.9343,HKD116,seismic,Stations_NIED,,,,,,,,,,,,
KSRH041103111446,0.0199996940851361,0.0,43.2139,144.6804,KSRH04,seismic,Stations_NIED,,,,,,,,,,,,
NGN0011103111446,0.0199905166392193,0.0,36.8513,138.3657,NGN001,seismic,Stations_NIED,,,,,,,,,,,,
HKD1801103111446,0.0198916041665604,0.0,43.1391,141.3513,HKD180,seismic,Stations_NIED,,,,,,,,,,,,
HKD0941103111446,0.0198834464368566,0.0,43.1692,143.241,HKD094,seismic,Stations_NIED,,,,,,,,,,,,
YMN0081103111446,0.0196764440456221,0.0,35.4319,138.3321,YMN008,seismic,Stations_NIED,,,,,,,,,,,,
NGNH221103111446,0.0194327318707204,0.0,35.7946,138.0824,NGNH22,seismic,Stations_NIED,,,,,,,,,,,,
YMNH131103111446,0.0193868446411364,0.0,35.3509,138.4203,YMNH13,seismic,Stations_NIED,,,,,,,,,,,,
NIG0171103111446,0.0193073067765241,0.0,37.441,138.8425,NIG017,seismic,Stations_NIED,,,,,,,,,,,,
HKD0991103111446,0.0192807941549867,0.0,43.0736,142.8392,HKD099,seismic,Stations_NIED,,,,,,,,,,,,
GIFH101103111446,0.0190258651017422,0.0,36.3779,137.3716,GIFH10,seismic,Stations_NIED,,,,,,,,,,,,
TKCH051103111446,0.0189534652506207,0.0,43.1211,143.6181,TKCH05,seismic,Stations_NIED,,,,,,,,,,,,
HKD1351103111446,0.0188209021429336,0.0,42.5533,140.8864,HKD135,seismic,Stations_NIED,,,,,,,,,,,,
HKD1271103111446,0.0187362656972564,0.0,42.8743,141.8204,HKD127,seismic,Stations_NIED,,,,,,,,,,,,
YMNH091103111446,0.018708733359506,0.0,35.4327,138.3325,YMNH09,seismic,Stations_NIED,,,,,,,,,,,,
HKD1081103111446,0.0185455787654296,0.0,42.2528,142.5643,HKD108,seismic,Stations_NIED,,,,,,,,,,,,
HKD0761103111446,0.0185282435898089,0.0,43.0509,144.8498,HKD076,seismic,Stations_NIED,,,,,,,,,,,,
HKD0901103111446,0.01852518444117,0.0,43.1213,143.6183,HKD090,seismic,Stations_NIED,,,,,,,,,,,,
OSMH021103111446,0.0184119959415295,0.0,41.8374,140.6331,OSMH02,seismic,Stations_NIED,,,,,,,,,,,,
NIG0241103111446,0.0182906497121851,0.0,37.1274,138.4442,NIG024,seismic,Stations_NIED,,,,,,,,,,,,
NIG0161103111446,0.0182192695772766,0.0,37.6458,138.773,NIG016,seismic,Stations_NIED,,,,,,,,,,,,
NGN0251103111446,0.0181805203611835,0.0,35.2807,137.8567,NGN025,seismic,Stations_NIED,,,,,,,,,,,,
HKD0691103111446,0.0181642049017758,0.0,43.3941,145.1168,HKD069,seismic,Stations_NIED,,,,,,,,,,,,
NGNH301103111446,0.0180958839155063,0.0,36.064,137.6849,NGNH30,seismic,Stations_NIED,,,,,,,,,,,,
ISK0021103111446,0.0180540755507742,0.0,37.4473,137.2877,ISK002,seismic,Stations_NIED,,,,,,,,,,,,
NGN0021103111446,0.0180347009427276,0.0,36.8068,138.2069,NGN002,seismic,Stations_NIED,,,,,,,,,,,,
AIC0161103111446,0.0178582900378824,0.0,34.7784,136.9082,AIC016,seismic,Stations_NIED,,,,,,,,,,,,
AOM0041103111446,0.0178470731595397,0.0,41.4064,141.4477,AOM004,seismic,Stations_NIED,,,,,,,,,,,,
AOMH151103111446,0.0176635242412037,0.0,40.4841,140.5565,AOMH15,seismic,Stations_NIED,,,,,,,,,,,,
GIF0181103111446,0.0175737892144616,0.0,35.4955,137.4998,GIF018,seismic,Stations_NIED,,,,,,,,,,,,
HKD1691103111446,0.0175727694982486,0.0,41.9351,140.3678,HKD169,seismic,Stations_NIED,,,,,,,,,,,,
NGNH261103111446,0.0175503357415631,0.0,36.4663,138.1474,NGNH26,seismic,Stations_NIED,,,,,,,,,,,,
NGN0121103111446,0.0174320486608577,0.0,36.2571,137.9796,NGN012,seismic,Stations_NIED,,,,,,,,,,,,
NGNH541103111446,0.0174198120663019,0.0,35.4489,138.0058,NGNH54,seismic,Stations_NIED,,,,,,,,,,,,
NGN0071103111446,0.0171567252833536,0.0,36.5344,138.1188,NGN007,seismic,Stations_NIED,,,,,,,,,,,,
GIFH151103111446,0.0170098861486848,0.0,36.1338,137.2208,GIFH15,seismic,Stations_NIED,,,,,,,,,,,,
AICH121103111446,0.0168844610544885,0.0,34.7884,137.1057,AICH12,seismic,Stations_NIED,,,,,,,,,,,,
YMN0111103111446,0.0168548892843122,0.0,35.6384,138.3836,YMN011,seismic,Stations_NIED,,,,,,,,,,,,
NIGH071103111446,0.0168232780817098,0.0,37.6658,139.261,NIGH07,seismic,Stations_NIED,,,,,,,,,,,,
AOMH011103111446,0.0166917346902357,0.0,41.5273,140.9127,AOMH01,seismic,Stations_NIED,,,,,,,,,,,,
NGNH331103111446,0.0164724957044454,0.0,36.4598,137.9637,NGNH33,seismic,Stations_NIED,,,,,,,,,,,,
HKD0731103111446,0.0164551605288248,0.0,43.3327,145.6003,HKD073,seismic,Stations_NIED,,,,,,,,,,,,
AICH131103111446,0.0164368056369912,0.0,35.2177,136.8509,AICH13,seismic,Stations_NIED,,,,,,,,,,,,
KSRH061103111446,0.0164143718803057,0.0,43.22,144.4285,KSRH06,seismic,Stations_NIED,,,,,,,,,,,,
OSKH021103111446,0.0164092732992408,0.0,34.6628,135.3896,OSKH02,seismic,Stations_NIED,,,,,,,,,,,,
ABSH111103111446,0.0161186541785421,0.0,43.9144,144.1913,ABSH11,seismic,Stations_NIED,,,,,,,,,,,,
SZO0251103111446,0.015984051638429,0.0,34.7189,137.5318,SZO025,seismic,Stations_NIED,,,,,,,,,,,,
NIG0231103111446,0.0159646770303824,0.0,37.0134,138.6546,NIG023,seismic,Stations_NIED,,,,,,,,,,,,
HDKH031103111446,0.0158790208684923,0.0,42.5934,142.3521,HDKH03,seismic,Stations_NIED,,,,,,,,,,,,
NIG0021103111446,0.0158718828550014,0.0,38.0748,138.4407,NIG002,seismic,Stations_NIED,,,,,,,,,,,,
HKD1781103111446,0.0158494490983159,0.0,43.172,141.3043,HKD178,seismic,Stations_NIED,,,,,,,,,,,,
AIC0101103111446,0.0158300744902693,0.0,34.976,137.4236,AIC010,seismic,Stations_NIED,,,,,,,,,,,,
HKD1821103111446,0.0157393197473143,0.0,42.9923,141.5526,HKD182,seismic,Stations_NIED,,,,,,,,,,,,
TKY0121103111446,0.0155578102614042,0.0,33.1195,139.7986,TKY012,seismic,Stations_NIED,,,,,,,,,,,,
NGNH201103111446,0.0152508756812979,0.0,35.787,137.7173,NGNH20,seismic,Stations_NIED,,,,,,,,,,,,
SZOH331103111446,0.0152100870327788,0.0,35.0146,138.3526,SZOH33,seismic,Stations_NIED,,,,,,,,,,,,
NGN0171103111446,0.0150357155603595,0.0,35.9749,137.8259,NGN017,seismic,Stations_NIED,,,,,,,,,,,,
NIGH121103111446,0.015013281803674,0.0,37.2239,138.9821,NIGH12,seismic,Stations_NIED,,,,,,,,,,,,
NIGH141103111446,0.0150030846415442,0.0,37.0303,138.8521,NIGH14,seismic,Stations_NIED,,,,,,,,,,,,
HKD1121103111446,0.0150030846415442,0.0,41.937,143.2403,HKD112,seismic,Stations_NIED,,,,,,,,,,,,
HKD1331103111446,0.0148644032365792,0.0,42.4727,140.8657,HKD133,seismic,Stations_NIED,,,,,,,,,,,,
HKD0891103111446,0.0147481555882998,0.0,43.2436,143.5544,HKD089,seismic,Stations_NIED,,,,,,,,,,,,
HKD0931103111446,0.014734899277531,0.0,43.3191,143.3049,HKD093,seismic,Stations_NIED,,,,,,,,,,,,
HKD1221103111446,0.0146584205615577,0.0,43.1968,141.7754,HKD122,seismic,Stations_NIED,,,,,,,,,,,,
MIE0031103111446,0.0146492431156409,0.0,34.9708,136.6356,MIE003,seismic,Stations_NIED,,,,,,,,,,,,
NGN0231103111446,0.0146359868048722,0.0,35.5775,138.0338,NGN023,seismic,Stations_NIED,,,,,,,,,,,,
HKD1791103111446,0.0144493787378972,0.0,43.2236,141.5175,HKD179,seismic,Stations_NIED,,,,,,,,,,,,
HDKH021103111446,0.0144024717921002,0.0,42.7061,142.4054,HDKH02,seismic,Stations_NIED,,,,,,,,,,,,
HKD0831103111446,0.0143157959139971,0.0,43.2329,144.3251,HKD083,seismic,Stations_NIED,,,,,,,,,,,,
SZO0151103111446,0.0141924102522268,0.0,35.2433,138.341,SZO015,seismic,Stations_NIED,,,,,,,,,,,,
NIGH131103111446,0.0141302075632351,0.0,37.0544,138.3966,NIGH13,seismic,Stations_NIED,,,,,,,,,,,,
HKD1181103111446,0.0141108329551885,0.0,43.5524,141.9175,HKD118,seismic,Stations_NIED,,,,,,,,,,,,
SZO0241103111446,0.0139701121177976,0.0,34.7104,137.7199,SZO024,seismic,Stations_NIED,,,,,,,,,,,,
SZO0171103111446,0.0139395206314083,0.0,34.6375,138.1286,SZO017,seismic,Stations_NIED,,,,,,,,,,,,
HKD1241103111446,0.0139293234692785,0.0,42.9986,141.7903,HKD124,seismic,Stations_NIED,,,,,,,,,,,,
NGN0131103111446,0.0137794251859707,0.0,36.1827,137.785,NGN013,seismic,Stations_NIED,,,,,,,,,,,,
NGNH341103111446,0.0137610702941371,0.0,36.5327,137.8201,NGNH34,seismic,Stations_NIED,,,,,,,,,,,,
SZOH281103111446,0.0137162027807661,0.0,34.6683,137.7441,SZOH28,seismic,Stations_NIED,,,,,,,,,,,,
GIF0141103111446,0.0135540679029026,0.0,35.6582,137.4253,GIF014,seismic,Stations_NIED,,,,,,,,,,,,
SZO0211103111446,0.0135102201057445,0.0,35.0978,138.1332,SZO021,seismic,Stations_NIED,,,,,,,,,,,,
KSRH051103111446,0.0134826877679941,0.0,43.2556,144.2338,KSRH05,seismic,Stations_NIED,,,,,,,,,,,,
HKD1621103111446,0.0132960797010192,0.0,41.4859,140.2469,HKD162,seismic,Stations_NIED,,,,,,,,,,,,
HKD1851103111446,0.0132889416875283,0.0,42.7756,141.4016,HKD185,seismic,Stations_NIED,,,,,,,,,,,,
SIG0031103111446,0.0132542713362871,0.0,35.3773,136.2642,SIG003,seismic,Stations_NIED,,,,,,,,,,,,
IBUH051103111446,0.0132012460932122,0.0,42.5629,141.3497,IBUH05,seismic,Stations_NIED,,,,,,,,,,,,
AIC0091103111446,0.0131370039717946,0.0,35.0813,137.1466,AIC009,seismic,Stations_NIED,,,,,,,,,,,,
HKD0791103111446,0.0130941758908495,0.0,43.3034,144.5998,HKD079,seismic,Stations_NIED,,,,,,,,,,,,
SRCH081103111446,0.0130890773097847,0.0,43.5138,141.909,SRCH08,seismic,Stations_NIED,,,,,,,,,,,,
HKD1301103111446,0.0130829590125068,0.0,42.5626,141.3502,HKD130,seismic,Stations_NIED,,,,,,,,,,,,
NGNH271103111446,0.013024835188367,0.0,36.577,138.0479,NGNH27,seismic,Stations_NIED,,,,,,,,,,,,
SZO0231103111446,0.0129973028506166,0.0,34.8736,137.8167,SZO023,seismic,Stations_NIED,,,,,,,,,,,,
HKD1441103111446,0.0128147736484936,0.0,42.9059,140.767,HKD144,seismic,Stations_NIED,,,,,,,,,,,,
ABSH131103111446,0.0127852018783172,0.0,43.7419,143.4514,ABSH13,seismic,Stations_NIED,,,,,,,,,,,,
GIFH191103111446,0.0127841821621043,0.0,36.0216,137.3906,GIFH19,seismic,Stations_NIED,,,,,,,,,,,,
HDKH011103111446,0.0127586892567798,0.0,42.7031,142.2296,HDKH01,seismic,Stations_NIED,,,,,,,,,,,,
NAR0021103111446,0.0126689542300378,0.0,34.6682,135.8353,NAR002,seismic,Stations_NIED,,,,,,,,,,,,
IBUH071103111446,0.012659776784121,0.0,42.6476,141.0643,IBUH07,seismic,Stations_NIED,,,,,,,,,,,,
AICH091103111446,0.0126322444463705,0.0,34.6643,137.3902,AICH09,seismic,Stations_NIED,,,,,,,,,,,,
TKCH031103111446,0.0126159289869629,0.0,43.2708,143.4317,TKCH03,seismic,Stations_NIED,,,,,,,,,,,,
HKD1211103111446,0.0125965543789163,0.0,43.3332,141.8553,HKD121,seismic,Stations_NIED,,,,,,,,,,,,
NGNH281103111446,0.01256698260874,0.0,36.7075,138.0964,NGNH28,seismic,Stations_NIED,,,,,,,,,,,,
NGN0111103111446,0.0123660985147833,0.0,36.2718,138.2584,NGN011,seismic,Stations_NIED,,,,,,,,,,,,
HKD0591103111446,0.0123120535554955,0.0,43.8569,144.4619,HKD059,seismic,Stations_NIED,,,,,,,,,,,,
NGN0181103111446,0.0122947183798749,0.0,35.8129,137.5298,NGN018,seismic,Stations_NIED,,,,,,,,,,,,
AIC0011103111446,0.0122753437718283,0.0,35.2974,136.7505,AIC001,seismic,Stations_NIED,,,,,,,,,,,,
TYM0021103111446,0.0122600480286336,0.0,36.8659,136.975,TYM002,seismic,Stations_NIED,,,,,,,,,,,,
ABSH121103111446,0.0122141607990496,0.0,43.8566,144.4574,ABSH12,seismic,Stations_NIED,,,,,,,,,,,,
HKD1311103111446,0.0121641947046137,0.0,42.4206,141.0809,HKD131,seismic,Stations_NIED,,,,,,,,,,,,
HKD1461103111446,0.0121387017992892,0.0,42.8076,140.6878,HKD146,seismic,Stations_NIED,,,,,,,,,,,,
HKD1171103111446,0.0121274849209465,0.0,43.7241,142.0527,HKD117,seismic,Stations_NIED,,,,,,,,,,,,
TYM0111103111446,0.0120255132996487,0.0,36.578,137.3851,TYM011,seismic,Stations_NIED,,,,,,,,,,,,
AICH161103111446,0.0120061386916021,0.0,35.1543,137.535,AICH16,seismic,Stations_NIED,,,,,,,,,,,,
HKD1511103111446,0.0118623587055722,0.0,42.4948,140.3539,HKD151,seismic,Stations_NIED,,,,,,,,,,,,
AIC0111103111446,0.0118572601245073,0.0,34.9966,136.8641,AIC011,seismic,Stations_NIED,,,,,,,,,,,,
NGNH291103111446,0.0117134801384774,0.0,36.9102,138.4408,NGNH29,seismic,Stations_NIED,,,,,,,,,,,,
SZO0061103111446,0.0116441394359949,0.0,34.9111,138.7948,SZO006,seismic,Stations_NIED,,,,,,,,,,,,
SZO0041103111446,0.011643119719782,0.0,34.6471,138.8193,SZO004,seismic,Stations_NIED,,,,,,,,,,,,
ABSH141103111446,0.011640060571143,0.0,43.7228,144.1835,ABSH14,seismic,Stations_NIED,,,,,,,,,,,,
AOM0011103111446,0.0116115085171796,0.0,41.5269,140.9246,AOM001,seismic,Stations_NIED,,,,,,,,,,,,
TKCH011103111446,0.0115860156118552,0.0,43.4683,143.683,TKCH01,seismic,Stations_NIED,,,,,,,,,,,,
TYM0091103111446,0.0115625621389567,0.0,36.5853,137.1403,TYM009,seismic,Stations_NIED,,,,,,,,,,,,
NGN0041103111446,0.0115156551931597,0.0,36.6475,138.1941,NGN004,seismic,Stations_NIED,,,,,,,,,,,,
AIC0151103111446,0.0114442750582513,0.0,34.7552,137.404,AIC015,seismic,Stations_NIED,,,,,,,,,,,,
HKD0751103111446,0.0114310187474825,0.0,43.0767,145.1296,HKD075,seismic,Stations_NIED,,,,,,,,,,,,
HKD1571103111446,0.0114279595988436,0.0,41.9053,140.9698,HKD157,seismic,Stations_NIED,,,,,,,,,,,,
SZO0071103111446,0.0114249004502047,0.0,34.9771,138.9468,SZO007,seismic,Stations_NIED,,,,,,,,,,,,
NGNH321103111446,0.0112913176263046,0.0,36.2578,137.9898,NGNH32,seismic,Stations_NIED,,,,,,,,,,,,
HKD1561103111446,0.0112750021668969,0.0,41.8996,140.696,HKD156,seismic,Stations_NIED,,,,,,,,,,,,
AIC0041103111446,0.0112525684102114,0.0,35.0631,136.9738,AIC004,seismic,Stations_NIED,,,,,,,,,,,,
TKCH111103111446,0.0112464501129335,0.0,42.8742,142.883,TKCH11,seismic,Stations_NIED,,,,,,,,,,,,
KKWH081103111446,0.0112158586265442,0.0,43.0406,142.6562,KKWH08,seismic,Stations_NIED,,,,,,,,,,,,
NIGH151103111446,0.0112077008968404,0.0,37.0533,138.9951,NIGH15,seismic,Stations_NIED,,,,,,,,,,,,
GIF0231103111446,0.0112066811806274,0.0,35.3879,137.2166,GIF023,seismic,Stations_NIED,,,,,,,,,,,,
HKD1421103111446,0.011179148842877,0.0,43.0841,140.8202,HKD142,seismic,Stations_NIED,,,,,,,,,,,,
HKD0541103111446,0.0111149067214594,0.0,43.7996,143.9008,HKD054,seismic,Stations_NIED,,,,,,,,,,,,
SZO0221103111446,0.0110649406270235,0.0,35.0918,137.8127,SZO022,seismic,Stations_NIED,,,,,,,,,,,,
KSRH081103111446,0.0110435265865509,0.0,43.1603,143.8936,KSRH08,seismic,Stations_NIED,,,,,,,,,,,,
SBSH071103111446,0.0110170139650135,0.0,42.763,140.8084,SBSH07,seismic,Stations_NIED,,,,,,,,,,,,
HKD0631103111446,0.010993560492115,0.0,44.106,145.2478,HKD063,seismic,Stations_NIED,,,,,,,,,,,,
AIC0061103111446,0.0109915210596891,0.0,35.2158,137.5089,AIC006,seismic,Stations_NIED,,,,,,,,,,,,
FKIH041103111446,0.0109680675867906,0.0,35.5587,135.8694,FKIH04,seismic,Stations_NIED,,,,,,,,,,,,
HKD1041103111446,0.0109374761004012,0.0,42.5886,142.131,HKD104,seismic,Stations_NIED,,,,,,,,,,,,
HKD1071103111446,0.0109323775193363,0.0,42.4194,142.4992,HKD107,seismic,Stations_NIED,,,,,,,,,,,,
AOMH071103111446,0.0109109634788638,0.0,40.7451,140.0233,AOMH07,seismic,Stations_NIED,,,,,,,,,,,,
HKD0221103111446,0.0108987268843081,0.0,43.8516,141.5279,HKD022,seismic,Stations_NIED,,,,,,,,,,,,
HKD1201103111446,0.0108987268843081,0.0,43.3442,141.6633,HKD120,seismic,Stations_NIED,,,,,,,,,,,,
SRCH041103111446,0.0108987268843081,0.0,43.8203,141.9397,SRCH04,seismic,Stations_NIED,,,,,,,,,,,,
NGNH251103111446,0.0108987268843081,0.0,35.2986,137.9268,NGNH25,seismic,Stations_NIED,,,,,,,,,,,,
HKD0641103111446,0.0108966874518821,0.0,44.0202,145.1886,HKD064,seismic,Stations_NIED,,,,,,,,,,,,
NIG0261103111446,0.0108518199385111,0.0,37.0224,138.2506,NIG026,seismic,Stations_NIED,,,,,,,,,,,,
ABSH061103111446,0.0108457016412332,0.0,44.2146,143.6202,ABSH06,seismic,Stations_NIED,,,,,,,,,,,,
TKCH041103111446,0.0108304058980385,0.0,43.1739,142.9176,TKCH04,seismic,Stations_NIED,,,,,,,,,,,,
ISK0081103111446,0.0108181693034828,0.0,36.8937,136.7784,ISK008,seismic,Stations_NIED,,,,,,,,,,,,
IKRH011103111446,0.0108130707224179,0.0,43.4087,141.5836,IKRH01,seismic,Stations_NIED,,,,,,,,,,,,
HKD1341103111446,0.0108120510062049,0.0,42.6713,141.079,HKD134,seismic,Stations_NIED,,,,,,,,,,,,
MIE0021103111446,0.0108008341278622,0.0,35.0283,136.5069,MIE002,seismic,Stations_NIED,,,,,,,,,,,,
SBSH031103111446,0.0107926763981584,0.0,43.0842,140.8199,SBSH03,seismic,Stations_NIED,,,,,,,,,,,,
GIFH201103111446,0.0107906369657324,0.0,35.7991,137.2531,GIFH20,seismic,Stations_NIED,,,,,,,,,,,,
SZO0191103111446,0.0107875778170935,0.0,34.7705,137.9989,SZO019,seismic,Stations_NIED,,,,,,,,,,,,
SIG0071103111446,0.0107834989522416,0.0,35.1339,136.0957,SIG007,seismic,Stations_NIED,,,,,,,,,,,,
GIF0101103111446,0.010718237114611,0.0,35.8005,137.2484,GIF010,seismic,Stations_NIED,,,,,,,,,,,,
HKD1541103111446,0.0106917244930735,0.0,42.0965,140.5636,HKD154,seismic,Stations_NIED,,,,,,,,,,,,
SZO0271103111446,0.0106030091825445,0.0,34.7809,138.7934,SZO027,seismic,Stations_NIED,,,,,,,,,,,,
YMT0041103111446,0.010580575425859,0.0,38.6208,139.5889,YMT004,seismic,Stations_NIED,,,,,,,,,,,,
HKD0391103111446,0.0105601811015994,0.0,43.3421,142.3845,HKD039,seismic,Stations_NIED,,,,,,,,,,,,
SRCH061103111446,0.0105040967098856,0.0,43.6948,142.0776,SRCH06,seismic,Stations_NIED,,,,,,,,,,,,
TYM0071103111446,0.0104204799804214,0.0,36.6687,137.2123,TYM007,seismic,Stations_NIED,,,,,,,,,,,,
KYTH051103111446,0.0103144294942717,0.0,35.6814,135.0268,KYTH05,seismic,Stations_NIED,,,,,,,,,,,,
NGNH311103111446,0.0102960746024381,0.0,36.1184,137.9389,NGNH31,seismic,Stations_NIED,,,,,,,,,,,,
NGN0191103111446,0.0102654831160488,0.0,35.8561,137.708,NGN019,seismic,Stations_NIED,,,,,,,,,,,,
AOM0171103111446,0.0102461085080022,0.0,40.6388,139.9295,AOM017,seismic,Stations_NIED,,,,,,,,,,,,
SZOH361103111446,0.0102267338999556,0.0,34.9142,138.2008,SZOH36,seismic,Stations_NIED,,,,,,,,,,,,
HKD0551103111446,0.0101747283730937,0.0,43.8244,144.1087,HKD055,seismic,Stations_NIED,,,,,,,,,,,,
AOMH021103111446,0.0101655509271769,0.0,41.4049,140.8567,AOMH02,seismic,Stations_NIED,,,,,,,,,,,,
GIF0021103111446,0.0101288411435097,0.0,36.2734,137.0261,GIF002,seismic,Stations_NIED,,,,,,,,,,,,
HKD0401103111446,0.0100758159004349,0.0,42.9806,142.3994,HKD040,seismic,Stations_NIED,,,,,,,,,,,,
IBUH021103111446,0.010024830089786,0.0,42.8714,142.1285,IBUH02,seismic,Stations_NIED,,,,,,,,,,,,
NGNH101103111446,0.0100176920762951,0.0,35.9632,137.7669,NGNH10,seismic,Stations_NIED,,,,,,,,,,,,
GIF0241103111446,0.0100115737790173,0.0,35.3015,137.3869,GIF024,seismic,Stations_NIED,,,,,,,,,,,,
OSK0061103111446,0.0099677259818592,0.0,34.5894,135.471,OSK006,seismic,Stations_NIED,,,,,,,,,,,,
TYM0051103111446,0.0099534499548775,0.0,36.7824,137.0803,TYM005,seismic,Stations_NIED,,,,,,,,,,,,
