# 20200322_M5.1_Zagreb median gmf, Stations:None, gmlt:USGS, Rupture:Heraketal2021
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
t_194,16.32902999999999,45.34179,0.008575909,0.015117731,0.02584375
t_195,16.418859999999995,45.34179,0.0097041195,0.016354486,0.024441449
t_196,16.32902999999999,45.40489,0.013064021,0.0217343,0.029657744
t_197,17.047680000000014,45.27861,0.0056755347,0.009029828,0.0111500425
t_198,16.957850000000008,45.27861,0.006109418,0.009792395,0.012075065
t_199,16.778179999999992,45.27861,0.007644591,0.012281514,0.0140943695
t_2,15.520540000000011,44.16164,0.0022663933,0.0031819132,0.003525709
t_20,15.251049999999992,44.51501,0.0018930766,0.0030843427,0.00448825
t_200,16.957850000000008,45.34179,0.0064956946,0.010500093,0.013022988
t_201,17.047680000000014,45.34179,0.004663583,0.007928076,0.014117542
t_202,16.778179999999992,45.34179,0.008180139,0.013262121,0.015424945
t_203,16.86802,45.34179,0.0071490747,0.011608037,0.014183328
t_204,16.778179999999992,45.40489,0.008653666,0.01417724,0.016857456
t_205,16.86802,45.40489,0.0074806837,0.012295999,0.018157111
t_206,17.047680000000014,45.40489,0.0052487124,0.008849355,0.015082753
t_207,16.598520000000008,45.27861,0.007988659,0.013152563,0.016239312
t_208,16.50869,45.27861,0.007704592,0.0130052185,0.020423334
t_209,16.688350000000014,45.27861,0.0078121764,0.01270006,0.015162768
t_21,15.430710000000005,44.51501,0.0027690874,0.004167561,0.005359643
t_210,16.688350000000014,45.34179,0.009496645,0.015438711,0.018234482
t_211,16.50869,45.34179,0.009632473,0.016003136,0.02293964
t_212,16.598520000000008,45.34179,0.009982852,0.01630333,0.018077912
t_213,16.688350000000014,45.40489,0.010365904,0.016947487,0.01845962
t_214,16.50869,45.40489,0.012568169,0.020723138,0.02187801
t_215,16.598520000000008,45.40489,0.0113443425,0.018628558,0.020149792
t_216,16.598520000000008,45.46793,0.012271663,0.020246353,0.022462456
t_217,15.790040000000005,44.96168,0.0045222086,0.0075832214,0.013211303
t_218,15.790040000000005,45.02521,0.005569008,0.009186357,0.014720312
t_219,15.790040000000005,45.08866,0.005836809,0.009859587,0.016476566
t_22,15.161220000000014,44.57903,0.002037164,0.0033020205,0.0062679304
t_220,15.790040000000005,45.15205,0.006761557,0.011433401,0.018539216
t_221,15.790040000000005,45.21537,0.0087428745,0.0144744,0.020985242
t_222,15.700209999999998,45.27861,0.0080720205,0.013948677,0.022961063
t_223,15.790040000000005,45.27861,0.009379079,0.015832985,0.023917275
t_224,15.790040000000005,45.34179,0.010694251,0.018187894,0.02747553
t_225,15.790040000000005,45.40489,0.012754944,0.021632845,0.03184839
t_226,16.239190000000008,45.08866,0.0059834966,0.010030188,0.016388342
t_227,16.14936,45.15205,0.006006734,0.010512777,0.01884998
t_228,16.239190000000008,45.15205,0.005420688,0.00966842,0.013804998
t_229,16.059529999999995,45.21537,0.0077969464,0.013360819,0.021700237
t_23,15.430710000000005,44.57903,0.0025607764,0.0040279604,0.0068794345
t_230,16.239190000000008,45.21537,0.007343367,0.012612557,0.020837078
t_231,16.14936,45.21537,0.006667954,0.011827705,0.016028566
t_232,16.239190000000008,45.27861,0.00864693,0.014836763,0.023719473
t_233,15.879870000000011,45.15205,0.0068029566,0.011558199,0.018921211
t_234,15.879870000000011,45.21537,0.008722528,0.014534395,0.021487396
t_235,15.879870000000011,45.27861,0.0097432695,0.01643291,0.024592238
t_236,15.969699999999989,45.27861,0.010459994,0.017449073,0.024924248
t_237,15.969699999999989,45.34179,0.012808484,0.021275042,0.024437012
t_238,15.879870000000011,45.34179,0.012220702,0.020390049,0.028406778
t_239,15.879870000000011,45.40489,0.014252692,0.0238391,0.033173062
t_24,15.251049999999992,44.57903,0.002306409,0.0036589224,0.00648577
t_240,16.14936,45.27861,0.009341683,0.015880892,0.024465416
t_241,16.059529999999995,45.27861,0.009921004,0.016718516,0.024880502
t_242,16.14936,45.34179,0.01115242,0.018921461,0.028230796
t_243,16.239190000000008,45.34179,0.010768423,0.01824005,0.027205085
t_244,16.059529999999995,45.34179,0.014475018,0.02403858,0.026572607
t_245,16.239190000000008,45.40489,0.013943087,0.023193648,0.031468403
t_246,16.059529999999995,45.40489,0.014462937,0.024202788,0.033752594
t_247,16.14936,45.40489,0.01468657,0.024409331,0.032920763
t_248,16.239190000000008,45.46793,0.01814973,0.029847322,0.031101568
t_249,16.14936,45.46793,0.017283667,0.02866407,0.03887151
t_25,15.340879999999999,44.57903,0.003059783,0.0045732367,0.00566355
t_250,15.969699999999989,45.40489,0.015525109,0.025701523,0.03384129
t_251,15.879870000000011,45.46793,0.017777735,0.02938218,0.039247636
t_252,15.969699999999989,45.46793,0.01699691,0.028438278,0.040253542
t_253,15.879870000000011,45.53089,0.022687618,0.036718857,0.047153145
t_254,15.969699999999989,45.53089,0.025584063,0.0410179,0.04126027
t_255,16.059529999999995,45.53089,0.023008266,0.037211813,0.04853207
t_256,15.924779999999998,45.59379,0.032365303,0.049996573,0.05934625
t_257,15.969699999999989,45.59379,0.034255292,0.05277701,0.051076762
t_258,16.059529999999995,45.59379,0.031021183,0.04801893,0.059979275
t_259,16.014620000000008,45.59379,0.032867137,0.05054051,0.060565114
t_26,15.071380000000005,44.64298,0.002673365,0.004092336,0.006516707
t_260,15.700209999999998,45.40489,0.012089922,0.020463591,0.030044049
t_261,15.790040000000005,45.46793,0.01674754,0.027762711,0.037294455
t_262,15.700209999999998,45.46793,0.015924888,0.026355743,0.034715533
t_263,15.790040000000005,45.53089,0.023828208,0.039062288,0.03737112
t_264,15.700209999999998,45.53089,0.020978937,0.034441527,0.034161195
t_265,15.700209999999998,45.59379,0.025101013,0.04052685,0.039867572
t_266,15.879870000000011,45.59379,0.029943416,0.04668632,0.057659425
t_267,15.790040000000005,45.59379,0.029934756,0.047981825,0.044714957
t_268,15.834949999999992,45.59379,0.03199182,0.050943274,0.046917394
t_269,15.745119999999986,45.59379,0.027971575,0.045289397,0.04232735
t_27,14.981549999999999,44.70686,0.0020393776,0.0033781189,0.0050412156
t_270,16.059529999999995,45.46793,0.01800583,0.029778603,0.040119197
t_271,16.14936,45.53089,0.02303696,0.037213486,0.046565812
t_272,16.239190000000008,45.53089,0.023159724,0.03790553,0.036755107
t_273,16.28411,45.59379,0.027513351,0.04428585,0.0422288
t_274,16.194279999999992,45.59379,0.03125449,0.05000496,0.046028707
t_275,16.104449999999986,45.59379,0.031411193,0.048683833,0.058646988
t_276,16.239190000000008,45.59379,0.02844098,0.045192637,0.044170402
t_277,16.14936,45.59379,0.031890396,0.04993509,0.04798342
t_278,16.239190000000008,45.62521,0.03241849,0.05055881,0.04872106
t_279,16.14936,45.62521,0.038609635,0.060799353,0.05326627
t_28,15.520540000000011,44.51501,0.002875325,0.004318002,0.005482879
t_280,16.104449999999986,45.62521,0.0376911,0.056702785,0.0659158
t_281,16.194279999999992,45.62521,0.03607041,0.056896206,0.050945137
t_282,16.194279999999992,45.65661,0.040702086,0.0612827,0.057442117
t_283,16.104449999999986,45.65661,0.04860497,0.07507587,0.06482786
t_284,16.14936,45.65661,0.043408405,0.064278394,0.0610575
t_285,16.239190000000008,45.65661,0.03955835,0.063500494,0.053894334
t_286,16.239190000000008,45.688,0.045780644,0.07205988,0.061446946
t_287,16.14936,45.688,0.053534023,0.07806167,0.07092425
t_288,16.194279999999992,45.688,0.049999245,0.078028105,0.0664473
t_289,16.104449999999986,45.688,0.0574856,0.09179894,0.08242435
t_29,15.700209999999998,44.51501,0.0024451674,0.0038609714,0.006705702
t_290,15.834949999999992,45.62521,0.033528347,0.051392242,0.061295528
t_291,15.879870000000011,45.62521,0.036475822,0.055194445,0.06421241
t_292,15.745119999999986,45.62521,0.031248782,0.049938012,0.046076324
t_293,15.790040000000005,45.62521,0.03325666,0.051984206,0.04906368
t_294,15.700209999999998,45.65661,0.03178991,0.050990574,0.046455547
t_295,15.790040000000005,45.65661,0.034908906,0.05299677,0.06366403
t_296,15.745119999999986,45.65661,0.034599848,0.054034784,0.050134137
t_297,15.879870000000011,45.65661,0.040464617,0.059197497,0.07423413
t_298,15.834949999999992,45.65661,0.041553423,0.06229936,0.05850321
t_299,15.745119999999986,45.688,0.036272857,0.05500777,0.06454029
t_3,15.430710000000005,44.32253,0.0014177865,0.0023548314,0.0037259152
t_30,15.520540000000011,44.57903,0.0022646044,0.0037039323,0.0070485165
t_300,15.969699999999989,45.62521,0.039008703,0.0580489,0.068906665
t_301,16.014620000000008,45.62521,0.041168243,0.061456326,0.05864919
t_302,16.059529999999995,45.62521,0.037617374,0.056172214,0.06825345
t_303,15.924779999999998,45.62521,0.041160893,0.06295639,0.05682231
t_304,15.969699999999989,45.65661,0.046248462,0.06573334,0.08082356
t_305,15.924779999999998,45.65661,0.04271523,0.061542526,0.07831246
t_306,16.014620000000008,45.65661,0.051766127,0.0763771,0.06887326
t_307,16.059529999999995,45.65661,0.05047057,0.07438038,0.06761452
t_308,15.969699999999989,45.688,0.06294446,0.08754927,0.08087199
t_309,15.924779999999998,45.688,0.059585497,0.08326496,0.07779265
t_31,15.610369999999989,44.57903,0.002126296,0.0035578986,0.005390191
t_310,15.430710000000005,45.34179,0.008635778,0.014378365,0.02125553
t_311,15.251049999999992,45.34179,0.004946407,0.00896316,0.013471763
t_312,15.430710000000005,45.40489,0.009243366,0.015594118,0.023579115
t_313,15.251049999999992,45.40489,0.0069481097,0.011864475,0.019559225
t_314,15.340879999999999,45.40489,0.008842832,0.01469657,0.021497535
t_315,15.430710000000005,45.46793,0.011443367,0.018988352,0.022115514
t_316,15.340879999999999,45.46793,0.007939133,0.013878431,0.023542572
t_317,15.251049999999992,45.46793,0.0071984795,0.012490428,0.021201897
t_318,15.430710000000005,45.53089,0.011677534,0.019722821,0.028855143
t_319,15.251049999999992,45.53089,0.009122996,0.015311301,0.022865932
t_32,15.700209999999998,44.57903,0.0033173985,0.004995941,0.0061919545
t_320,14.981549999999999,45.40489,0.0044828276,0.007803144,0.0110266935
t_321,14.891719999999992,45.46793,0.0039927396,0.0070763384,0.010602034
t_322,14.981549999999999,45.46793,0.0055625467,0.0093491515,0.015601715
t_323,15.161220000000014,45.46793,0.0067135813,0.011477449,0.019107487
t_324,15.071380000000005,45.46793,0.0045087547,0.008256436,0.01292058
t_325,14.981549999999999,45.53089,0.005380956,0.009304495,0.016490908
t_326,15.071380000000005,45.53089,0.004808748,0.008851862,0.013734655
t_327,15.161220000000014,45.53089,0.006940396,0.012027045,0.020438831
t_328,14.891719999999992,45.59379,0.00427188,0.007696031,0.011648261
t_329,14.981549999999999,45.59379,0.0045251893,0.00832891,0.012980778
t_33,15.520540000000011,44.64298,0.0024974158,0.004092068,0.007682321
t_330,15.610369999999989,45.40489,0.010578664,0.018117616,0.027956726
t_331,15.520540000000011,45.40489,0.010082912,0.017085202,0.025759354
t_332,15.610369999999989,45.46793,0.013576453,0.02273462,0.031838823
t_333,15.520540000000011,45.46793,0.01223756,0.02048816,0.028921353
t_334,15.520540000000011,45.53089,0.013088904,0.022167027,0.03243269
t_335,15.610369999999989,45.53089,0.018334117,0.030216606,0.03075121
t_336,15.565460000000002,45.59379,0.017978024,0.02962227,0.038727194
t_337,15.610369999999989,45.59379,0.019371033,0.031782813,0.041402712
t_338,15.655290000000008,45.59379,0.023180174,0.037688028,0.03741996
t_339,15.520540000000011,45.62521,0.015467417,0.026185656,0.038181175
t_34,15.700209999999998,44.64298,0.0036254462,0.0054937005,0.0067674923
t_340,15.340879999999999,45.53089,0.009401596,0.016172322,0.025664624
t_341,15.251049999999992,45.59379,0.011358592,0.018778628,0.02080269
t_342,15.520540000000011,45.59379,0.01896712,0.03161209,0.030646913
t_343,15.340879999999999,45.59379,0.01132344,0.01913071,0.027845632
t_344,15.430710000000005,45.59379,0.011203724,0.019575853,0.031689435
t_345,15.251049999999992,45.65661,0.009677609,0.016776187,0.026206108
t_346,15.340879999999999,45.65661,0.011759095,0.020211797,0.03004159
t_347,15.430710000000005,45.65661,0.011683287,0.020826057,0.025978714
t_348,15.340879999999999,45.71936,0.011028505,0.019612487,0.031993553
t_349,15.251049999999992,45.71936,0.008224899,0.015081662,0.02069033
t_35,15.610369999999989,44.64298,0.0025126543,0.0041393605,0.007853564
t_350,15.071380000000005,45.59379,0.0062169665,0.01094064,0.019384786
t_351,15.161220000000014,45.59379,0.006915407,0.012281757,0.021779977
t_352,14.981549999999999,45.65661,0.0047137854,0.008705333,0.013535641
t_353,15.161220000000014,45.65661,0.0075322185,0.013343501,0.02301204
t_354,15.071380000000005,45.65661,0.0063445535,0.01128211,0.015233446
t_355,14.891719999999992,45.65661,0.0055154474,0.009424222,0.016134761
t_356,15.071380000000005,45.71936,0.006529472,0.011669075,0.015824268
t_357,14.891719999999992,45.71936,0.0061313626,0.010306806,0.016612737
t_358,14.981549999999999,45.71936,0.006352985,0.010987856,0.01867499
t_359,15.161220000000014,45.71936,0.007917895,0.014045599,0.024054108
t_36,15.610369999999989,44.70686,0.0025824925,0.004346849,0.00643509
t_360,15.655290000000008,45.62521,0.02604462,0.042381108,0.04012728
t_361,15.565460000000002,45.62521,0.02113757,0.034611344,0.034725107
t_362,15.610369999999989,45.62521,0.02317981,0.037715856,0.037331596
t_363,15.700209999999998,45.62521,0.02931229,0.04869083,0.046914414
t_364,15.610369999999989,45.65661,0.023672646,0.038271457,0.046960298
t_365,15.655290000000008,45.65661,0.026328117,0.042007573,0.0507762
t_366,15.520540000000011,45.65661,0.017634032,0.02946743,0.040256668
t_367,15.565460000000002,45.65661,0.021188684,0.034656875,0.043456204
t_368,15.655290000000008,45.688,0.027639065,0.044009287,0.054428037
t_369,15.520540000000011,45.688,0.016472142,0.028359812,0.042342372
t_37,15.700209999999998,44.70686,0.0029694664,0.0048515713,0.008756517
t_370,15.610369999999989,45.688,0.026371606,0.04266793,0.04232815
t_371,15.565460000000002,45.688,0.022065034,0.036262874,0.045983747
t_372,15.520540000000011,45.71936,0.01715587,0.029718949,0.044337247
t_373,15.655290000000008,45.71936,0.025962839,0.042340018,0.058258384
t_374,15.565460000000002,45.71936,0.018806526,0.032366928,0.03630585
t_375,15.610369999999989,45.71936,0.02222797,0.03724503,0.053071044
t_376,15.565460000000002,45.75071,0.019238453,0.033397272,0.038026094
t_377,15.610369999999989,45.75071,0.022853969,0.03868701,0.041955896
t_378,15.655290000000008,45.75071,0.025477892,0.042475477,0.046461087
t_379,15.520540000000011,45.75071,0.017498206,0.03048549,0.034596335
t_38,15.430710000000005,44.64298,0.0028794063,0.0045135473,0.0074849697
t_380,15.430710000000005,45.71936,0.015255153,0.026187604,0.03745217
t_381,15.251049999999992,45.78205,0.010597926,0.018450947,0.028674973
t_382,15.430710000000005,45.78205,0.016120424,0.02769303,0.039667174
t_383,15.340879999999999,45.78205,0.010561673,0.019236255,0.025099657
t_384,15.340879999999999,45.84466,0.014786652,0.025083274,0.034359317
t_385,15.430710000000005,45.84466,0.01446395,0.025680427,0.030694917
t_386,15.251049999999992,45.84466,0.011762322,0.02011873,0.029274225
t_387,15.340879999999999,45.9072,0.015098009,0.025535194,0.034450997
t_388,15.430710000000005,45.9072,0.019325383,0.032372054,0.041093342
t_389,15.251049999999992,45.9072,0.011674973,0.02001226,0.029341847
t_39,15.340879999999999,44.64298,0.002697628,0.004258933,0.007265608
t_390,15.655290000000008,45.78205,0.026854271,0.0447865,0.049288567
t_391,15.520540000000011,45.78205,0.02068677,0.034937516,0.04774362
t_392,15.610369999999989,45.78205,0.024118433,0.04066281,0.04390096
t_393,15.565460000000002,45.78205,0.021001738,0.03596211,0.03953179
t_394,15.565460000000002,45.81336,0.022323227,0.037876427,0.05434282
t_395,15.610369999999989,45.81336,0.028842349,0.047010854,0.06066553
t_396,15.655290000000008,45.81336,0.03195951,0.051445633,0.0694336
t_397,15.520540000000011,45.81336,0.018065142,0.031622715,0.0367072
t_398,15.565460000000002,45.84466,0.022567822,0.038315475,0.055410106
t_399,15.520540000000011,45.84466,0.016648514,0.02986792,0.03732312
t_4,15.430710000000005,44.38676,0.0019559455,0.0030594866,0.0053839823
t_40,15.251049999999992,44.64298,0.0024270692,0.0038959293,0.0070284163
t_400,14.891719999999992,45.78205,0.005443851,0.009484876,0.016957086
t_401,15.161220000000014,45.78205,0.009964858,0.016907493,0.02482578
t_402,14.981549999999999,45.78205,0.0050160773,0.009288089,0.014322272
t_403,15.071380000000005,45.78205,0.0062127667,0.0113442885,0.0162565
t_404,14.981549999999999,45.84466,0.0069763795,0.011929719,0.019361923
t_405,15.161220000000014,45.84466,0.008354286,0.014844775,0.025258273
t_406,14.891719999999992,45.84466,0.0063368445,0.010675019,0.017148744
t_407,15.071380000000005,45.84466,0.0069349543,0.012369908,0.016497629
t_408,15.071380000000005,45.9072,0.0074095395,0.013006302,0.022060737
t_409,15.161220000000014,45.9072,0.0090431115,0.015769085,0.02531025
t_41,15.161220000000014,44.64298,0.0020519064,0.003401088,0.0050776247
t_410,16.957850000000008,45.40489,0.0067226514,0.011008833,0.01654642
t_411,17.047680000000014,45.46793,0.0062339455,0.010285269,0.016047852
t_412,16.778179999999992,45.46793,0.009908312,0.01621944,0.018374057
t_413,16.957850000000008,45.46793,0.0072320853,0.011890982,0.0177268
t_414,16.86802,45.46793,0.007059523,0.01201758,0.01960854
t_415,16.957850000000008,45.53089,0.008909226,0.01443142,0.015992165
t_416,17.047680000000014,45.53089,0.0066720345,0.011025365,0.01698538
t_417,16.86802,45.53089,0.0087398775,0.014484866,0.021071088
t_418,16.957850000000008,45.59379,0.009175862,0.014939933,0.016930178
t_419,17.047680000000014,45.59379,0.0077991392,0.012674035,0.015119559
t_42,15.251049999999992,44.70686,0.0025232416,0.004113557,0.0076241037
t_420,16.418859999999995,45.40489,0.013039919,0.021523582,0.02356361
t_421,16.32902999999999,45.46793,0.017677633,0.029362489,0.02910483
t_422,16.418859999999995,45.46793,0.016431501,0.027471429,0.029394852
t_423,16.32902999999999,45.53089,0.019953337,0.032637466,0.03404174
t_424,16.418859999999995,45.53089,0.019509124,0.03284743,0.033790663
t_425,16.418859999999995,45.59379,0.022451067,0.036883444,0.03571871
t_426,16.32902999999999,45.59379,0.026623158,0.044094972,0.04011367
t_427,16.373940000000005,45.59379,0.024505354,0.040336266,0.037919328
t_428,16.28411,45.62521,0.032159217,0.052893322,0.050389245
t_429,16.373940000000005,45.62521,0.027152639,0.04456345,0.040944427
t_43,15.340879999999999,44.70686,0.0032669972,0.0050487635,0.007899763
t_430,16.50869,45.46793,0.014179818,0.023420159,0.02470871
t_431,16.688350000000014,45.46793,0.011305521,0.018571042,0.020334527
t_432,16.688350000000014,45.53089,0.00965526,0.016629271,0.02637301
t_433,16.598520000000008,45.53089,0.012980724,0.021600548,0.029531216
t_434,16.50869,45.53089,0.015949883,0.026316997,0.027926607
t_435,16.778179999999992,45.53089,0.0110390475,0.018119259,0.01993885
t_436,16.50869,45.59379,0.018961731,0.031243669,0.031497836
t_437,16.778179999999992,45.59379,0.008913194,0.015483323,0.025392992
t_438,16.598520000000008,45.59379,0.014003137,0.02343615,0.032712948
t_439,16.688350000000014,45.59379,0.011689058,0.019725699,0.02878052
t_44,15.161220000000014,44.70686,0.0030174013,0.004647166,0.007334033
t_440,16.32902999999999,45.62521,0.029958067,0.05080308,0.04752322
t_441,16.418859999999995,45.62521,0.023990018,0.038943112,0.038307868
t_442,16.28411,45.65661,0.036395412,0.0589921,0.050739545
t_443,16.373940000000005,45.65661,0.028470533,0.045246005,0.044172347
t_444,16.418859999999995,45.65661,0.025958065,0.0417379,0.04101782
t_445,16.50869,45.65661,0.019464998,0.03193186,0.041681666
t_446,16.32902999999999,45.65661,0.033016443,0.05330696,0.04744677
t_447,16.28411,45.688,0.041364398,0.06571698,0.056078885
t_448,16.418859999999995,45.688,0.029909354,0.04940968,0.047708906
t_449,16.32902999999999,45.688,0.037071124,0.059359767,0.05154388
t_45,15.430710000000005,44.70686,0.002865239,0.0046188547,0.008155989
t_450,16.86802,45.59379,0.009380153,0.015587054,0.022489404
t_451,16.957850000000008,45.65661,0.0097115785,0.015851842,0.017773751
t_452,17.047680000000014,45.65661,0.008558051,0.01386628,0.015776634
t_453,16.86802,45.65661,0.010435503,0.01724384,0.020137183
t_454,16.957850000000008,45.71936,0.009577675,0.015754616,0.018473003
t_455,16.86802,45.71936,0.010872542,0.01801307,0.02106512
t_456,17.047680000000014,45.71936,0.008019133,0.013208773,0.016314242
t_457,16.86802,45.78205,0.011687433,0.019288491,0.021745306
t_458,17.047680000000014,45.78205,0.008575576,0.014040172,0.016699841
t_459,16.957850000000008,45.78205,0.009487691,0.015721858,0.018979153
t_46,15.251049999999992,44.77067,0.002489842,0.004181121,0.0062023858
t_460,16.778179999999992,45.65661,0.010599052,0.018001076,0.027119327
t_461,16.598520000000008,45.65661,0.016002594,0.026582325,0.035920206
t_462,16.688350000000014,45.65661,0.011866534,0.020340791,0.03111356
t_463,16.778179999999992,45.71936,0.0111171305,0.018937618,0.028607417
t_464,16.50869,45.71936,0.021811886,0.03545456,0.046031438
t_465,16.688350000000014,45.71936,0.013118062,0.022321021,0.033184607
t_466,16.598520000000008,45.71936,0.01969084,0.03231202,0.03291072
t_467,16.598520000000008,45.78205,0.021468034,0.035171483,0.034892008
t_468,16.50869,45.78205,0.025995558,0.041557223,0.042018116
t_469,16.688350000000014,45.78205,0.01534459,0.025539633,0.034767035
t_47,15.430710000000005,44.77067,0.00240713,0.0041744043,0.0066688624
t_470,16.373940000000005,45.688,0.032839272,0.05249234,0.04755053
t_471,16.418859999999995,45.71936,0.029863719,0.046914246,0.054995243
t_472,16.32902999999999,45.71936,0.041505992,0.06894138,0.061286386
t_473,16.28411,45.71936,0.04714452,0.07357394,0.0630881
t_474,16.373940000000005,45.71936,0.036439996,0.0582149,0.050980058
t_475,16.418859999999995,45.75071,0.030271726,0.047112994,0.058081985
t_476,16.32902999999999,45.75071,0.045538966,0.06861725,0.061918292
t_477,16.28411,45.75071,0.053543203,0.08032786,0.070502065
t_478,16.373940000000005,45.75071,0.039957814,0.06382485,0.054311402
t_479,16.32902999999999,45.78205,0.049118444,0.07108904,0.067288734
t_48,15.969699999999989,43.67634,0.0011438428,0.0016529433,0.0024579586
t_480,16.418859999999995,45.78205,0.03665136,0.057789028,0.051475134
t_481,16.373940000000005,45.78205,0.041933298,0.06333686,0.05826814
t_482,16.28411,45.78205,0.060296062,0.089444675,0.077822775
t_483,16.373940000000005,45.81336,0.045825575,0.07171777,0.061524156
t_484,16.32902999999999,45.81336,0.054764632,0.082128644,0.07183483
t_485,16.28411,45.81336,0.06666486,0.09323596,0.084245116
t_486,16.418859999999995,45.81336,0.038774,0.061383646,0.05331689
t_487,16.28411,45.84466,0.06550385,0.0838504,0.10535122
t_488,16.418859999999995,45.84466,0.040113326,0.06365916,0.054582108
t_489,16.32902999999999,45.84466,0.05730572,0.088869125,0.08163766
t_49,15.969699999999989,43.83854,0.0012928087,0.0018993211,0.0029561324
t_490,16.778179999999992,45.78205,0.012709882,0.021249793,0.029717293
t_491,16.688350000000014,45.84466,0.018130021,0.02995373,0.030170422
t_492,16.50869,45.84466,0.028554225,0.045566067,0.043806907
t_493,16.598520000000008,45.84466,0.019583961,0.032157987,0.042547043
t_494,16.778179999999992,45.84466,0.01361919,0.022602206,0.025667854
t_495,16.778179999999992,45.9072,0.014488246,0.023923974,0.025691826
t_496,16.50869,45.9072,0.025397759,0.040609423,0.051860377
t_497,16.688350000000014,45.9072,0.01857234,0.030905435,0.030199412
t_498,16.598520000000008,45.9072,0.02105075,0.03428793,0.036049556
t_499,16.598520000000008,45.96967,0.019438704,0.03206907,0.04154935
t_5,15.340879999999999,44.38676,0.0015901125,0.0026063903,0.0039412505
t_50,15.969699999999989,44.00031,0.001922958,0.0026909611,0.0030239136
t_500,16.373940000000005,45.84466,0.0475044,0.07248185,0.063702434
t_501,16.418859999999995,45.87594,0.038725104,0.05880439,0.055209987
t_502,16.373940000000005,45.87594,0.048167665,0.07344511,0.064769775
t_503,16.28411,45.87594,0.06513108,0.08404598,0.10941569
t_504,16.32902999999999,45.87594,0.05870265,0.08743851,0.07691402
t_505,16.373940000000005,45.9072,0.04207677,0.062183294,0.0767197
t_506,16.418859999999995,45.9072,0.035907164,0.054732256,0.06515981
t_507,16.32902999999999,45.9072,0.057005644,0.08305951,0.07740437
t_508,16.28411,45.9072,0.07151897,0.10508885,0.093481556
t_509,16.28411,45.93844,0.06327994,0.08885476,0.10747931
t_51,15.969699999999989,44.16164,0.0015188963,0.0023811571,0.004342283
t_510,16.059529999999995,45.688,0.062157057,0.08914337,0.07972421
t_511,16.014620000000008,45.688,0.062006216,0.08344719,0.09638229
t_512,15.924779999999998,45.71936,0.074454,0.10242601,0.09166151
t_513,16.059529999999995,45.71936,0.076233424,0.110843934,0.10276943
t_514,15.969699999999989,45.71936,0.079671584,0.104357146,0.09618234
t_515,16.014620000000008,45.71936,0.07935771,0.11337042,0.105737
t_516,16.014620000000008,45.75071,0.10441551,0.12912142,0.116189204
t_517,15.924779999999998,45.75071,0.09219494,0.12484721,0.10913287
t_518,16.059529999999995,45.75071,0.09797213,0.12677418,0.111944005
t_519,15.969699999999989,45.75071,0.100426964,0.13218442,0.1151423
t_52,16.194279999999992,43.51369,0.0008555069,0.0012727488,0.0015308543
t_520,15.700209999999998,45.688,0.03230096,0.050229628,0.05925501
t_521,15.879870000000011,45.688,0.055656455,0.081933424,0.07290406
t_522,15.790040000000005,45.688,0.041962866,0.061954543,0.07172701
t_523,15.834949999999992,45.688,0.044107266,0.063212425,0.07912127
t_524,15.834949999999992,45.71936,0.058637917,0.08375624,0.07692428
t_525,15.790040000000005,45.71936,0.046461392,0.06678425,0.08133696
t_526,15.700209999999998,45.71936,0.03311413,0.051528,0.06402307
t_527,15.745119999999986,45.71936,0.038889255,0.058352575,0.07226575
t_528,15.879870000000011,45.71936,0.06709034,0.09474343,0.08484431
t_529,15.745119999999986,45.75071,0.042684264,0.06366292,0.08070301
t_53,16.194279999999992,43.67634,0.0010426245,0.0015415577,0.002446872
t_530,16.239190000000008,45.71936,0.05328747,0.08055353,0.07018961
t_531,16.194279999999992,45.71936,0.05908005,0.09179009,0.08386728
t_532,16.104449999999986,45.71936,0.07136865,0.09991755,0.08880365
t_533,16.14936,45.71936,0.06448557,0.098680206,0.09027943
t_534,16.14936,45.75071,0.08033074,0.111806005,0.09751703
t_535,16.194279999999992,45.75071,0.07130719,0.103133716,0.089194305
t_536,16.239190000000008,45.75071,0.062257003,0.09033373,0.07980723
t_537,16.104449999999986,45.75071,0.08903353,0.11777557,0.104564354
t_538,16.14936,45.78205,0.09797482,0.13440894,0.123974696
t_539,16.059529999999995,45.78205,0.12702999,0.14826694,0.13261452
t_54,16.194279999999992,43.83854,0.0012599534,0.0018609375,0.0029413935
t_540,15.700209999999998,45.75071,0.030120676,0.04848989,0.052700065
t_541,15.790040000000005,45.75071,0.050180953,0.07113705,0.09250495
t_542,15.834949999999992,45.75071,0.06894669,0.09626399,0.08907704
t_543,15.879870000000011,45.75071,0.08087832,0.11330814,0.09980767
t_544,15.745119999999986,45.78205,0.04366991,0.065642096,0.08909826
t_545,15.790040000000005,45.78205,0.064349756,0.092424616,0.08819707
t_546,15.700209999999998,45.78205,0.036049865,0.056712203,0.076346405
t_547,15.834949999999992,45.78205,0.08006112,0.11053273,0.102816164
t_548,15.879870000000011,45.78205,0.09682899,0.13414802,0.11824761
t_549,15.879870000000011,45.81336,0.11261835,0.12805898,0.16323294
t_55,16.194279999999992,44.00031,0.001447281,0.0021707157,0.00355245
t_550,15.969699999999989,45.78205,0.13392107,0.15556517,0.14036207
