# 20120905_M7.6_Nicoya median gmf, Stations:Seismic, gmlt:USGS, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_2037,-84.4616,10.65936,0.06321199,0.07603675,0.06308294,0.08194271
t_2038,-84.50652,10.65936,0.072450586,0.08468408,0.06817578,0.09024697
t_2039,-84.4616,10.7035,0.061602563,0.07432772,0.06052771,0.0810123
t_204,-85.09042,9.86382,0.19537105,0.52919835,0.2479273,0.2483883
t_2040,-84.50652,10.7035,0.06376057,0.07634081,0.06270418,0.08247143
t_2041,-84.41668,10.7035,0.06424332,0.07685001,0.06025666,0.08434743
t_2042,-84.50652,10.74763,0.06685704,0.079030976,0.061881926,0.08623074
t_2043,-84.4616,10.74763,0.06255736,0.07498615,0.059062082,0.08253469
t_2044,-84.41668,10.74763,0.056137726,0.068542704,0.05533442,0.07622313
t_2045,-84.50652,10.79175,0.061672077,0.07367143,0.058129124,0.08121919
t_2046,-84.4616,10.79175,0.055334482,0.067405395,0.054483254,0.075114295
t_2047,-84.37177,10.7035,0.05805074,0.07059012,0.05662136,0.07821426
t_2048,-84.28194,10.74763,0.04840482,0.059813295,0.048891485,0.06824376
t_2049,-84.32685,10.74763,0.051479794,0.06337147,0.051222205,0.07166382
t_205,-85.00059,9.86382,0.24351777,0.5626551,0.30975273,0.29939055
t_2050,-84.37177,10.74763,0.056060743,0.06834913,0.05420228,0.07654484
t_2051,-84.32685,10.79175,0.041961167,0.05229509,0.045238096,0.060448848
t_2052,-84.37177,10.79175,0.045296345,0.056338396,0.04784523,0.0643532
t_2053,-84.28194,10.79175,0.040457115,0.050414875,0.04363437,0.058761068
t_2054,-84.32685,10.83587,0.038037546,0.047374338,0.041925125,0.05561908
t_2055,-84.37177,10.83587,0.05065436,0.062160186,0.049016297,0.07106548
t_2056,-84.28194,10.83587,0.035186406,0.04367252,0.039535243,0.051949
t_2057,-84.41668,10.79175,0.056742836,0.068846665,0.053978384,0.07721895
t_2058,-84.41668,10.83587,0.04864929,0.05999702,0.0490662,0.06826084
t_2059,-84.50652,10.83587,0.058234725,0.06978512,0.055160448,0.07762346
t_206,-84.68618,9.81956,0.15241513,0.16340876,0.16639718,0.16706324
t_2060,-84.4616,10.83587,0.050640337,0.062069677,0.050926577,0.06997125
t_2061,-84.41668,10.87998,0.051410668,0.06261142,0.048887502,0.07157
t_2062,-84.50652,10.87998,0.04902734,0.059676837,0.04983884,0.06725674
t_2063,-84.4616,10.87998,0.052951902,0.0640937,0.050489385,0.072611995
t_2064,-84.50652,10.92409,0.046498917,0.056434024,0.047410037,0.064116545
t_2065,-84.4616,10.92409,0.04439098,0.054432802,0.045409307,0.06261362
t_2066,-84.41668,10.92409,0.042982697,0.05306373,0.043869536,0.061648916
t_2067,-84.55143,10.79175,0.056837406,0.06868248,0.0573624,0.07529764
t_2068,-84.59635,10.83587,0.059941035,0.07107595,0.05836889,0.077558994
t_2069,-84.64126,10.83587,0.06791923,0.07851296,0.062733606,0.08468125
t_207,-84.68618,9.86382,0.2200758,0.22438124,0.1932854,0.22331364
t_2070,-84.55143,10.83587,0.052981697,0.064144544,0.05412473,0.07098456
t_2071,-84.55143,10.87998,0.0546918,0.065333135,0.05349653,0.07252799
t_2072,-84.59635,10.87998,0.05727586,0.06753359,0.055900455,0.07401562
t_2073,-84.64126,10.87998,0.06275931,0.072466455,0.059492316,0.07831674
t_2074,-84.64126,10.92409,0.05468742,0.06310221,0.055199806,0.068316296
t_2075,-84.55143,10.92409,0.05502363,0.06494131,0.052308213,0.07234336
t_2076,-84.59635,10.92409,0.059686363,0.06887324,0.05556632,0.07548612
t_2077,-84.28194,10.87998,0.033586618,0.0416832,0.037635688,0.05009155
t_2078,-84.32685,10.87998,0.03873196,0.048320275,0.041278794,0.0569464
t_2079,-84.37177,10.87998,0.04459436,0.055255424,0.045019113,0.064050846
t_208,-84.95567,9.86382,0.30946028,0.5264242,0.34841278,0.3580015
t_2080,-84.32685,10.92409,0.045650322,0.056172397,0.043489438,0.065884314
t_2081,-84.28194,10.92409,0.03461488,0.043152347,0.03735517,0.051938027
t_2082,-84.37177,10.92409,0.04297277,0.053182017,0.04307662,0.06220379
t_2083,-84.32685,10.96819,0.036597613,0.045558587,0.03814373,0.054578274
t_2084,-84.37177,10.96819,0.04169237,0.051498845,0.041354466,0.06074302
t_2085,-84.28194,10.96819,0.04123763,0.05102167,0.039735083,0.060917366
t_2086,-84.28194,11.01228,0.032008123,0.039807282,0.034173302,0.048778243
t_2087,-85.27008,10.48275,0.13157398,0.15807398,0.12892018,0.15576531
t_2088,-85.315,10.48275,0.14328529,0.17400081,0.13468197,0.16893789
t_2089,-85.35992,10.52691,0.13747898,0.1653305,0.13073826,0.16112293
t_209,-85.00059,9.90806,0.23264684,0.56768996,0.27076223,0.29524916
t_2090,-85.315,10.52691,0.12765801,0.15501602,0.12530409,0.15255618
t_2091,-85.27008,10.52691,0.13246939,0.1554298,0.1236373,0.15336378
t_2092,-85.27008,10.57107,0.11375383,0.13796069,0.1140808,0.13684335
t_2093,-85.35992,10.57107,0.11451022,0.13951214,0.11868149,0.13667881
t_2094,-85.315,10.57107,0.12753902,0.14936262,0.11957606,0.1473954
t_2095,-85.35992,10.61522,0.09771221,0.11949941,0.10787219,0.11747027
t_2096,-85.27008,10.61522,0.08829621,0.11244304,0.100501545,0.11149616
t_2097,-85.22517,10.61522,0.09479363,0.11879706,0.1019922,0.11814983
t_2098,-85.18025,10.65936,0.09649181,0.117810585,0.09810774,0.11833836
t_2099,-85.22517,10.65936,0.08176665,0.10394047,0.093144804,0.10417833
t_21,-84.14719,9.421,0.03759888,0.038043074,0.04060106,0.038535103
t_210,-85.09042,9.90806,0.185317,0.5170358,0.23379785,0.24257898
t_2100,-85.13534,10.65936,0.06078688,0.07437159,0.07913577,0.077377856
t_2101,-85.22517,10.7035,0.08642471,0.10794989,0.092639916,0.10855987
t_2102,-85.13534,10.7035,0.054178666,0.06501803,0.07271516,0.06882271
t_2103,-85.18025,10.7035,0.06860305,0.08657353,0.08301763,0.08838344
t_2104,-85.13534,10.74763,0.051421106,0.0610206,0.06951625,0.06500911
t_2105,-85.22517,10.74763,0.09727845,0.11598966,0.09391647,0.11730756
t_2106,-85.18025,10.74763,0.052642826,0.063222654,0.07083846,0.067148864
t_2107,-85.315,10.61522,0.09593924,0.119961806,0.10540482,0.11834165
t_2108,-85.27008,10.65936,0.09014436,0.113037534,0.09811849,0.11265108
t_2109,-85.315,10.65936,0.08863734,0.11061051,0.09886049,0.10988255
t_211,-85.04551,9.90806,0.23677795,0.5784845,0.25612977,0.29597655
t_2110,-85.35992,10.65936,0.09645347,0.115848534,0.103623345,0.114862956
t_2111,-85.27008,10.7035,0.07753146,0.09823785,0.08963112,0.09888759
t_2112,-85.35992,10.7035,0.083813034,0.10318629,0.09529749,0.10286188
t_2113,-85.315,10.7035,0.08223754,0.102962494,0.09315679,0.10305025
t_2114,-85.27008,10.74763,0.07338591,0.09284448,0.08538965,0.09420978
t_2115,-85.35992,10.74763,0.07850617,0.09760513,0.0904292,0.098074116
t_2116,-85.315,10.74763,0.07347761,0.092448525,0.08653359,0.093588494
t_2117,-85.40483,10.65936,0.09529649,0.111127354,0.10476023,0.109798014
t_2118,-85.44975,10.65936,0.09993466,0.11176579,0.10812228,0.11019589
t_2119,-85.49466,10.65936,0.108188376,0.1222911,0.11258446,0.11979854
t_212,-85.09042,9.95231,0.17702776,0.5181348,0.21658413,0.24076901
t_2120,-85.44975,10.7035,0.09595564,0.11217725,0.10365554,0.11067354
t_2121,-85.49466,10.7035,0.10621136,0.121778145,0.108451985,0.11996205
t_2122,-85.40483,10.7035,0.09398343,0.111269206,0.10125817,0.11046826
t_2123,-85.44975,10.74763,0.075614,0.091772,0.09186275,0.09168876
t_2124,-85.49466,10.74763,0.09581878,0.1136364,0.10256261,0.11192708
t_2125,-85.40483,10.74763,0.07418142,0.091035925,0.08965089,0.09148993
t_2126,-85.40483,10.79175,0.06924849,0.08523334,0.085032366,0.08671821
t_2127,-85.35992,10.79175,0.05562918,0.066515096,0.07453304,0.07011685
t_2128,-85.315,10.79175,0.05377672,0.064713225,0.07223177,0.06860828
t_2129,-85.27008,10.79175,0.05222164,0.062932245,0.070350744,0.06703116
t_213,-85.04551,9.95231,0.18296663,0.5220168,0.22354037,0.24847439
t_2130,-85.315,10.83587,0.051323395,0.061634146,0.06920348,0.06600187
t_2131,-85.35992,10.83587,0.053310756,0.06377634,0.07155206,0.06788321
t_2132,-85.27008,10.83587,0.053658098,0.06559411,0.07031531,0.069567576
t_2133,-85.27008,10.87998,0.057397325,0.07151627,0.07174374,0.07541074
t_2134,-85.315,10.87998,0.060517576,0.0757395,0.07441734,0.07931115
t_2135,-85.35992,10.87998,0.06358906,0.079401225,0.07727722,0.0825556
t_2136,-85.27008,10.92409,0.052861597,0.06534472,0.06768542,0.0699877
t_2137,-85.44975,10.79175,0.074756846,0.091153875,0.089724936,0.091791585
t_2138,-85.49466,10.79175,0.10130863,0.11741227,0.10322013,0.11678589
t_2139,-85.49466,10.83587,0.08335762,0.099356994,0.094469935,0.09973676
t_214,-85.00059,9.95231,0.18307817,0.5050017,0.22950387,0.24670644
t_2140,-85.40483,10.83587,0.06516183,0.08001323,0.08095652,0.08244038
t_2141,-85.44975,10.83587,0.07164832,0.087159194,0.08636677,0.088739626
t_2142,-85.44975,10.87998,0.0720543,0.08779534,0.08483467,0.08985009
t_2143,-85.40483,10.87998,0.0753154,0.093294434,0.08494424,0.095354736
t_2144,-85.49466,10.87998,0.07155075,0.084671095,0.086116776,0.08664582
t_2145,-85.49466,10.92409,0.05626581,0.06379583,0.07411167,0.0679527
t_2146,-85.44975,10.92409,0.05405518,0.06282443,0.07166418,0.06732098
t_2147,-85.22517,10.79175,0.056944538,0.07013604,0.073238954,0.07350609
t_2148,-85.18025,10.79175,0.068863496,0.08582667,0.07995476,0.08806109
t_2149,-85.13534,10.79175,0.049024217,0.057282843,0.06686135,0.061417226
t_215,-85.00059,9.99654,0.16589108,0.49258736,0.20450722,0.23105635
t_2150,-85.22517,10.83587,0.07313338,0.09087929,0.08107851,0.093428105
t_2151,-85.18025,10.83587,0.06304803,0.077868566,0.075520165,0.08080564
t_2152,-85.13534,10.83587,0.05256165,0.06204906,0.06881765,0.065659866
t_2153,-85.22517,10.87998,0.059458677,0.07395989,0.07253502,0.077658825
t_2154,-85.18025,10.87998,0.061212275,0.07512234,0.07334307,0.07856282
t_2155,-85.13534,10.87998,0.056150597,0.06680476,0.069865435,0.0702503
t_2156,-85.13534,10.92409,0.07465244,0.08685895,0.076312736,0.09049446
t_2157,-85.22517,10.92409,0.07168512,0.08771929,0.07686461,0.09171642
t_2158,-85.18025,10.92409,0.08254877,0.09609987,0.07966607,0.1002824
t_2159,-85.13534,10.96819,0.078607604,0.09006391,0.07437898,0.09495931
t_216,-85.04551,9.99654,0.16423778,0.50022465,0.20138827,0.23090987
t_2160,-85.22517,10.96819,0.06570809,0.08103283,0.07132394,0.08578692
t_2161,-85.18025,10.96819,0.05824534,0.07146721,0.066651225,0.07621141
t_2162,-85.13534,11.01228,0.073869616,0.08578789,0.06960906,0.09173682
t_2163,-85.18025,11.01228,0.069205925,0.082923785,0.06887572,0.088713706
t_2164,-85.22517,11.01228,0.052716,0.0656551,0.062041115,0.07124676
t_2165,-85.22517,11.05636,0.06412377,0.078628555,0.06528769,0.08506508
t_2166,-85.13534,11.05636,0.06596547,0.078474686,0.06396514,0.08517237
t_2167,-85.35992,10.92409,0.070630126,0.08825441,0.07960848,0.09150934
t_2168,-85.315,10.92409,0.06399448,0.08048865,0.07511135,0.084294446
t_2169,-85.35992,10.96819,0.06928304,0.08633656,0.077447444,0.09032568
t_217,-85.09042,9.99654,0.16270608,0.50178146,0.19867761,0.22907387
t_2170,-85.315,10.96819,0.052021045,0.06435406,0.06625586,0.06941311
t_2171,-85.27008,10.96819,0.06325064,0.07911404,0.071450844,0.08376582
t_2172,-85.315,11.01228,0.058902495,0.07398621,0.06792198,0.07919524
t_2173,-85.27008,11.01228,0.063976385,0.0796501,0.069107965,0.08501926
t_2174,-85.35992,11.01228,0.06613212,0.0823851,0.07313616,0.08715989
t_2175,-85.35992,11.05636,0.076118715,0.091600925,0.074209854,0.09759029
t_2176,-85.27008,11.05636,0.05790818,0.07256778,0.063653424,0.07863564
t_2177,-85.40483,10.92409,0.05534595,0.06659665,0.07161757,0.07087839
t_2178,-85.44975,10.96819,0.06787772,0.08256835,0.0792413,0.08597879
t_2179,-85.49466,10.96819,0.057332367,0.065581195,0.07366682,0.06986334
t_218,-85.00059,10.04078,0.15422651,0.48702013,0.18727142,0.22017731
t_2180,-85.40483,10.96819,0.060275577,0.074143276,0.07365977,0.078373164
t_2181,-85.40483,11.01228,0.059081167,0.07276113,0.07091442,0.07757264
t_2182,-85.49466,11.01228,0.063184135,0.073873945,0.076623134,0.0779919
t_2183,-85.44975,11.01228,0.06042617,0.07277037,0.07329359,0.077303775
t_2184,-85.40483,11.05636,0.06723262,0.0827712,0.072405085,0.08787387
t_2185,-85.49466,11.05636,0.094768286,0.10657299,0.087729,0.111279175
t_2186,-85.44975,11.05636,0.080470845,0.09551223,0.079998836,0.10006122
t_2187,-83.92261,10.61522,0.050769083,0.057601918,0.047742933,0.0681907
t_2188,-83.8777,10.65936,0.043148678,0.051190034,0.04082984,0.06083859
t_2189,-83.96753,10.65936,0.048888788,0.05756349,0.046402875,0.06728639
t_219,-83.83278,9.73103,0.02871009,0.028610358,0.033298396,0.031795293
t_2190,-83.92261,10.65936,0.04560707,0.05396083,0.04347491,0.06359506
t_2191,-83.8777,10.7035,0.03955437,0.047672547,0.037990805,0.057381645
t_2192,-83.92261,10.7035,0.04018837,0.0485538,0.039477427,0.058002066
t_2193,-83.96753,10.7035,0.043863185,0.052722763,0.04233155,0.062412415
t_2194,-83.92261,10.74763,0.028500315,0.034390554,0.03198729,0.042730916
t_2195,-83.96753,10.74763,0.03230538,0.039394855,0.035099205,0.04805948
t_2196,-83.8777,10.74763,0.029747454,0.036226906,0.031986564,0.04489911
t_2197,-83.96753,10.79175,0.02826348,0.034339797,0.03173557,0.042789806
t_2198,-83.92261,10.79175,0.02868029,0.035027605,0.03133944,0.043687697
t_2199,-83.8777,10.79175,0.024500232,0.029374793,0.028023979,0.03749636
t_22,-83.8777,9.421,0.024211595,0.026182717,0.028258838,0.030426763
t_220,-83.96753,9.73103,0.03495314,0.03419778,0.03862881,0.03573048
t_2200,-83.8777,10.83587,0.024089195,0.029087793,0.027204473,0.037348833
t_2201,-83.96753,10.83587,0.02618265,0.031766295,0.029688563,0.0401384
t_2202,-83.92261,10.83587,0.026816705,0.032765273,0.029523969,0.04137937
t_2203,-83.8777,10.87998,0.02608087,0.032021843,0.027942035,0.040851403
t_2204,-83.96753,10.87998,0.02608115,0.031880897,0.029013975,0.040443026
t_2205,-83.92261,10.87998,0.024211753,0.029362887,0.027287101,0.037710987
t_2206,-83.92261,10.92409,0.031025067,0.038403857,0.030642182,0.04819876
t_2207,-84.23702,10.79175,0.03388418,0.041663244,0.03901376,0.04974985
t_2208,-84.14719,10.79175,0.041533835,0.051412113,0.041948948,0.06063051
t_2209,-84.19211,10.79175,0.03670452,0.045543235,0.04009073,0.05407713
t_221,-83.8777,9.7753,0.035517156,0.034125175,0.040655747,0.03658008
t_2210,-84.23702,10.83587,0.034441367,0.042747498,0.03843535,0.05118199
t_2211,-84.19211,10.83587,0.03589905,0.044699743,0.038645457,0.053493533
t_2212,-84.14719,10.83587,0.03935859,0.048892885,0.039782178,0.058286265
t_2213,-84.14719,10.87998,0.03464579,0.043168023,0.03638646,0.052333664
t_2214,-84.23702,10.87998,0.03166987,0.039154865,0.035840992,0.047573965
t_2215,-84.19211,10.87998,0.027892215,0.033875883,0.032813434,0.042011607
t_2216,-84.23702,10.92409,0.028696965,0.035164323,0.03314278,0.043449856
t_2217,-84.01244,10.79175,0.028800437,0.034957677,0.032708623,0.04333704
t_2218,-84.05736,10.79175,0.040260583,0.049546108,0.03980593,0.05917078
t_2219,-84.10227,10.79175,0.04091591,0.050499327,0.040893797,0.05992554
t_222,-83.96753,9.7753,0.043076545,0.04294264,0.045615174,0.044068478
t_2220,-84.10227,10.83587,0.034717474,0.043113783,0.03667108,0.052184545
t_2221,-84.05736,10.83587,0.031996615,0.03957255,0.03448505,0.048488077
t_2222,-84.01244,10.83587,0.03618624,0.044731617,0.03604758,0.054420486
t_2223,-84.05736,10.87998,0.034081038,0.0423472,0.03480351,0.051825
t_2224,-84.10227,10.87998,0.034173023,0.042524315,0.035494883,0.05182519
t_2225,-84.01244,10.87998,0.028196853,0.03471792,0.030877912,0.043493025
t_2226,-84.01244,10.92409,0.031614706,0.039260373,0.032134123,0.048803885
t_2227,-83.8777,10.92409,0.023036826,0.027995137,0.025567656,0.036387395
t_2228,-83.96753,10.92409,0.03241138,0.040156465,0.03193754,0.050024144
t_2229,-83.92261,10.96819,0.024281127,0.0297656,0.02634485,0.03845085
t_223,-83.83278,9.7753,0.041435502,0.042614043,0.043298166,0.044546377
t_2230,-83.8777,10.96819,0.022478145,0.027345847,0.024777386,0.035756666
t_2231,-83.96753,10.96819,0.030811569,0.038203813,0.030486234,0.048005696
t_2232,-83.92261,11.01228,0.030996084,0.03834274,0.029431324,0.048533455
t_2233,-83.8777,11.01228,0.023438789,0.028751824,0.024950348,0.037504822
t_2234,-83.96753,11.01228,0.023904102,0.029291503,0.026068987,0.0379299
t_2235,-83.96753,11.05636,0.02951725,0.036571633,0.028658535,0.046500355
t_2236,-83.92261,11.05636,0.030524444,0.03774844,0.028646527,0.04801621
t_2237,-84.05736,10.92409,0.025253484,0.030718941,0.028885243,0.039065223
t_2238,-84.10227,10.92409,0.02964545,0.036745,0.032164223,0.045659356
t_2239,-84.10227,10.96819,0.032118537,0.039987154,0.0328349,0.04950422
t_224,-83.92261,9.7753,0.0352177,0.033859447,0.039913047,0.035832416
t_2240,-84.05736,10.96819,0.024287809,0.029532712,0.027677752,0.037870795
t_2241,-84.01244,10.96819,0.025259582,0.030991443,0.027862072,0.039632976
t_2242,-84.01244,11.01228,0.030293476,0.037603058,0.030137843,0.047351878
t_2243,-84.10227,11.01228,0.025394822,0.031162461,0.028281178,0.039745145
t_2244,-84.05736,11.01228,0.026099699,0.03219245,0.02828436,0.041030634
t_2245,-84.05736,11.05636,0.024833845,0.030547949,0.026970714,0.039296515
t_2246,-84.10227,11.05636,0.02245702,0.027115785,0.02581686,0.035268813
t_2247,-84.19211,10.92409,0.030634422,0.03798956,0.03384518,0.046709336
t_2248,-84.14719,10.92409,0.03191015,0.03972228,0.034040686,0.04879497
t_2249,-84.19211,10.96819,0.033016577,0.041169394,0.034440134,0.050453722
t_225,-83.92261,9.81956,0.049085572,0.048679788,0.050878875,0.049306873
t_2250,-84.14719,10.96819,0.025400778,0.030901873,0.02931122,0.03918869
t_2251,-84.23702,10.96819,0.032517213,0.040515017,0.034724277,0.04952926
t_2252,-84.19211,11.01228,0.023363005,0.02797465,0.027736317,0.03592942
t_2253,-84.23702,11.01228,0.028236454,0.034849424,0.031421065,0.043473836
t_2254,-84.14719,11.01228,0.029695094,0.036919296,0.0313338,0.04610238
t_2255,-84.23702,11.05636,0.023755513,0.028607516,0.027832456,0.036657665
t_2256,-84.19211,11.05636,0.027765792,0.034371864,0.030015444,0.043273088
t_2257,-84.14719,11.05636,0.023879074,0.029058112,0.027146054,0.03738738
t_2258,-84.23702,11.10044,0.025372824,0.031094085,0.028319728,0.039604675
t_2259,-84.19211,11.10044,0.028305216,0.03511582,0.029686011,0.044297084
t_226,-83.83278,9.81956,0.043992966,0.043226585,0.046634797,0.0445267
t_2260,-84.14719,11.10044,0.024151547,0.029569065,0.026789224,0.03810047
t_2261,-84.19211,11.14452,0.024504293,0.030074995,0.026832148,0.038710263
t_2262,-84.14719,11.14452,0.020883327,0.025026798,0.024122616,0.03299075
t_2263,-84.23702,11.14452,0.026012786,0.032060932,0.028119486,0.040861126
t_2264,-84.19211,11.18858,0.02152316,0.025994923,0.024386674,0.03413681
t_2265,-84.14719,11.18858,0.020003675,0.023896487,0.023067802,0.03177046
t_2266,-84.23702,11.18858,0.022601353,0.027434496,0.025402771,0.035711024
t_2267,-84.01244,11.05636,0.028075494,0.034815814,0.028391976,0.044322237
t_2268,-84.10227,11.10044,0.019416964,0.022810752,0.023205522,0.030397974
t_2269,-84.05736,11.10044,0.022599215,0.027544025,0.025069183,0.035961013
t_227,-83.8777,9.81956,0.059059385,0.057921976,0.0616868,0.058919806
t_2270,-84.01244,11.10044,0.025883405,0.03200786,0.026662067,0.04122825
t_2271,-84.01244,11.14452,0.029765893,0.036842816,0.02810799,0.04701781
t_2272,-84.10227,11.14452,0.02173654,0.026355987,0.02437972,0.034609243
t_2273,-84.05736,11.14452,0.021116544,0.025556415,0.023651654,0.033755384
t_2274,-84.01244,11.18858,0.021396466,0.0260946,0.023101695,0.03455459
t_2275,-84.05736,11.18858,0.01725631,0.020068293,0.020564698,0.027371032
t_2276,-84.10227,11.18858,0.018390184,0.021633614,0.021653078,0.02917536
t_2277,-83.8777,11.05636,0.02745638,0.033951,0.02669464,0.04371461
t_2278,-83.8777,11.10044,0.023335092,0.02869874,0.02405154,0.03766565
t_2279,-83.92261,11.10044,0.029055428,0.035935435,0.027424945,0.046059363
t_228,-83.96753,9.81956,0.039047617,0.036947634,0.044418078,0.038812503
t_2280,-83.96753,11.10044,0.029611865,0.03665334,0.02814596,0.046765532
t_2281,-83.8777,11.14452,0.028014185,0.034610156,0.026004557,0.044763647
t_2282,-83.92261,11.14452,0.024524497,0.030253405,0.024659144,0.039515804
t_2283,-83.96753,11.14452,0.025142502,0.031052498,0.025370961,0.04035542
t_2284,-83.96753,11.18858,0.025780164,0.031855922,0.025235837,0.04142982
t_2285,-83.8777,11.18858,0.027918546,0.03448048,0.025490599,0.04473712
t_2286,-83.92261,11.18858,0.026225192,0.0323976,0.025084438,0.042171393
t_2287,-85.00059,10.79175,0.06282039,0.073747665,0.075398736,0.076049164
t_2288,-85.09042,10.79175,0.0601253,0.0720944,0.07453274,0.0747286
t_2289,-85.04551,10.79175,0.06153563,0.07274456,0.07518346,0.075101584
t_229,-84.19211,9.73103,0.05682542,0.05873997,0.06642359,0.0622208
t_2290,-85.09042,10.83587,0.056155458,0.06533805,0.07151721,0.0682188
t_2291,-85.04551,10.83587,0.0785071,0.08768753,0.08253275,0.08922355
t_2292,-85.00059,10.83587,0.079881884,0.08755592,0.08181349,0.089018255
t_2293,-85.00059,10.87998,0.0821334,0.08473508,0.08193332,0.08535162
t_2294,-85.09042,10.87998,0.07368916,0.08377398,0.07875421,0.0859919
t_2295,-85.04551,10.87998,0.08614175,0.09083447,0.08368152,0.09198194
t_2296,-85.09042,10.92409,0.08059402,0.089291334,0.07828908,0.092356846
t_2297,-84.82093,10.79175,0.077220574,0.088965826,0.0742072,0.093059525
t_2298,-84.91076,10.83587,0.07630723,0.08583486,0.0758311,0.08879953
t_2299,-84.82093,10.83587,0.075820625,0.08603462,0.07160793,0.090267174
t_23,-83.92261,9.421,0.025727568,0.028026445,0.029901842,0.03246716
t_230,-84.14719,9.7753,0.06399367,0.062476743,0.0710258,0.06495132
t_2300,-84.86584,10.83587,0.074320376,0.084593244,0.07296955,0.08822462
t_2301,-84.95567,10.83587,0.0681367,0.07711524,0.07481962,0.079293415
t_2302,-84.91076,10.87998,0.07635399,0.083926246,0.07381364,0.08702123
t_2303,-84.95567,10.87998,0.079979904,0.085351974,0.07791715,0.08735001
t_2304,-84.82093,10.87998,0.07437367,0.08305731,0.06923687,0.08730637
t_2305,-84.86584,10.87998,0.07036697,0.07932788,0.069556884,0.08300595
t_2306,-84.86584,10.92409,0.074215,0.08150813,0.06879946,0.08560621
t_2307,-84.95567,10.92409,0.08001535,0.08461823,0.07523583,0.087394334
t_2308,-84.91076,10.92409,0.08152981,0.08726622,0.073464416,0.09125474
t_2309,-84.91076,10.96819,0.06922987,0.07645749,0.06630028,0.08069618
t_231,-84.19211,9.7753,0.07778102,0.08099917,0.08233254,0.08259895
t_2310,-84.95567,10.96819,0.07475612,0.08100771,0.06990481,0.08508371
t_2311,-84.86584,10.96819,0.07396554,0.080536716,0.06686362,0.08516098
t_2312,-84.91076,11.01228,0.07114773,0.07844035,0.06420636,0.0839267
t_2313,-84.95567,11.01228,0.071286015,0.078920476,0.06533223,0.08436694
t_2314,-84.86584,11.01228,0.06826205,0.07517719,0.062328186,0.08020401
t_2315,-84.91076,11.05636,0.03769585,0.043055695,0.046050888,0.04855426
t_2316,-84.86584,11.05636,0.036886953,0.041582856,0.04513959,0.0467066
t_2317,-84.68618,10.92409,0.06151994,0.06915179,0.059583653,0.073546536
t_2318,-84.68618,10.96819,0.058089055,0.063633576,0.05775374,0.06696873
t_2319,-84.77601,10.96819,0.06329239,0.069038674,0.06160116,0.0721307
t_232,-84.23702,9.7753,0.06787016,0.07139558,0.07831837,0.074664585
t_2320,-84.82093,10.96819,0.070014596,0.076303005,0.06436908,0.08034279
t_2321,-84.7311,10.96819,0.05623355,0.061294854,0.058235634,0.06399515
t_2322,-84.68618,11.01228,0.05653393,0.059870966,0.05693778,0.06212763
t_2323,-84.77601,11.01228,0.0687279,0.07234806,0.06304008,0.07530346
t_2324,-84.82093,11.01228,0.069245264,0.07483236,0.06301436,0.079170614
t_2325,-84.7311,11.01228,0.06890655,0.06995944,0.063832656,0.07121882
t_2326,-84.77601,11.05636,0.06134014,0.065687634,0.057639115,0.06918201
t_2327,-85.00059,10.92409,0.08367029,0.08603782,0.07961064,0.08770172
t_2328,-85.04551,10.92409,0.08279701,0.08755649,0.079568826,0.08964968
t_2329,-85.04551,10.96819,0.080242306,0.08698784,0.07418008,0.09104595
t_233,-84.14719,9.81956,0.06188289,0.05872284,0.06976857,0.061319895
t_2330,-85.09042,10.96819,0.07767345,0.08705384,0.07367181,0.09145463
t_2331,-85.00059,10.96819,0.07818402,0.0839221,0.072715186,0.08774641
t_2332,-85.04551,11.01228,0.071313,0.08048478,0.06738992,0.08588456
t_2333,-85.00059,11.01228,0.07153882,0.07965867,0.06657657,0.08501866
t_2334,-85.09042,11.01228,0.07964955,0.089303456,0.07147146,0.095495805
t_2335,-85.04551,11.05636,0.06555962,0.07604576,0.062204145,0.08251225
t_2336,-85.09042,11.05636,0.06566262,0.077086784,0.06303068,0.083718695
t_2337,-84.7311,11.05636,0.05854658,0.061315425,0.057211213,0.06300006
t_2338,-84.68618,11.05636,0.05808018,0.061443087,0.055650733,0.064492606
t_2339,-84.82093,11.05636,0.036365636,0.04010442,0.04465922,0.044609006
t_234,-84.19211,9.81956,0.08516975,0.0876114,0.0872249,0.08818322
t_2340,-84.7311,11.10044,0.04427793,0.049065348,0.04746418,0.05345956
t_2341,-84.82093,11.10044,0.033986155,0.038070757,0.041476663,0.04331408
t_2342,-84.77601,11.10044,0.03360384,0.03680466,0.041144732,0.041497268
t_2343,-84.68618,11.10044,0.04967978,0.0550805,0.049140166,0.060065173
t_2344,-84.7311,11.14452,0.039035942,0.04489051,0.04236674,0.050826926
t_2345,-84.77601,11.14452,0.0452083,0.052167054,0.045964208,0.05850602
t_2346,-84.68618,11.14452,0.045844767,0.052579734,0.04502116,0.05920174
t_2347,-84.95567,11.05636,0.038671035,0.04454314,0.047224093,0.0502508
t_2348,-84.86584,11.10044,0.03452076,0.039397225,0.042024173,0.04512038
t_2349,-84.95567,11.10044,0.036048498,0.04212567,0.043812245,0.048425112
t_235,-84.23702,9.81956,0.06962192,0.07056478,0.081292465,0.074112095
