lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
9.6373,40.07121,0.10816388,502.36584,CRETACEOUS,150.0,3,0,t_0
9.55694,40.13203,0.15548514,713.3711,PALEOZOIC,150.0,3,0,t_1
9.63618,40.19372,0.063577615,600.0,UNKNOWN,150.0,3,0,t_2
9.55574,40.25449,0.0727431,587.0066,PALEOZOIC,150.0,3,0,t_3
9.4765,40.19279,0.059076007,584.0392,CRETACEOUS,150.0,3,0,t_4
9.39596,40.2535,0.09481268,652.42535,PALEOZOIC,150.0,3,0,t_5
9.31533,40.31415,0.020528562,405.0417,PALEOZOIC,150.0,3,0,t_6
9.4752,40.31521,0.06482983,480.87933,PALEOZOIC,150.0,3,0,t_7
9.23462,40.37474,0.026228147,382.15704,PALEOZOIC,150.0,3,0,t_8
9.39457,40.37587,0.109077595,607.5846,PALEOZOIC,150.0,3,0,t_9
9.15382,40.43528,0.031806115,390.7602,PALEOZOIC,150.0,3,0,t_10
9.31385,40.43648,0.01069126,487.9538,PALEOZOIC,150.0,3,0,t_11
9.4739,40.43754,0.0585019,540.1014,PALEOZOIC,150.0,3,0,t_12
9.23305,40.49702,0.034054518,431.46594,PALEOZOIC,150.0,3,0,t_13
9.63506,40.31614,0.19084941,737.42786,HOLOCENE,150.0,3,0,t_14
9.55452,40.37687,0.053408008,529.9048,PALEOZOIC,150.0,3,0,t_15
9.71448,40.37772,0.0050587463,301.923,HOLOCENE,150.0,3,0,t_16
9.63394,40.43847,0.05826206,480.12564,PALEOZOIC,150.0,3,0,t_17
9.55331,40.49915,0.14743404,760.9422,CRETACEOUS,150.0,3,0,t_18
9.71345,40.50001,0.106057405,667.2475,PALEOZOIC,150.0,3,0,t_19
9.63282,40.56071,0.17556661,754.07,PALEOZOIC,150.0,3,0,t_20
9.39318,40.49816,0.04767643,525.0594,PALEOZOIC,150.0,3,0,t_21
9.15215,40.55752,0.098908715,601.69116,PALEOZOIC,150.0,3,0,t_22
9.31237,40.55872,0.038831636,385.51343,PALEOZOIC,150.0,3,0,t_23
9.47259,40.55978,0.14013384,861.6311,PALEOZOIC,150.0,3,0,t_24
9.23148,40.61922,0.08701215,574.4853,PALEOZOIC,150.0,3,0,t_25
9.39178,40.62036,0.028486887,517.3253,PALEOZOIC,150.0,3,0,t_26
9.15049,40.67967,0.119831875,716.0176,PALEOZOIC,150.0,3,0,t_27
9.31089,40.68087,0.14031024,640.4556,PALEOZOIC,150.00000000000003,3,0,t_28
9.47128,40.68194,0.07729714,601.4724,PALEOZOIC,150.0,3,0,t_29
9.2299,40.74133,0.10030837,629.98944,PALEOZOIC,150.0,3,0,t_30
9.55209,40.62135,0.13320424,728.35333,PALEOZOIC,150.0,3,0,t_31
9.63169,40.68286,0.13693553,731.0891,PALEOZOIC,150.0,3,0,t_32
9.55088,40.74346,0.25065342,898.7281,PALEOZOIC,150.0,3,0,t_33
9.39039,40.74247,0.0071578696,414.42892,PALEOZOIC,150.0,3,0,t_34
9.3094,40.80294,0.02395428,412.67624,PALEOZOIC,150.0,3,0,t_35
9.46997,40.804,0.06800358,564.42413,PALEOZOIC,150.0,3,0,t_36
9.22832,40.86335,0.18911952,844.1024,PALEOZOIC,150.0,3,0,t_37
9.38898,40.86449,0.034207076,438.728,PALEOZOIC,150.0,3,0,t_38
9.3079,40.92491,0.047997292,560.2582,PALEOZOIC,149.99999999999997,3,0,t_39
9.22673,40.98528,0.022161921,403.43048,PALEOZOIC,150.0,3,0,t_40
9.38758,40.98642,0.074461706,573.88306,PALEOZOIC,150.0,3,0,t_41
9.30641,41.0468,0.025721591,374.32806,PALEOZOIC,150.0,3,0,t_42
9.22514,41.10712,0.016663872,342.22034,PALEOZOIC,150.0,3,0,t_43
9.22036,41.4721,0.07320006,564.74005,PALEOZOIC,150.0,3,0,t_44
9.21875,41.59357,0.049335018,467.44437,PALEOZOIC,149.99999999999997,3,0,t_45
9.29887,41.65486,0.018031944,371.25958,HOLOCENE,150.0,3,0,t_46
11.73287,42.26221,0.043308318,457.68494,HOLOCENE,150.0,3,0,t_47
11.65206,42.3231,0.015188071,320.78888,PLEISTOCENE,150.0,3,0,t_48
11.73411,42.38307,0.004672163,318.66815,PLEISTOCENE,150.0,3,0,t_49
9.21715,41.71495,0.1409179,762.24695,PALEOZOIC,150.0,3,0,t_50
9.29736,41.77619,0.17362218,803.7546,PALEOZOIC,150.0,3,0,t_51
9.21554,41.83624,0.23100625,900.0,PALEOZOIC,150.0,3,0,t_52
9.37766,41.83737,0.1167917,699.0584,PALEOZOIC,150.0,3,0,t_53
9.29584,41.89743,0.03318842,763.0511,CENOZOIC,150.0,3,0,t_54
9.21392,41.95743,0.41826528,900.0,PALEOZOIC,150.0,3,0,t_55
9.37623,41.95856,0.067399345,530.0129,CRETACEOUS,150.0,3,0,t_56
9.29431,42.01857,0.18575571,757.2574,PALEOZOIC,149.99999999999997,3,0,t_57
9.45671,42.01964,0.010382259,308.23462,HOLOCENE,149.99999999999997,3,0,t_58
9.21231,42.07852,0.30942592,845.5556,PALEOZOIC,150.0,3,0,t_59
9.37479,42.07966,0.0202773,364.2824,HOLOCENE,150.00000000000003,3,0,t_60
9.29278,42.13962,0.11572902,686.3437,JURASSIC-TRIASSIC,150.0,3,0,t_61
9.45537,42.14069,0.020620389,393.16913,HOLOCENE,150.0,3,0,t_62
9.21068,42.19953,0.19870351,836.8547,JURASSIC-TRIASSIC,149.99999999999997,3,0,t_63
9.37336,42.20066,0.19468378,800.87616,CRETACEOUS,150.0,3,0,t_64
9.29125,42.26058,0.19115454,723.43524,JURASSIC-TRIASSIC,150.0,3,0,t_65
9.53603,42.20166,0.0042336737,255.85925,CENOZOIC,150.0,3,0,t_66
9.45402,42.26165,0.27049777,809.34,CRETACEOUS,150.0,3,0,t_67
9.20906,42.32043,0.15363677,814.6868,CRETACEOUS,150.0,3,0,t_68
9.37192,42.32157,0.36383674,899.92944,CRETACEOUS,150.0,3,0,t_69
9.28972,42.38143,0.16453713,780.596,JURASSIC-TRIASSIC,150.0,3,0,t_70
9.45267,42.3825,0.26409397,865.9841,CRETACEOUS,150.0,3,0,t_71
9.20743,42.44124,0.011289163,415.95874,CRETACEOUS,150.0,3,0,t_72
9.37047,42.44238,0.16283816,708.75134,CRETACEOUS,149.99999999999997,3,0,t_73
9.28818,42.50219,0.17497887,880.21686,JURASSIC-TRIASSIC,150.0,3,0,t_74
9.45132,42.50326,0.064716905,523.66736,HOLOCENE,150.0,3,0,t_75
9.2058,42.56195,0.2759968,895.02795,PALEOZOIC,150.0,3,0,t_76
11.16406,42.44584,0.004367977,504.04184,UNKNOWN,150.0,3,0,t_77
11.24593,42.50598,0.0048563313,253.89038,HOLOCENE,149.99999999999997,3,0,t_78
11.49016,42.44469,0.022315806,389.0291,CENOZOIC,150.0,3,0,t_79
11.32711,42.44534,0.0048895916,347.4275,JURASSIC-TRIASSIC,150.0,3,0,t_80
11.40907,42.5054,0.04374988,452.10776,CENOZOIC,150.0,3,0,t_81
11.49113,42.5654,0.054999117,462.75922,JURASSIC-TRIASSIC,150.0,3,0,t_82
11.57116,42.38392,0.010278251,286.9082,PLEISTOCENE,150.0,3,0,t_83
11.65321,42.44391,0.009133862,303.31793,PLEISTOCENE,150.0,3,0,t_84
11.73536,42.50383,0.016596284,369.8457,PLEISTOCENE,150.0,3,0,t_85
11.57222,42.50468,0.08239994,599.5018,PRECAMBRIAN,150.0,3,0,t_86
11.65436,42.56462,0.038604613,432.5338,PLEISTOCENE,150.0,3,0,t_87
11.7366,42.62449,0.031178722,399.9399,PLEISTOCENE,150.0,3,0,t_88
11.57328,42.62535,0.050606683,501.58435,CENOZOIC,150.0,3,0,t_89
11.65552,42.68523,0.03276502,378.3977,PLEISTOCENE,150.0,3,0,t_90
11.73785,42.74506,0.06863944,483.63303,PLEISTOCENE,150.0,3,0,t_91
11.57434,42.74591,0.10606606,611.4682,JURASSIC-TRIASSIC,150.0,3,0,t_92
11.00182,42.68754,0.0030835657,230.99129,HOLOCENE,150.00000000000003,3,0,t_93
11.16465,42.56656,0.016341548,403.7642,JURASSIC-TRIASSIC,150.0,3,0,t_94
11.24662,42.62664,0.02668974,410.48245,CENOZOIC,150.0,3,0,t_95
11.08328,42.62708,0.0634722,675.0,UNKNOWN,150.0,3,0,t_96
11.16525,42.68717,0.03406373,403.43448,PLEISTOCENE,150.0,3,0,t_97
11.24731,42.74721,0.025271457,431.70047,CENOZOIC,150.0,3,0,t_98
11.08379,42.74765,0.00091161544,210.09583,HOLOCENE,150.0,3,0,t_99
11.16585,42.80769,0.029498253,503.54514,CENOZOIC,150.0,3,0,t_100
11.248,42.86767,0.046827912,416.52145,CENOZOIC,150.0,3,0,t_101
11.08429,42.86811,0.042726923,490.56088,JURASSIC-TRIASSIC,150.0,3,0,t_102
11.32789,42.56605,0.03128283,401.7065,PLEISTOCENE,150.0,3,0,t_103
11.40995,42.62606,0.011052069,307.77527,PLEISTOCENE,150.0,3,0,t_104
