lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
12.98857,41.33526,0.005145068,261.38617,HOLOCENE,-150.0,3,0,t_0
12.94888,41.36616,0.012205159,390.0,UNKNOWN,-150.0,3,0,t_1
12.98989,41.39606,0.0,227.51193,PLEISTOCENE,-150.0,3,0,t_2
12.90917,41.39704,0.002224352,221.90572,HOLOCENE,-150.0,3,0,t_3
12.95018,41.42694,0.0021583694,225.25171,PLEISTOCENE,-149.99999999999997,3,0,t_4
12.86944,41.4279,0.0045503792,252.87326,PLEISTOCENE,-150.0,3,0,t_5
12.99122,41.45683,0.0008997157,197.97806,HOLOCENE,-150.0,3,0,t_6
12.91045,41.45781,0.004319702,236.89136,PLEISTOCENE,-150.0,3,0,t_7
12.95148,41.4877,0.0007203206,206.42282,HOLOCENE,-149.99999999999997,3,0,t_8
12.87069,41.48866,0.0033048794,238.5927,PLEISTOCENE,-150.0,3,0,t_9
12.99254,41.51758,0.2305822,780.007,HOLOCENE,-150.0,3,0,t_10
12.91173,41.51856,0.0029328314,231.194,HOLOCENE,-150.0,3,0,t_11
12.95279,41.54844,0.0018010639,231.53432,HOLOCENE,-150.0,3,0,t_12
12.78869,41.42883,0.004332277,246.20596,HOLOCENE,-150.0,3,0,t_13
12.82968,41.45875,0.0045506135,256.71976,PLEISTOCENE,-150.0,3,0,t_14
12.74891,41.45966,0.006679509,267.7716,PLEISTOCENE,-150.0,3,0,t_15
12.7899,41.48959,0.0035436144,239.24893,PLEISTOCENE,-150.0,3,0,t_16
12.83091,41.5195,0.001618777,226.6755,HOLOCENE,-150.0,3,0,t_17
12.7501,41.52041,0.0015390727,271.1399,PLEISTOCENE,-150.0,3,0,t_18
12.79111,41.55033,0.005585313,269.90628,HOLOCENE,-150.0,3,0,t_19
12.83215,41.58023,0.0081259655,288.2826,HOLOCENE,-150.0,3,0,t_20
12.75129,41.58114,0.010384524,303.17307,HOLOCENE,-150.0,3,0,t_21
12.79232,41.61104,0.012924604,328.85443,PLEISTOCENE,-150.0,3,0,t_22
12.87195,41.5494,0.0060480493,267.24637,HOLOCENE,-150.0,3,0,t_23
12.99387,41.5783,0.07406366,653.03046,CRETACEOUS,-150.0,3,0,t_24
12.91301,41.57928,0.006917227,292.43616,PLEISTOCENE,-150.0,3,0,t_25
12.95409,41.60915,0.06892661,569.9454,CENOZOIC,-150.00000000000003,3,0,t_26
12.87321,41.61011,0.016679367,345.96985,PLEISTOCENE,-150.0,3,0,t_27
12.99519,41.63901,0.2659071,861.21094,CENOZOIC,-150.0,3,0,t_28
12.91429,41.63998,0.12052803,728.0491,CENOZOIC,-150.0,3,0,t_29
12.95539,41.66984,0.20459737,785.5359,CRETACEOUS,-150.0,3,0,t_30
12.87447,41.6708,0.015136324,357.11526,PLEISTOCENE,-150.0,3,0,t_31
12.99652,41.69968,0.056032047,561.7147,CENOZOIC,-150.0,3,0,t_32
12.71027,41.55122,0.0043598977,257.42017,PLEISTOCENE,-150.0,3,0,t_33
12.62943,41.55208,0.0061081974,256.94998,PLEISTOCENE,-150.0,3,0,t_34
12.67042,41.58201,0.0036033192,246.41867,PLEISTOCENE,-150.0,3,0,t_35
12.71144,41.61193,0.011423004,306.91693,HOLOCENE,-150.0,3,0,t_36
12.63055,41.61279,0.008280469,289.34808,PLEISTOCENE,-150.0,3,0,t_37
12.67157,41.64272,0.019214949,366.12762,PLEISTOCENE,-150.0,3,0,t_38
12.71261,41.67263,0.0500664,495.524,PLEISTOCENE,-150.0,3,0,t_39
12.63167,41.67348,0.024584223,377.05676,PLEISTOCENE,-149.99999999999997,3,0,t_40
12.67271,41.7034,0.07018076,527.761,HOLOCENE,-150.0,3,0,t_41
12.71378,41.73329,0.17582026,814.8134,PLEISTOCENE,-150.0,3,0,t_42
12.83338,41.64093,0.013894208,340.54822,PLEISTOCENE,-150.0,3,0,t_43
12.75248,41.64184,0.023247372,385.5401,PLEISTOCENE,-150.0,3,0,t_44
12.79354,41.67173,0.027824745,416.81085,PLEISTOCENE,-150.0,3,0,t_45
12.83462,41.70161,0.024035769,419.8601,PLEISTOCENE,-150.0,3,0,t_46
12.75367,41.70252,0.17071551,752.3397,PLEISTOCENE,-150.0,3,0,t_47
12.79475,41.7324,0.19800542,839.03845,PLEISTOCENE,-150.0,3,0,t_48
12.83586,41.76226,0.03429519,435.89307,PLEISTOCENE,-150.0,3,0,t_49
12.75486,41.76318,0.096601374,636.7743,PLEISTOCENE,-150.0,3,0,t_50
12.79597,41.79304,0.10775077,649.7767,PLEISTOCENE,-150.0,3,0,t_51
12.8371,41.8229,0.019169891,331.0912,PLEISTOCENE,-150.0,3,0,t_52
13.03632,41.66885,0.21604607,799.49176,PLEISTOCENE,-149.99999999999997,3,0,t_53
13.07747,41.69867,0.013284533,373.42545,PLEISTOCENE,-150.0,3,0,t_54
13.11864,41.72848,0.00886454,310.4611,PLEISTOCENE,-149.99999999999997,3,0,t_55
13.03767,41.72951,0.020501912,304.48343,PLEISTOCENE,-150.0,3,0,t_56
13.07885,41.75933,0.04703363,478.69843,PLEISTOCENE,-150.0,3,0,t_57
12.99785,41.76034,0.021728799,362.41522,PLEISTOCENE,-150.0,3,0,t_58
13.12004,41.78913,0.023580225,385.9713,CENOZOIC,-150.0,3,0,t_59
13.03903,41.79016,0.030628415,417.76196,PLEISTOCENE,-150.0,3,0,t_60
13.08022,41.81996,0.023948686,384.91656,CENOZOIC,-150.0,3,0,t_61
12.99918,41.82097,0.029861936,426.10428,PLEISTOCENE,-150.0,3,0,t_62
12.91557,41.70066,0.08290173,591.9278,CRETACEOUS,-150.0,3,0,t_63
12.9567,41.73051,0.022949405,442.8454,PLEISTOCENE,-150.0,3,0,t_64
12.87573,41.73147,0.061608452,474.79807,PLEISTOCENE,-150.0,3,0,t_65
12.91686,41.76132,0.012407651,341.06018,PLEISTOCENE,-150.0,3,0,t_66
12.95801,41.79115,0.022845363,383.81427,PLEISTOCENE,-150.0,3,0,t_67
12.87699,41.79212,0.015199909,322.66202,PLEISTOCENE,-149.99999999999997,3,0,t_68
12.91814,41.82195,0.023749057,422.12524,CRETACEOUS,-150.0,3,0,t_69
12.95932,41.85177,0.21585254,861.6696,CENOZOIC,-150.00000000000003,3,0,t_70
12.87825,41.85274,0.105109714,654.6742,PLEISTOCENE,-150.00000000000003,3,0,t_71
12.91943,41.88256,0.24281907,848.4503,CRETACEOUS,-150.0,3,0,t_72
12.6328,41.73415,0.056265272,505.5634,PLEISTOCENE,-150.0,3,0,t_73
12.67386,41.76405,0.10008598,572.41614,PLEISTOCENE,-150.00000000000003,3,0,t_74
12.71495,41.79394,0.04418026,535.5595,PLEISTOCENE,-150.0,3,0,t_75
12.63392,41.7948,0.03948874,446.68207,PLEISTOCENE,-150.0,3,0,t_76
12.67501,41.82468,0.0671054,541.1728,PLEISTOCENE,-150.0,3,0,t_77
12.71612,41.85456,0.045037556,469.25262,PLEISTOCENE,-150.0,3,0,t_78
12.63505,41.85542,0.009188925,301.0606,PLEISTOCENE,-150.0,3,0,t_79
12.67616,41.88529,0.0038999927,274.69507,PLEISTOCENE,-150.0,3,0,t_80
12.71729,41.91516,0.016456893,333.725,PLEISTOCENE,-150.00000000000003,3,0,t_81
12.63618,41.91602,0.009363817,284.32635,PLEISTOCENE,-150.0,3,0,t_82
13.12144,41.84975,0.21854216,712.42926,CENOZOIC,-150.0,3,0,t_83
13.04038,41.85078,0.11222223,659.2601,CENOZOIC,-150.0,3,0,t_84
13.0816,41.88057,0.19190396,795.20337,CENOZOIC,-150.0,3,0,t_85
13.00052,41.88158,0.079204954,642.1737,CENOZOIC,-150.0,3,0,t_86
13.12285,41.91034,0.06980984,788.5711,CENOZOIC,-149.99999999999997,3,0,t_87
13.04174,41.91137,0.06380076,505.85925,CENOZOIC,-150.0,3,0,t_88
13.08298,41.94115,0.12150454,647.98566,CENOZOIC,-150.0,3,0,t_89
13.00185,41.94217,0.120014586,673.163,CENOZOIC,-150.0,3,0,t_90
13.12425,41.97091,0.0817442,563.43915,CENOZOIC,-150.0,3,0,t_91
13.0431,41.97195,0.08668462,563.49646,CENOZOIC,-150.0,3,0,t_92
12.66814,41.46054,0.0056461794,289.99353,PLEISTOCENE,-150.0,3,0,t_93
12.70911,41.49048,0.013030102,319.6198,PLEISTOCENE,-150.0,3,0,t_94
12.62831,41.49134,0.0069427583,290.00818,PLEISTOCENE,-150.0,3,0,t_95
12.66928,41.52129,0.005994345,273.2977,PLEISTOCENE,-150.0,3,0,t_96
12.58846,41.52213,0.015305252,360.22784,PLEISTOCENE,-150.0,3,0,t_97
12.54859,41.5529,0.012337546,328.08472,HOLOCENE,-150.0,3,0,t_98
12.58956,41.58286,0.0029353893,253.25186,PLEISTOCENE,-150.0,3,0,t_99
12.50869,41.58366,0.0038943517,261.7852,HOLOCENE,-150.0,3,0,t_100
12.54966,41.61362,0.01410157,304.7435,PLEISTOCENE,-150.0,3,0,t_101
12.46878,41.61441,0.0045056413,318.66226,UNKNOWN,-150.0,3,0,t_102
12.59066,41.64356,0.013803934,328.64844,PLEISTOCENE,-150.0,3,0,t_103
12.50975,41.64437,0.012005148,293.80875,PLEISTOCENE,-150.0,3,0,t_104
12.55074,41.67431,0.01259841,322.53802,PLEISTOCENE,-150.0,3,0,t_105
12.46981,41.6751,0.020139627,368.26355,PLEISTOCENE,-150.0,3,0,t_106
12.42883,41.64514,0.0073935874,345.34964,UNKNOWN,-149.99999999999997,3,0,t_107
12.38887,41.67586,0.011734268,377.81866,HOLOCENE,-150.0,3,0,t_108
12.42984,41.70582,0.015420017,345.8891,PLEISTOCENE,-150.0,3,0,t_109
12.34888,41.70656,0.0073967213,350.9703,HOLOCENE,-149.99999999999997,3,0,t_110
12.38986,41.73652,0.013425121,335.19714,PLEISTOCENE,-150.0,3,0,t_111
12.30887,41.73725,0.0033173265,248.17764,HOLOCENE,-150.0,3,0,t_112
12.26884,41.76792,0.0012992622,214.7016,HOLOCENE,-150.0,3,0,t_113
12.22879,41.79858,0.00053959235,206.16376,HOLOCENE,-150.0,3,0,t_114
12.59176,41.70424,0.019216783,352.5484,PLEISTOCENE,-150.0,3,0,t_115
12.5108,41.70505,0.010146432,286.00543,PLEISTOCENE,-150.0,3,0,t_116
12.55182,41.73498,0.006007162,284.4501,PLEISTOCENE,-150.0,3,0,t_117
12.47084,41.73577,0.007718091,309.76627,PLEISTOCENE,-150.0,3,0,t_118
12.59286,41.76489,0.014439649,365.6957,PLEISTOCENE,-149.99999999999997,3,0,t_119
12.51186,41.7657,0.0039627147,284.9057,PLEISTOCENE,-150.0,3,0,t_120
12.5529,41.79562,0.004513898,286.58978,PLEISTOCENE,-150.0,3,0,t_121
12.47187,41.79641,0.010353942,312.73856,PLEISTOCENE,-150.0,3,0,t_122
12.59396,41.82553,0.009363226,299.1651,PLEISTOCENE,-150.0,3,0,t_123
12.51291,41.82634,0.0050676954,258.445,PLEISTOCENE,-150.00000000000003,3,0,t_124
12.43085,41.76648,0.025988981,394.05368,PLEISTOCENE,-150.0,3,0,t_125
12.34985,41.76722,0.011121698,310.27435,PLEISTOCENE,-150.0,3,0,t_126
12.39085,41.79717,0.012970426,314.43048,HOLOCENE,-150.0,3,0,t_127
