lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
21.784,40.302,0.054562066,496.13904,CRETACEOUS,-86.3695757098295,2,0,s_0
23.1,40.65,0.12808718,726.2622,JURASSIC-TRIASSIC,-150.0,2,0,s_1
22.5,40.267,0.0040332824,246.30307,HOLOCENE,-142.88871509931755,2,0,s_2
22.417,39.637,0.0043226653,254.09349,HOLOCENE,-109.44774179482634,2,0,s_3
22.051,40.805,0.109764904,663.4813,CRETACEOUS,-124.74414800238718,2,0,s_4
22.203,40.526,0.04131464,477.50192,CENOZOIC,-127.8440076741501,2,0,s_5
21.404,40.787,0.14593175,640.381,PRECAMBRIAN,-71.79470303554767,2,0,s_6
21.92,39.366,0.0017628173,236.75291,HOLOCENE,-58.60266140977693,3,0,s_7
21.259,40.518,0.027739273,577.93036,HOLOCENE,-51.73879270199099,2,0,s_8
21.8,38.917,0.32211772,896.5623,CRETACEOUS,-15.267822938112872,3,0,s_9
21.575,40.084,0.100078024,589.2883,CENOZOIC,-61.875613741363935,2,0,s_10
21.735,40.143,0.11372593,704.64,JURASSIC-TRIASSIC,-76.85734581879639,2,0,s_11
21.512,40.012,0.049372364,466.5782,CENOZOIC,-54.25153831084056,2,0,s_12
21.868,40.132,0.073967315,542.1677,HOLOCENE,-87.20617347517468,2,0,s_13
21.6,40.018,0.04043349,466.67636,CENOZOIC,-61.57096304522886,2,0,s_14
21.649,40.091,0.04715346,480.8376,CENOZOIC,-68.09371919370737,2,0,s_15
21.527,40.06,0.039906345,435.18048,CENOZOIC,-57.1561176129097,2,0,s_16
21.711,40.033,0.057946723,525.7805,CRETACEOUS,-71.06537773861598,2,0,s_17
21.695,40.07,0.07836789,485.00827,CENOZOIC,-71.07023078718764,2,0,s_18
21.865,40.173,0.022403264,387.3744,HOLOCENE,-88.39351646789834,2,0,s_19
21.943,40.177,0.040233754,470.06287,PLEISTOCENE,-94.8259304511089,2,0,s_20
21.476,40.151,0.039663747,426.19113,CENOZOIC,-56.25530532636236,2,0,s_21
21.521,40.166,0.038317565,502.20847,JURASSIC-TRIASSIC,-60.4110672871847,2,0,s_22
21.748,40.194,0.11142287,687.4115,CRETACEOUS,-79.69143739861521,2,0,s_23
21.774,40.217,0.031634543,422.88257,CENOZOIC,-82.59208855573695,2,0,s_24
21.498,40.201,0.05636654,452.3015,CENOZOIC,-59.79317636654201,2,0,s_25
21.378,40.164,0.06073169,537.4626,CENOZOIC,-48.81998783867,2,0,s_26
21.739,40.243,0.06574537,555.0245,CRETACEOUS,-80.68179835005195,2,0,s_27
21.673,40.245,0.24185188,844.40796,JURASSIC-TRIASSIC,-75.4356813293619,2,0,s_28
21.563,40.235,0.07011747,544.4208,JURASSIC-TRIASSIC,-66.22635165748359,2,0,s_29
21.826,40.262,0.040608346,436.2949,CENOZOIC,-88.35421567629673,2,0,s_30
21.869,40.28,0.05724549,522.70917,CENOZOIC,-92.44612499039184,2,0,s_31
21.775,40.374,0.02136912,429.17413,HOLOCENE,-88.16282010106079,2,0,s_32
21.712,40.479,0.021435702,397.93723,PLEISTOCENE,-86.77713603024489,2,0,s_33
21.414,40.119,0.03842279,431.33276,CENOZOIC,-50.12640459116257,2,0,s_34
21.598,39.9,0.009419403,344.2045,CENOZOIC,-57.140745714813015,2,0,s_35
21.99,40.194,0.019156612,339.18976,PLEISTOCENE,-99.20916670268002,2,0,s_36
21.794,40.243,0.029064769,397.1376,CENOZOIC,-85.11276528249552,2,0,s_37
21.44,40.212,0.03460394,427.87485,CENOZOIC,-55.51190205286053,2,0,s_38
21.401,40.201,0.063483514,496.91125,CENOZOIC,-51.98290267952635,2,0,s_39
21.501,40.26,0.11669668,716.78735,HOLOCENE,-62.11725026186529,2,0,s_40
21.575,40.309,0.09280509,518.35156,JURASSIC-TRIASSIC,-69.79808359069725,2,0,s_41
21.309,40.268,0.052230187,508.30234,CENOZOIC,-46.95792145780223,2,0,s_42
21.381,40.312,0.032036155,450.03653,CENOZOIC,-54.30670548616682,2,0,s_43
21.843,39.97,0.20259786,884.706,PRECAMBRIAN,-79.35241992616857,2,0,s_44
21.676,40.454,0.12188155,729.2979,JURASSIC-TRIASSIC,-83.01028703454527,2,0,s_45
21.767,40.456,0.026147302,368.82043,HOLOCENE,-90.3878321572737,2,0,s_46
21.615,40.463,0.039701857,502.15643,HOLOCENE,-78.43006165455341,2,0,s_47
21.533,40.48,0.24890888,900.0,PRECAMBRIAN,-72.44934374999062,2,0,s_48
21.529,40.502,0.07518109,557.2603,PRECAMBRIAN,-72.8998862200259,2,0,s_49
21.558,40.533,0.10554128,578.28973,HOLOCENE,-76.30849693450273,2,0,s_50
22.079,40.184,0.23216066,898.08606,CRETACEOUS,-106.04582528721984,2,0,s_51
21.833,40.233,0.038002722,443.78687,CENOZOIC,-87.90592813252027,2,0,s_52
21.239,39.998,0.2234931,857.2781,CRETACEOUS,-31.716145799667675,2,0,s_53
21.988,40.344,0.17362896,755.13,JURASSIC-TRIASSIC,-104.25646930667358,2,0,s_54
21.531,40.36,0.073908016,798.7606,JURASSIC-TRIASSIC,-68.05782086708666,2,0,s_55
21.927,40.024,0.026592556,472.93008,PRECAMBRIAN,-88.18195956640835,2,0,s_56
21.982,40.083,0.18129323,740.3172,PRECAMBRIAN,-94.70870531482882,2,0,s_57
21.479,40.375,0.031979088,507.45636,CENOZOIC,-64.40948039144102,2,0,s_58
21.849,40.417,0.014723343,345.39282,CENOZOIC,-95.61430294359764,2,0,s_59
21.822,40.432,0.067542136,545.64075,HOLOCENE,-93.96773248683525,2,0,s_60
21.849,39.912,0.027245961,433.67804,PRECAMBRIAN,-77.39222304688343,2,0,s_61
21.937,40.197,0.019534212,351.32678,HOLOCENE,-95.0373659744183,2,0,s_62
21.756,40.519,0.04164289,448.73477,PLEISTOCENE,-91.70886933878955,2,0,s_63
21.662,40.521,0.016188875,335.7509,HOLOCENE,-84.2381320178889,2,0,s_64
21.553,39.862,0.11510694,603.0981,CENOZOIC,-51.93292412108978,2,0,s_65
21.815,40.572,0.08750559,728.0239,CRETACEOUS,-98.29409826547452,2,0,s_66
21.925,40.261,0.02787793,432.37045,CENOZOIC,-96.29618189731508,2,0,s_67
21.902,40.262,0.017685333,370.02475,CENOZOIC,-94.47761827843202,2,0,s_68
21.784,39.837,0.10198296,637.17615,PRECAMBRIAN,-68.99358971644966,2,0,s_69
21.489,40.293,0.034098066,430.07455,HOLOCENE,-62.31712225620848,2,0,s_70
21.677,39.781,0.0749004,566.9991,CENOZOIC,-58.13177305719078,2,0,s_71
21.418,39.752,0.20518094,869.7381,CENOZOIC,-36.54836770053104,2,0,s_72
22.072,40.353,0.25530225,899.03723,PRECAMBRIAN,-111.33139709641866,2,0,s_73
21.406,39.727,0.103878915,645.29565,CRETACEOUS,-34.49466944220646,2,0,s_74
21.953,39.97,0.17692351,700.2968,PALEOZOIC,-88.0866991684075,2,0,s_75
21.126,40.19,0.14365877,702.93585,CENOZOIC,-29.462256363520645,2,0,s_76
21.924,39.713,0.085957356,555.60443,PRECAMBRIAN,-74.51668120085539,2,0,s_77
22.23,40.354,0.3518649,900.0,PALEOZOIC,-124.09192131404036,2,0,s_78
21.728,40.448,0.06737311,530.6588,PLEISTOCENE,-86.97567959810925,2,0,s_79
21.493,40.426,0.11844036,602.5853,PRECAMBRIAN,-67.33453718805185,2,0,s_80
21.807,39.693,0.09314276,519.16284,CENOZOIC,-64.44531080660164,2,0,s_81
21.439,39.663,0.25096184,883.452,HOLOCENE,-34.231190143642294,2,0,s_82
21.683,39.68,0.0863643,456.54987,HOLOCENE,-54.13354271013439,2,0,s_83
21.725,39.67,0.053222694,476.7932,HOLOCENE,-56.989517492258585,2,0,s_84
21.766,39.672,0.05011657,493.34604,CENOZOIC,-60.29807435943173,2,0,s_85
21.346,39.951,0.08241459,521.7959,CENOZOIC,-38.68453229066122,2,0,s_86
21.871,40.505,0.130814,794.7987,CRETACEOUS,-100.45019023136616,2,0,s_87
21.418,39.606,0.20294279,821.78687,HOLOCENE,-30.04479673417009,2,0,s_88
21.861,39.619,0.14446089,762.6304,PALEOZOIC,-65.4279322408764,2,0,s_89
21.588,39.596,0.14615873,781.8297,CRETACEOUS,-42.950831168711886,2,0,s_90
21.718,39.597,0.0048563313,244.13211,HOLOCENE,-53.21266340494171,2,0,s_91
21.594,40.556,0.012131162,323.82217,HOLOCENE,-80.0163049154577,2,0,s_92
21.68,40.569,0.03963924,428.6198,CENOZOIC,-87.36584453804029,2,0,s_93
21.514,40.553,0.07159098,563.1019,PRECAMBRIAN,-73.45034938005067,2,0,s_94
21.603,40.573,0.018834727,369.5205,HOLOCENE,-81.33555594325207,2,0,s_95
21.966,39.574,0.06499311,562.8546,HOLOCENE,-71.7114365531821,2,0,s_96
21.654,39.556,0.001618777,226.5892,HOLOCENE,-46.36635026989771,2,0,s_97
21.758,39.566,0.012644763,239.1981,HOLOCENE,-54.98837515021066,2,0,s_98
21.638,39.545,0.0038876114,244.99918,HOLOCENE,-44.62097078807135,2,0,s_99
21.505,40.583,0.067985706,507.03555,PRECAMBRIAN,-73.73780045798148,2,0,s_100
21.685,40.613,0.048346736,444.18292,CENOZOIC,-89.1975796249936,2,0,s_101
21.626,39.526,0.054643687,465.56586,HOLOCENE,-42.8353279349413,3,0,s_102
21.892,39.537,0.0006996715,202.58707,HOLOCENE,-64.25741344826858,2,0,s_103
21.589,39.506,0.30256632,900.0,CRETACEOUS,-39.037646873233406,3,0,s_104
21.499,40.618,0.08596062,623.9222,PRECAMBRIAN,-74.32020448348062,2,0,s_105
21.846,40.659,0.021690033,450.8745,HOLOCENE,-103.7190791152702,2,0,s_106
21.552,40.667,0.16593781,781.90735,PRECAMBRIAN,-80.11603647817175,2,0,s_107
21.771,40.682,0.07264256,575.91736,JURASSIC-TRIASSIC,-98.33828221126667,2,0,s_108
22.061,40.256,0.057788037,508.85242,CENOZOIC,-107.0869023767646,2,0,s_109
21.536,40.705,0.071167804,554.68976,CENOZOIC,-79.97765301916077,2,0,s_110
21.675,40.735,0.29043224,883.57587,HOLOCENE,-92.15748060051592,2,0,s_111
20.889,39.614,0.007290777,336.76675,HOLOCENE,11.063897585498871,2,0,s_112
20.866,39.636,0.0021410887,281.77945,CENOZOIC,11.870557973980793,2,0,s_113
21.256,40.113,0.07544078,577.71313,CENOZOIC,-37.180743499354286,2,0,s_114
21.437,40.743,0.05539997,486.378,PALEOZOIC,-73.11789199402328,2,0,s_115
22.2,39.908,0.0758092,523.54877,PRECAMBRIAN,-104.72713594882522,2,0,s_116
21.455,40.812,0.006309467,261.36792,HOLOCENE,-76.68737518611665,2,0,s_117
21.54,40.827,0.0130953975,326.44275,HOLOCENE,-84.02306340774541,2,0,s_118
21.295,39.823,0.12130762,719.6792,CRETACEOUS,-29.96857696013774,2,0,s_119
21.458,39.77,0.26415548,899.3153,CRETACEOUS,-40.483136327517485,2,0,s_120
21.851,40.351,0.04266636,466.34628,HOLOCENE,-93.47276323523016,2,0,s_121
21.799,39.775,0.084492944,622.4824,PRECAMBRIAN,-67.43419211493064,2,0,s_122
21.431,40.375,0.14031681,718.63196,PALEOZOIC,-60.55417155311103,2,0,s_123
22.02,40.414,0.055811424,591.1489,JURASSIC-TRIASSIC,-109.2598673743844,2,0,s_124
22.263,39.836,0.11874268,814.5447,HOLOCENE,-106.5322440154552,2,0,s_125
21.943,40.429,0.21663928,879.78156,JURASSIC-TRIASSIC,-103.58913114437766,2,0,s_126
22.25,40.323,0.19101511,828.3927,PRECAMBRIAN,-124.63656442865374,2,0,s_127
21.906,40.438,0.08071134,589.4375,CENOZOIC,-100.9279762636223,2,0,s_128
22.192,40.374,0.09787006,544.6572,PRECAMBRIAN,-121.71997320189024,2,0,s_129
21.142,40.248,0.07463233,526.15857,CENOZOIC,-32.82119823858937,2,0,s_130
21.18,40.335,0.041189503,440.68356,CENOZOIC,-38.97934474535051,2,0,s_131
21.588,39.66,0.15132125,819.9277,HOLOCENE,-45.78945056659764,2,0,s_132
22.307,40.326,0.043884937,495.3728,CENOZOIC,-129.3352149856782,2,0,s_133
21.645,39.662,0.0070560607,276.8581,HOLOCENE,-50.353319036831664,2,0,s_134
21.438,40.452,0.1975621,805.0327,PRECAMBRIAN,-63.83993606672214,2,0,s_135
21.379,40.447,0.03386305,615.0549,JURASSIC-TRIASSIC,-58.93041520796468,2,0,s_136
21.58,40.486,0.16720548,763.67896,PRECAMBRIAN,-76.43069562280533,2,0,s_137
21.696,39.64,0.0043732356,303.0678,HOLOCENE,-53.38510218096656,2,0,s_138
21.321,40.463,0.011028867,308.61322,HOLOCENE,-54.84694569824909,2,0,s_139
21.025,40.222,0.11016058,706.4219,CENOZOIC,-22.487436506793685,2,0,s_140
22.065,39.646,0.03794942,544.66644,PRECAMBRIAN,-82.66252470604547,2,0,s_141
22.395,39.829,0.06813808,549.7504,PRECAMBRIAN,-116.59955976474792,2,0,s_142
22.463,40.094,0.05495342,753.1303,JURASSIC-TRIASSIC,-133.41794679471647,2,0,s_143
22.16,40.494,0.072722614,600.00507,CRETACEOUS,-123.28433495724116,2,0,s_144
21.769,39.63,0.030361563,401.45523,HOLOCENE,-58.67949825601836,2,0,s_145
21.255,40.457,0.022103813,366.25638,HOLOCENE,-49.34274429432187,2,0,s_146
21.502,39.598,0.22878431,822.04346,CRETACEOUS,-36.28406921153365,2,0,s_147
22.446,40.232,0.037743654,431.26923,CENOZOIC,-137.33057312941065,2,0,s_148
21.957,39.617,0.05343541,535.4369,PRECAMBRIAN,-72.89194236948829,2,0,s_149
21.748,39.614,0.011219846,255.12975,CRETACEOUS,-56.32207838075121,2,0,s_150
22.466,39.887,0.12545384,728.04803,PRECAMBRIAN,-124.6961508855848,2,0,s_151
21.228,39.625,0.30197188,900.0,CRETACEOUS,-15.98837959882768,2,0,s_152
21.647,39.589,0.0035274273,242.73056,HOLOCENE,-47.27741343777627,2,0,s_153
22.244,40.492,0.057465088,499.51328,CRETACEOUS,-129.96903766260934,2,0,s_154
21.465,40.532,0.0971793,702.2604,PRECAMBRIAN,-68.7780734544078,2,0,s_155
22.368,39.738,0.0042101857,243.90634,HOLOCENE,-110.52256609076936,2,0,s_156
22.382,40.404,0.041380722,478.29706,CENOZOIC,-138.05463867487504,2,0,s_157
22.111,39.608,0.0155090755,366.35614,HOLOCENE,-84.6200177854378,2,0,s_158
21.685,39.578,0.0033123835,236.70845,HOLOCENE,-49.77772863135409,2,0,s_159
21.578,39.563,0.2213907,873.3975,CRETACEOUS,-40.70121766668176,2,0,s_160
21.002,40.329,0.17103072,738.9476,CENOZOIC,-24.47906008182702,2,0,s_161
21.496,39.548,0.044310194,511.3384,CRETACEOUS,-33.590051134304275,3,0,s_162
22.211,40.538,0.01573198,382.50787,HOLOCENE,-128.9002616670556,2,0,s_163
22.054,39.576,0.002168483,216.9977,HOLOCENE,-78.7294666567072,2,0,s_164
21.89,39.567,0.015173312,330.12357,HOLOCENE,-65.4203035052484,2,0,s_165
21.404,39.539,0.15157041,682.5917,CRETACEOUS,-25.960429942151507,3,0,s_166
22.535,39.905,0.19250171,880.0009,PRECAMBRIAN,-130.89672738724752,2,0,s_167
21.175,40.504,0.008933021,297.71362,HOLOCENE,-44.51024949256184,2,0,s_168
21.431,40.571,0.1010431,755.938,PRECAMBRIAN,-67.33976902410531,2,0,s_169
21.982,40.604,0.09687009,675.1372,CRETACEOUS,-112.79858531428832,2,0,s_170
21.257,40.548,0.12904152,702.2284,PRECAMBRIAN,-52.51597439127268,2,0,s_171
22.127,40.597,0.14986113,685.0405,CENOZOIC,-124.19050555962248,2,0,s_172
21.284,39.532,0.2413677,900.0,CRETACEOUS,-16.222565986237186,3,0,s_173
21.316,40.582,0.23575875,890.00604,JURASSIC-TRIASSIC,-58.36538663535876,2,0,s_174
22.539,39.808,0.0953736,597.5987,PRECAMBRIAN,-127.01429470521,2,0,s_175
21.703,39.515,0.0072860275,273.49698,HOLOCENE,-48.40708920834132,3,0,s_176
21.954,39.512,0.0006994197,212.23502,HOLOCENE,-68.04214575824592,3,0,s_177
21.425,40.622,0.1486254,769.7783,PRECAMBRIAN,-68.43802556079893,2,0,s_178
21.914,39.502,0.0012859666,213.81941,HOLOCENE,-64.45035011153419,3,0,s_179
22.123,40.655,0.031182459,418.37643,HOLOCENE,-125.87336481670796,2,0,s_180
22.418,39.629,0.0038599598,230.96509,HOLOCENE,-108.99891731600007,2,0,s_181
21.842,39.485,0.001618777,206.29523,HOLOCENE,-58.02854558998766,3,0,s_182
21.48,39.444,0.2215031,884.2096,CRETACEOUS,-27.707250353601005,3,0,s_183
21.62,39.453,0.23545277,840.42334,JURASSIC-TRIASSIC,-39.12807143706966,3,0,s_184
21.992,39.471,0.0013980013,201.19641,HOLOCENE,-69.2368325817059,3,0,s_185
22.488,39.642,0.0030130087,228.8217,HOLOCENE,-114.74353504511546,2,0,s_186
21.655,39.431,0.23337132,858.7592,JURASSIC-TRIASSIC,-40.910090373840205,3,0,s_187
21.736,40.734,0.063136324,591.9639,HOLOCENE,-97.07238695288548,2,0,s_188
22.543,39.624,0.0035369564,238.6307,HOLOCENE,-116.5588477336197,2,0,s_189
21.468,40.752,0.017208684,346.99722,HOLOCENE,-75.90400159885543,2,0,s_190
21.315,39.371,0.4009109,900.0,CENOZOIC,-11.466300467014928,3,0,s_191
22.139,40.764,0.0008936902,255.11185,PLEISTOCENE,-130.65828915194754,2,0,s_192
21.406,40.758,0.17858678,824.697,PRECAMBRIAN,-71.06734404691332,2,0,s_193
22.282,40.742,0.0021562725,217.42029,HOLOCENE,-141.5824037594505,2,0,s_194
22.057,40.788,0.0481769,512.34033,HOLOCENE,-124.72267948126914,2,0,s_195
21.918,40.794,0.07331781,500.28284,HOLOCENE,-113.63402398768602,2,0,s_196
21.684,40.809,0.053421795,519.92816,JURASSIC-TRIASSIC,-95.13131457594392,2,0,s_197
22.23,40.778,0.0021567445,223.04312,HOLOCENE,-138.45836649089787,2,0,s_198
21.193,40.748,0.04846801,562.252,JURASSIC-TRIASSIC,-53.51944997507072,2,0,s_199
22.607,39.568,0.004112035,244.6776,HOLOCENE,-115.49259190773913,2,0,s_200
21.84,39.343,0.011417046,312.64172,HOLOCENE,-51.59741641120177,3,0,s_201
21.92,40.827,0.1948046,844.78253,JURASSIC-TRIASSIC,-114.78747841281444,2,0,s_202
22.182,40.815,0.003442903,254.64525,HOLOCENE,-135.66320839134315,2,0,s_203
22.142,40.824,0.040683705,468.3283,HOLOCENE,-132.68789366448505,2,0,s_204
22.212,40.825,0.004037387,249.77795,HOLOCENE,-138.39295802683537,2,0,s_205
21.48,40.836,0.020569645,335.06696,CENOZOIC,-79.44386176710056,2,0,s_206
21.303,40.818,0.13511263,734.3115,JURASSIC-TRIASSIC,-64.5770916087774,2,0,s_207
22.672,39.565,0.002651316,225.79253,HOLOCENE,-118.91747389104432,2,0,s_208
21.722,39.279,0.1758714,817.07947,CENOZOIC,-39.41215610484726,3,0,s_209
22.201,40.867,0.03951915,454.99118,PLEISTOCENE,-138.74821471208898,2,0,s_210
21.954,39.263,0.013774835,336.4067,HOLOCENE,-53.075121520312734,3,0,s_211
21.198,40.846,0.048619367,733.4843,JURASSIC-TRIASSIC,-56.894881396506335,2,0,s_212
22.041,40.947,0.010015867,294.34924,HOLOCENE,-128.17800264928132,2,0,s_213
21.267,39.766,0.11422691,765.9415,CRETACEOUS,-25.301120378366964,2,0,s_214
22.167,41.11,0.19977915,900.0,JURASSIC-TRIASSIC,-142.73722440082273,2,0,s_215
22.288,40.292,0.120261274,660.0619,PRECAMBRIAN,-126.63500227444764,2,0,s_216
22.014,39.701,0.08382311,511.4103,PRECAMBRIAN,-81.06247810912501,2,0,s_217
22.334,39.856,0.24063012,859.22815,PRECAMBRIAN,-112.97984034155158,2,0,s_218
22.408,40.184,0.06250573,522.02045,HOLOCENE,-132.62004227232325,2,0,s_219
22.366,40.295,0.035744317,413.31082,HOLOCENE,-133.0302661364786,2,0,s_220
22.392,40.243,0.03118326,433.61517,CENOZOIC,-133.347422467983,2,0,s_221
22.355,40.339,0.08744696,535.18463,CENOZOIC,-133.65130749644237,2,0,s_222
21.614,39.618,0.04459874,459.55417,CRETACEOUS,-45.96920229806996,2,0,s_223
21.195,40.425,0.094071455,568.9726,CENOZOIC,-43.3863284472507,2,0,s_224
22.468,40.176,0.03990045,452.98785,HOLOCENE,-137.1799829868718,2,0,s_225
21.145,40.454,0.047107127,472.1673,CENOZOIC,-40.374598914004494,2,0,s_226
22.163,40.574,0.08595245,590.6832,CRETACEOUS,-126.28615452132856,2,0,s_227
22.195,40.567,0.017882207,354.62592,HOLOCENE,-128.61430751900429,2,0,s_228
21.839,39.554,0.002099519,211.65906,HOLOCENE,-60.83296820055739,2,0,s_229
22.262,40.562,0.005694594,275.68835,HOLOCENE,-133.82317749110314,2,0,s_230
22.295,40.549,0.0021583694,230.72467,HOLOCENE,-136.027818256267,2,0,s_231
22.317,40.54,0.002387811,222.8377,HOLOCENE,-137.4867165916277,2,0,s_232
22.392,39.665,0.003891011,231.15776,HOLOCENE,-109.23979629863076,2,0,s_233
