# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1992
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_107,52.75394,33.8012,0.009102399,0.0019217081,0.0025808085,0.002562971
t_1070,46.73522,34.09927,0.0071403235,0.0016230731,0.002623379,0.0026438923
t_1071,46.64539,34.09927,0.008707762,0.0021166813,0.00296302,0.0032257023
t_1072,46.55556,34.17363,0.0077296626,0.001804145,0.0027532005,0.003295556
t_1073,46.82505,34.17363,0.007236977,0.00176149,0.0028324625,0.0028985075
t_1074,46.64539,34.17363,0.008095361,0.0019769522,0.0029226197,0.0034155264
t_1075,46.73522,34.17363,0.008784971,0.0022812127,0.0031866347,0.003536788
t_1076,46.55556,34.24791,0.007632954,0.0018408729,0.0028422505,0.003486122
t_1077,46.82505,34.24791,0.010588966,0.0032241598,0.0039396035,0.003922992
t_1078,46.73522,34.24791,0.009054538,0.0024782342,0.0033979225,0.0037474062
t_1079,46.64539,34.24791,0.006134786,0.0013367851,0.0024511924,0.0028644071
t_108,52.6641,33.8012,0.009042325,0.0019533949,0.0026401773,0.0026658042
t_1080,47.09455,34.09927,0.010754206,0.003262492,0.003928276,0.0038311898
t_1081,47.00472,34.17363,0.01024293,0.0030684986,0.0038505408,0.003904979
t_1082,46.91489,34.17363,0.010675368,0.0032186473,0.0038982248,0.0038237204
t_1083,47.09455,34.17363,0.008006175,0.0021713001,0.0032668798,0.004027885
t_1084,47.00472,34.24791,0.007404931,0.0019779918,0.0031528769,0.003285525
t_1085,46.91489,34.24791,0.010369018,0.0031813153,0.003963293,0.004013618
t_1086,47.09455,34.24791,0.007630454,0.0021081115,0.0032965906,0.0033916363
t_1087,46.91489,34.32214,0.010208243,0.0032195647,0.004078721,0.004259331
t_1088,47.09455,34.32214,0.011183731,0.003868098,0.0045953807,0.0046015936
t_1089,47.00472,34.32214,0.0075269174,0.0021053795,0.0033313637,0.003489591
t_109,52.6641,33.87582,0.009466482,0.0021778438,0.0028462745,0.0028107923
t_1090,46.28606,34.24791,0.009250723,0.0022624591,0.0030241325,0.0031089021
t_1091,46.46573,34.24791,0.008553425,0.0021183526,0.0030088706,0.0033581543
t_1092,46.3759,34.24791,0.0075964457,0.0017360788,0.0026804018,0.0032323406
t_1093,46.46573,34.32214,0.008038373,0.0020080758,0.0029895445,0.0035487318
t_1094,46.28606,34.32214,0.00887728,0.0022031283,0.0030431005,0.003279869
t_1095,46.3759,34.32214,0.0076714437,0.0018277945,0.0028088766,0.0034129247
t_1096,46.3759,34.3963,0.008004864,0.0020163113,0.0030132495,0.003602633
t_1097,46.28606,34.3963,0.007494958,0.0017837159,0.0027890457,0.0034592217
t_1098,46.46573,34.3963,0.007917579,0.0020381655,0.003077023,0.0037492232
t_1099,46.3759,34.47039,0.0076335194,0.001951522,0.0030268533,0.0030115899
t_11,51.31663,33.65178,0.007294237,0.001820729,0.0029169673,0.0029946272
t_110,52.39461,33.65178,0.009300369,0.0020467762,0.002706693,0.0026729524
t_1100,45.74708,33.65178,0.005442298,0.00064390444,0.0012570275,0.0012862037
t_1101,45.65724,33.65178,0.0076491614,0.0010298018,0.0015756361,0.0015635788
t_1102,45.74708,33.72652,0.0062043536,0.00080965983,0.0014377938,0.0017091463
t_1103,45.65724,33.72652,0.0070770164,0.00095227594,0.0015407661,0.0016448462
t_1104,45.74708,33.8012,0.005991321,0.0008011314,0.0014571553,0.001424814
t_1105,46.01657,33.65178,0.005924711,0.000792758,0.0014533489,0.0014351769
t_1106,46.1064,33.65178,0.0058743586,0.0008047574,0.0014834836,0.0014866919
t_1107,46.19623,33.65178,0.006197746,0.0008927219,0.0015832796,0.0019428234
t_1108,46.1064,33.72652,0.0057341876,0.0008101907,0.0015182327,0.0015689542
t_1109,46.19623,33.72652,0.0060767913,0.0009046157,0.0016262654,0.0016252204
t_111,52.30478,33.65178,0.009507828,0.0021714245,0.002825888,0.0027680122
t_1110,46.01657,33.72652,0.0054069273,0.0007245897,0.0014159505,0.0015136143
t_1111,46.19623,33.8012,0.0058604334,0.0008947601,0.0016500447,0.0017159742
t_1112,46.01657,33.8012,0.005828499,0.0008403173,0.0015562823,0.0015960173
t_1113,46.1064,33.8012,0.005919757,0.0008835044,0.0016179141,0.0016554657
t_1114,46.19623,33.87582,0.00704787,0.0012156878,0.0019650226,0.002286771
t_1115,45.92674,33.65178,0.005663954,0.00072258106,0.0013687325,0.001384547
t_1116,45.83691,33.65178,0.00625994,0.0008111156,0.0014316532,0.0016851147
t_1117,45.92674,33.72652,0.005783285,0.0007756599,0.0014461931,0.0014592812
t_1118,45.83691,33.72652,0.0057682074,0.0007507518,0.0014033075,0.001406025
t_1119,45.83691,33.8012,0.005745974,0.0007771792,0.0014553183,0.0014806244
t_112,52.48444,33.65178,0.009145065,0.0019445564,0.0026023646,0.002579154
t_1120,45.92674,33.8012,0.0068632225,0.001034164,0.0017048335,0.0019411801
t_1121,45.83691,33.87582,0.0059347088,0.000847004,0.0015489978,0.00155879
t_1122,45.92674,33.87582,0.0056886543,0.0008208585,0.0015463526,0.0016199804
t_1123,45.83691,33.95037,0.00596364,0.00088689,0.0016156171,0.0016406308
t_1124,45.92674,33.95037,0.0057102987,0.00085850025,0.0016123729,0.0017062098
t_1125,45.65724,33.8012,0.0064218855,0.00085914106,0.0014878839,0.0017298753
t_1126,45.56741,33.8012,0.005743492,0.0007089607,0.001331183,0.0013172176
t_1127,45.74708,33.87582,0.0058636745,0.00080783985,0.0014907956,0.0014990338
t_1128,45.65724,33.87582,0.006112335,0.00083171617,0.0014910144,0.0018187847
t_1129,45.56741,33.87582,0.0059838225,0.00078181206,0.0014240519,0.0013840133
t_113,52.48444,33.72652,0.008949478,0.0019512275,0.002659851,0.0026949996
t_1130,45.74708,33.95037,0.0062750597,0.0009258441,0.0016269868,0.0019903462
t_1131,45.47758,33.95037,0.0059209103,0.00077471224,0.0014215404,0.0013948419
t_1132,45.65724,33.95037,0.0065771122,0.0009608469,0.0016330858,0.0019116763
t_1133,45.56741,33.95037,0.007539399,0.0011382865,0.0017554373,0.0018351591
t_1134,46.01657,33.87582,0.005700452,0.0008473617,0.0015935336,0.0016825428
t_1135,46.1064,33.87582,0.006456587,0.0010421947,0.001793868,0.0022046266
t_1136,46.19623,33.95037,0.007698082,0.0014388806,0.0021848492,0.002413555
t_1137,46.01657,33.95037,0.0059794947,0.00094402535,0.0017161277,0.0017733348
t_1138,46.1064,33.95037,0.008042965,0.0014945891,0.0021979637,0.0023252182
t_1139,46.19623,34.02485,0.005925706,0.0010253583,0.0018774271,0.002017471
t_114,52.30478,33.72652,0.009397681,0.0022119172,0.0029126422,0.0029286756
t_1140,46.01657,34.02485,0.0067452583,0.0011673601,0.001947875,0.002358819
t_1141,46.1064,34.02485,0.006553921,0.001152256,0.0019634073,0.0019422226
t_1142,46.19623,34.09927,0.0056118774,0.0009863802,0.0018777177,0.0021283824
t_1143,46.01657,34.09927,0.0065262127,0.0011565456,0.0019769382,0.001968344
t_1144,45.47758,34.02485,0.0067544137,0.00097294664,0.0016232883,0.0018476424
t_1145,45.65724,34.02485,0.0060681524,0.00088840426,0.0015988224,0.0015911658
t_1146,45.56741,34.02485,0.0072432905,0.0011129335,0.0017656483,0.0019269425
t_1147,45.74708,34.02485,0.0062949792,0.0009662371,0.0016935559,0.0016577926
t_1148,45.47758,34.09927,0.006818199,0.0010231084,0.0016943561,0.0019380307
t_1149,45.65724,34.09927,0.0060955933,0.0009282056,0.0016645471,0.0016713225
t_115,52.39461,33.72652,0.00910215,0.0020537127,0.0027673517,0.0027950827
t_1150,45.74708,34.09927,0.006899136,0.0011451911,0.0018793158,0.0021997485
t_1151,45.56741,34.09927,0.008480071,0.0014658433,0.0020694446,0.002044973
t_1152,45.65724,34.17363,0.0066214204,0.00108481,0.0018336438,0.0022153372
t_1153,45.83691,34.02485,0.006089457,0.00094972237,0.001704253,0.0017262629
t_1154,45.92674,34.02485,0.005776805,0.0009073799,0.0016901562,0.001796535
t_1155,45.92674,34.09927,0.006114479,0.0010225609,0.0018300955,0.001891099
t_1156,45.83691,34.09927,0.0068577453,0.0011705734,0.0019296993,0.0022922454
t_1157,45.83691,34.17363,0.0061053815,0.001027673,0.0018412791,0.0019093818
t_1158,45.92674,34.17363,0.007867764,0.0015296167,0.0022875068,0.0025121763
t_1159,45.83691,34.24791,0.007929024,0.0015567656,0.0023154018,0.0025336645
t_116,52.39461,33.8012,0.00861294,0.0019609896,0.0027583453,0.0029546127
t_1160,45.92674,34.24791,0.0055128415,0.000922749,0.0018037142,0.0020934192
t_1161,45.74708,34.24791,0.0064355764,0.0011144058,0.0019233963,0.0019232038
t_1162,45.74708,34.32214,0.008009267,0.0015870633,0.0023435832,0.0025491181
t_1163,46.1064,34.09927,0.005493508,0.00093020947,0.0017964019,0.0020474691
t_1164,46.1064,34.17363,0.00909414,0.0020157779,0.0027147075,0.002724021
t_1165,46.19623,34.17363,0.007006165,0.0014085993,0.0022945446,0.0028338458
t_1166,46.01657,34.17363,0.0054949345,0.0009098093,0.0017842642,0.0020728747
t_1167,46.1064,34.24791,0.007363452,0.001527254,0.0024013147,0.0028699993
t_1168,46.19623,34.24791,0.007058888,0.0014783537,0.0023989377,0.0023670096
t_1169,46.01657,34.24791,0.0060842996,0.0011273327,0.002028521,0.0021822527
t_117,52.30478,33.8012,0.007702476,0.0017066497,0.002603899,0.0030643153
t_1170,46.1064,34.32214,0.0069832657,0.0014675299,0.0024006048,0.002394589
t_1171,46.19623,34.32214,0.007201317,0.0015787234,0.0025300318,0.0024951275
t_1172,46.19623,34.3963,0.009777151,0.0025745851,0.0033107423,0.003355947
t_1173,45.74708,34.17363,0.006051438,0.0009836337,0.0017730409,0.0018309896
t_1174,45.56741,34.17363,0.0078492705,0.0013479826,0.0020167816,0.0021222157
t_1175,45.65724,34.24791,0.0062472834,0.0010342653,0.0018226176,0.0018419052
t_1176,45.56741,34.24791,0.0070289294,0.0011870265,0.0019219393,0.0022258263
t_1177,45.56741,34.32214,0.0072088046,0.001275326,0.0020284322,0.0023335328
t_1178,45.65724,34.32214,0.00637638,0.0011036068,0.0019173786,0.00193247
t_1179,45.65724,34.3963,0.0075309128,0.0014535402,0.0022431016,0.002558351
t_118,52.48444,33.8012,0.009331664,0.0021620905,0.0028604611,0.002878123
t_1180,46.01657,34.32214,0.008144301,0.0017817419,0.002607156,0.0028992572
t_1181,45.83691,34.32214,0.00722134,0.0014072916,0.002239656,0.0026623004
t_1182,45.92674,34.32214,0.0058590956,0.0010749603,0.0019865548,0.0022014217
t_1183,45.74708,34.3963,0.006734895,0.0012770129,0.00213672,0.0021192958
t_1184,45.83691,34.3963,0.007157816,0.001439184,0.0023076527,0.0027963447
t_1185,45.92674,34.3963,0.009547994,0.0022820013,0.0029681872,0.002953602
t_1186,45.74708,34.47039,0.007028107,0.001405373,0.0022833555,0.0028066055
t_1187,45.83691,34.47039,0.009173745,0.0021496012,0.0028839097,0.0029358836
t_1188,45.92674,34.47039,0.007994476,0.0018042562,0.002679852,0.0030695745
t_1189,45.74708,34.54441,0.006835814,0.0013965792,0.002317474,0.0023312294
t_119,52.30478,33.87582,0.0068130568,0.0014866525,0.0024819195,0.0025675036
t_1190,47.99286,33.65178,0.00885154,0.0022216183,0.0030801229,0.0033450744
t_1191,47.8132,33.65178,0.006675314,0.0014262768,0.002415546,0.0025243463
t_1192,47.90303,33.65178,0.0067619174,0.0014775278,0.002481821,0.0025861734
t_1193,47.72337,33.65178,0.007373946,0.0016185918,0.0025510627,0.0031108512
t_1194,47.8132,33.72652,0.008437923,0.0020900194,0.0030010932,0.003393197
t_1195,47.90303,33.72652,0.006780704,0.0015490382,0.0026037314,0.0027540962
t_1196,47.72337,33.72652,0.006974607,0.001560182,0.002565064,0.0026236575
t_1197,47.72337,33.8012,0.006860782,0.0015908756,0.0026537355,0.0027942387
t_1198,47.90303,33.8012,0.0081260055,0.0020981317,0.0031086016,0.0037036804
t_1199,47.8132,33.8012,0.0071474323,0.001715232,0.0027824768,0.002863044
t_12,51.13697,33.65178,0.007996411,0.002140197,0.0032191656,0.0039511896
t_120,52.21495,33.65178,0.009895144,0.0023732996,0.002994821,0.0028641284
t_1200,48.26236,33.65178,0.008083955,0.002043493,0.0030342059,0.0036006267
t_1201,48.0827,33.65178,0.006728701,0.0015172828,0.0025626482,0.002715334
t_1202,48.17253,33.65178,0.0071410094,0.0016803552,0.0027237777,0.0027827881
t_1203,48.0827,33.72652,0.0074630002,0.0018377886,0.0028923415,0.0028923566
t_1204,47.99286,33.72652,0.007158835,0.0017025514,0.0027567735,0.0028222122
t_1205,48.17253,33.72652,0.007841416,0.002006527,0.0030520672,0.0037424369
t_1206,48.26236,33.72652,0.0077029504,0.001988119,0.0030673791,0.0030389775
t_1207,48.0827,33.8012,0.006295324,0.0014852327,0.0026606529,0.0030819627
t_1208,48.26236,33.8012,0.0099201,0.0030037784,0.00387702,0.0040889326
t_1209,47.99286,33.8012,0.007642603,0.0019518554,0.0030265772,0.0030068292
t_121,52.03528,33.65178,0.009747852,0.0024134764,0.0030949295,0.0030586116
t_1210,48.35219,33.65178,0.0069880863,0.0016847235,0.002778975,0.002923706
t_1211,48.53185,33.65178,0.0108162705,0.0033334414,0.004002656,0.003910021
t_1212,48.44202,33.65178,0.0070478874,0.0017330443,0.0028451718,0.002994602
t_1213,48.44202,33.72652,0.0075332527,0.0019898256,0.0031276152,0.0031931307
t_1214,48.53185,33.72652,0.0072052623,0.0018954161,0.0030797322,0.0032685637
t_1215,48.35219,33.72652,0.0067201345,0.0016619201,0.0028293126,0.0031156116
t_1216,48.35219,33.8012,0.008670126,0.0025002868,0.0035630784,0.004192623
t_1217,48.53185,33.8012,0.008454252,0.0024880525,0.003623033,0.00440335
t_1218,48.44202,33.8012,0.007408467,0.0020257225,0.0032363024,0.0034054215
t_1219,48.44202,33.87582,0.007692558,0.0022283152,0.0034829031,0.003632468
t_122,52.12511,33.65178,0.010003827,0.0024691266,0.0030938906,0.0029610854
t_1220,48.62168,33.65178,0.010362045,0.0031474647,0.003918623,0.003994863
t_1221,48.71152,33.65178,0.007094412,0.0018258734,0.0029950046,0.00319369
t_1222,48.62168,33.72652,0.007830924,0.0021671162,0.0033234856,0.0033414662
t_1223,48.71152,33.72652,0.00856117,0.0024980449,0.0035985634,0.0043065744
t_1224,48.62168,33.8012,0.008218501,0.0024231838,0.0036075066,0.0035681506
t_1225,48.71152,33.8012,0.0075255116,0.0021639827,0.0034364867,0.0036450692
t_1226,48.62168,33.87582,0.00758129,0.0022493822,0.003566444,0.0038111352
t_1227,48.71152,33.87582,0.010512836,0.0036713204,0.0046101664,0.0049178996
t_1228,48.71152,33.95037,0.010735143,0.00394068,0.004905598,0.0052575166
t_1229,48.62168,33.95037,0.011743737,0.0044817924,0.0051932493,0.005196805
t_123,52.03528,33.72652,0.0102545945,0.0027245882,0.0033655667,0.003243342
t_1230,48.17253,33.8012,0.008208937,0.0022359593,0.003303584,0.003988298
t_1231,48.0827,33.87582,0.009785357,0.00296833,0.0038742588,0.0041471226
t_1232,47.99286,33.87582,0.006588107,0.0016458347,0.0028459134,0.0032046358
t_1233,48.26236,33.87582,0.011108564,0.003732464,0.004439882,0.00440796
t_1234,48.17253,33.87582,0.011110382,0.0036810245,0.0043664793,0.0042988653
t_1235,48.17253,33.95037,0.0074627576,0.0021178373,0.0033805105,0.0035919822
t_1236,47.99286,33.95037,0.008782232,0.0025941173,0.0036702645,0.0043131346
t_1237,48.0827,33.95037,0.0068342383,0.0018378941,0.0031156123,0.0035030115
t_1238,48.26236,33.95037,0.0075457706,0.0021863794,0.0034695275,0.0036836818
t_1239,48.26236,34.02485,0.006887061,0.0019344663,0.0033442397,0.0039306455
t_124,52.21495,33.72652,0.009656306,0.002363721,0.0030524493,0.0030326229
t_1240,48.35219,33.87582,0.0074567674,0.0020963883,0.0033445903,0.0035416714
t_1241,48.53185,33.87582,0.007800294,0.0023089813,0.0035806024,0.0037232246
t_1242,48.44202,33.95037,0.0076576876,0.0023054539,0.003635843,0.0038756712
t_1243,48.53185,33.95037,0.0076990034,0.0023606333,0.0037158383,0.0039749704
t_1244,48.35219,33.95037,0.0076818247,0.0022791498,0.0035786293,0.0037782104
t_1245,48.44202,34.02485,0.007737379,0.002436175,0.0038365547,0.004136827
t_1246,48.53185,34.02485,0.008906932,0.0030298864,0.004324892,0.0053583095
t_1247,48.35219,34.02485,0.0076215505,0.002346933,0.0037268135,0.004032148
t_1248,48.44202,34.09927,0.012267339,0.005029229,0.0056870175,0.0056382376
t_1249,48.53185,34.09927,0.0089976555,0.003197003,0.004563345,0.0045335717
t_125,52.12511,33.72652,0.009896864,0.0025147966,0.0031908196,0.0031376088
t_1250,48.17253,34.02485,0.01133426,0.004089875,0.0048420955,0.0048912135
t_1251,47.99286,34.02485,0.008764296,0.002694165,0.0038372674,0.0046002083
t_1252,48.0827,34.02485,0.0075612497,0.002212719,0.0035103022,0.0037367188
t_1253,48.17253,34.09927,0.00782076,0.002456591,0.0038353433,0.0040901704
t_1254,47.99286,34.09927,0.0075644027,0.002269974,0.0036121584,0.0038881528
t_1255,48.26236,34.09927,0.007968261,0.0025627716,0.0039581032,0.0041959165
t_1256,48.0827,34.09927,0.011606189,0.0043455744,0.005071872,0.005089582
t_1257,48.26236,34.17363,0.012177276,0.0050031533,0.0057038763,0.00571936
t_1258,48.17253,34.17363,0.008138364,0.00270632,0.0041340357,0.0043673753
t_1259,47.99286,34.17363,0.00905187,0.003059015,0.004307438,0.0052392646
t_126,52.21495,33.8012,0.007493262,0.0016810475,0.0026198428,0.0031755173
t_1260,48.35219,34.09927,0.008525374,0.002868322,0.0042322786,0.0043049813
t_1261,48.53185,34.17363,0.00863545,0.0031324858,0.0046397257,0.0048442245
t_1262,48.44202,34.17363,0.008607139,0.0030707398,0.004545154,0.004719333
t_1263,48.35219,34.17363,0.009734728,0.0036126778,0.004879265,0.005804836
t_1264,48.44202,34.24791,0.009947917,0.003931505,0.005285922,0.006367588
t_1265,48.53185,34.24791,0.010291504,0.004191743,0.0055171205,0.0065373424
t_1266,48.35219,34.24791,0.010928501,0.0044458187,0.0055682696,0.0062031588
t_1267,48.44202,34.32214,0.012745228,0.005913784,0.0066850954,0.006884566
t_1268,48.53185,34.32214,0.013524764,0.00661327,0.0071523306,0.0070695165
t_1269,48.35219,34.32214,0.009051577,0.0035105099,0.005078382,0.0052536577
t_127,52.03528,33.8012,0.010088617,0.0027490945,0.0034558328,0.0034390027
t_1270,48.0827,34.17363,0.007907714,0.0025575012,0.0039769867,0.0042571723
t_1271,47.99286,34.24791,0.008274326,0.0027959363,0.004227267,0.004431971
t_1272,48.0827,34.24791,0.008235295,0.0028195784,0.004289142,0.004546868
t_1273,48.17253,34.24791,0.012107499,0.005059902,0.005828458,0.0059546335
t_1274,48.26236,34.24791,0.008545037,0.0030645102,0.0045670206,0.0047876625
t_1275,48.0827,34.32214,0.012196061,0.0052280175,0.006022144,0.006201207
t_1276,48.17253,34.32214,0.012566609,0.00556081,0.0062788655,0.0063640038
t_1277,48.26236,34.32214,0.011921375,0.0051826998,0.006120114,0.0064605675
t_1278,47.99286,34.32214,0.008639109,0.0030930976,0.004567882,0.004734949
t_1279,48.26236,34.3963,0.00877543,0.003435691,0.005108768,0.0054733325
t_128,52.12511,33.8012,0.009895068,0.0026080299,0.0033215503,0.0033243431
t_1280,47.99286,34.3963,0.008998057,0.0034078918,0.004927455,0.005061008
t_1281,48.17253,34.3963,0.010701242,0.004509375,0.0057934932,0.006730382
t_1282,48.0827,34.3963,0.009539114,0.0037617437,0.005233041,0.0065569547
t_1283,47.99286,34.47039,0.0125206625,0.005757843,0.006603458,0.0068322364
t_1284,48.17253,34.47039,0.012043212,0.005569498,0.006630083,0.00720026
t_1285,48.26236,34.47039,0.013523369,0.0067745936,0.0074052215,0.0074751135
t_1286,48.0827,34.47039,0.011202492,0.0049316054,0.0061652483,0.00701331
t_1287,48.17253,34.54441,0.00927149,0.0039447634,0.0057290313,0.006105196
t_1288,47.99286,34.54441,0.010828143,0.0047975024,0.006181124,0.0073100883
t_1289,48.26236,34.54441,0.009951632,0.004429134,0.0061396426,0.006270272
t_129,52.03528,33.87582,0.010097865,0.002855481,0.0036018197,0.0036461756
t_1290,47.54371,33.65178,0.007790023,0.0016950298,0.0025638726,0.0029655248
t_1291,47.45387,33.65178,0.0072079385,0.0014893814,0.0023805476,0.00289589
t_1292,47.63354,33.65178,0.008933943,0.0021106561,0.0028946274,0.0030371533
t_1293,47.45387,33.72652,0.007506037,0.0016499903,0.0025666624,0.0030821476
t_1294,47.63354,33.72652,0.0072493427,0.0016221749,0.0025919238,0.0025612067
