# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:150km
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014 
t_2176,51.04714,33.95037,0.0059200004,0.0043782326,0.0064077247,0.0068249027
t_2177,50.86747,34.02485,0.0082907,0.006632081,0.008246336,0.009806782
t_2178,51.04714,34.02485,0.008664549,0.0070798076,0.008381841,0.010344647
t_2179,50.9573,34.02485,0.0067467154,0.005089764,0.0071613193,0.007804471
t_218,52.84377,33.8012,0.0034147745,0.0025570209,0.0036350966,0.0041041933
t_2180,50.9573,34.09927,0.007115305,0.005365563,0.0075597432,0.008192356
t_2181,51.04714,34.09927,0.009400231,0.007748483,0.009010664,0.011211236
t_2182,50.68781,34.02485,0.009964888,0.008329541,0.009383639,0.011926676
t_2183,50.50815,34.02485,0.007386173,0.005614139,0.0077863443,0.00852505
t_2184,50.59798,34.02485,0.009775045,0.00810203,0.009311313,0.011660394
t_2185,50.77764,34.02485,0.009740155,0.008118699,0.009200435,0.011659291
t_2186,50.68781,34.09927,0.0103390105,0.008606861,0.009811829,0.012310042
t_2187,50.59798,34.09927,0.008682697,0.006850989,0.008800937,0.01014305
t_2188,50.50815,34.09927,0.008830613,0.0069803563,0.008935438,0.010313641
t_2189,50.77764,34.09927,0.006369014,0.004615274,0.007127938,0.007203143
t_219,52.9336,33.87582,0.0029574235,0.0021203812,0.0033155074,0.0034944734
t_2190,50.68781,34.17363,0.007536005,0.005607571,0.008147841,0.0085533215
t_2191,50.59798,34.17363,0.010395656,0.008511994,0.0101067955,0.012250221
t_2192,50.86747,34.09927,0.005661051,0.0040023876,0.0065777013,0.0063616107
t_2193,50.9573,34.17363,0.0076404125,0.0057931794,0.008078519,0.008777691
t_2194,51.04714,34.17363,0.008125063,0.0063239792,0.008356812,0.009457182
t_2195,50.86747,34.17363,0.007951326,0.0060745543,0.008345851,0.009152314
t_2196,51.04714,34.24791,0.0063862456,0.0045760614,0.0073080254,0.0071692104
t_2197,50.9573,34.24791,0.008295641,0.006347464,0.008698919,0.009523452
t_2198,50.86747,34.24791,0.0071744258,0.0052435156,0.007981806,0.00807996
t_2199,50.86747,34.32214,0.011070867,0.009061814,0.010797911,0.012972267
t_22,51.94545,33.65178,0.0049665393,0.0039212652,0.004953811,0.0060244836
t_220,53.20309,33.65178,0.002803636,0.0020953675,0.002985124,0.003393981
t_2200,51.04714,34.32214,0.00833823,0.006315537,0.008838866,0.009497498
t_2201,50.9573,34.32214,0.010163135,0.008154266,0.010141684,0.011843375
t_2202,50.50815,34.17363,0.01210855,0.010314526,0.011196098,0.01442211
t_2203,50.77764,34.17363,0.006225078,0.004435823,0.007183942,0.0069775186
t_2204,50.68781,34.24791,0.007038633,0.0050882897,0.007987659,0.007882704
t_2205,50.59798,34.24791,0.008793734,0.006716867,0.009247898,0.010028799
t_2206,50.77764,34.24791,0.0067676664,0.00486234,0.007745019,0.007573655
t_2207,50.50815,34.24791,0.008654877,0.0065508625,0.009191981,0.009819377
t_2208,50.68781,34.32214,0.01301569,0.011055466,0.012134341,0.015380225
t_2209,50.59798,34.32214,0.012112098,0.010045089,0.011650589,0.01419672
t_221,53.29292,33.65178,0.0016649032,0.001077853,0.0020978902,0.0019043612
t_2210,50.50815,34.32214,0.013039147,0.011004286,0.012275594,0.015346234
t_2211,50.77764,34.32214,0.010535393,0.008456866,0.010520672,0.012241191
t_2212,50.68781,34.3963,0.011471909,0.009248738,0.011430549,0.0132629685
t_2213,50.50815,34.3963,0.009156829,0.006839886,0.009990091,0.010238512
t_2214,50.59798,34.3963,0.009253513,0.0069501386,0.009999732,0.010376041
t_2215,50.77764,34.3963,0.012085891,0.009942812,0.011754501,0.014095307
t_2216,50.68781,34.47039,0.014877389,0.012729595,0.013828287,0.017440857
t_2217,50.77764,34.47039,0.0147470515,0.012642709,0.013658971,0.017322946
t_2218,50.50815,34.47039,0.016002722,0.013870029,0.014653256,0.018773368
t_2219,50.59798,34.47039,0.015328508,0.013172994,0.014180051,0.01796559
t_222,53.11326,33.65178,0.0027198826,0.0020003016,0.002958052,0.0032703974
t_2220,50.59798,34.54441,0.016809437,0.014597163,0.01539692,0.019646423
t_2221,50.50815,34.54441,0.011127643,0.008496422,0.011862064,0.012394941
t_2222,50.9573,34.3963,0.012878238,0.01089452,0.012072089,0.015195583
t_2223,50.86747,34.3963,0.009445072,0.0072249314,0.009933603,0.010710137
t_2224,51.04714,34.3963,0.010203401,0.008111612,0.010298743,0.011811498
t_2225,50.86747,34.47039,0.014616035,0.012559487,0.013482585,0.017207336
t_2226,50.9573,34.47039,0.012987,0.010852373,0.012403591,0.015197289
t_2227,51.04714,34.47039,0.014091848,0.01211583,0.0129595995,0.016651904
t_2228,50.86747,34.54441,0.010219191,0.0077548265,0.010932678,0.011431287
t_2229,51.04714,34.54441,0.015745537,0.0137671335,0.014214887,0.018596679
t_223,53.29292,33.72652,0.001959769,0.0013169493,0.0023629195,0.0022732643
t_2230,50.9573,34.54441,0.015829526,0.013779655,0.01438973,0.018637853
t_2231,50.86747,34.61837,0.01796851,0.015884006,0.016091427,0.021083029
t_2232,50.68781,34.54441,0.013434911,0.010981931,0.0132456515,0.015439428
t_2233,50.77764,34.54441,0.01627349,0.014127484,0.014880871,0.019077979
t_2234,50.59798,34.61837,0.015876705,0.013349408,0.015204592,0.018284949
t_2235,50.68781,34.61837,0.016273364,0.013844893,0.015346068,0.018840129
t_2236,50.77764,34.61837,0.014961572,0.012484402,0.014431802,0.017248956
t_2237,50.50815,34.61837,0.015472952,0.012856539,0.015041018,0.017722972
t_2238,50.59798,34.69227,0.017608246,0.015007279,0.016648717,0.020238778
t_2239,50.50815,34.69227,0.018710138,0.016158408,0.017416738,0.021549407
t_224,53.20309,33.72652,0.0018519793,0.001212277,0.0023013393,0.00212161
t_2240,50.68781,34.69227,0.0142555,0.011437697,0.0144174695,0.016054109
t_2241,50.77764,34.69227,0.020028211,0.017884534,0.01779635,0.02337427
t_2242,48.89118,34.17363,0.009707396,0.007886542,0.009512039,0.0114488015
t_2243,48.89118,34.24791,0.007690359,0.005718625,0.008335579,0.008709297
t_2244,48.98101,34.24791,0.011809443,0.009946939,0.0110892,0.01400366
t_2245,49.07084,34.24791,0.00897648,0.0069358516,0.009329137,0.010303895
t_2246,48.89118,34.32214,0.012360365,0.010437149,0.011591837,0.014621295
t_2247,48.98101,34.32214,0.010444096,0.008361332,0.01046053,0.01212278
t_2248,49.07084,34.32214,0.012789185,0.010810099,0.011998938,0.015092275
t_2249,48.89118,34.3963,0.011266893,0.009124724,0.011154279,0.013088906
t_225,53.11326,33.72652,0.001979606,0.0013084841,0.002428696,0.0022730744
t_2250,49.07084,34.3963,0.01255853,0.010400941,0.012125559,0.014657943
t_2251,48.98101,34.3963,0.013773408,0.01175876,0.012784786,0.016241793
t_2252,48.62168,34.32214,0.012072013,0.0102814175,0.011159236,0.01438292
t_2253,48.80135,34.32214,0.009380562,0.007340204,0.009623482,0.010821878
t_2254,48.71152,34.32214,0.013048922,0.011300961,0.01182299,0.015590778
t_2255,48.62168,34.3963,0.013726755,0.011951824,0.012368621,0.016380847
t_2256,48.71152,34.3963,0.010112179,0.008016398,0.010238985,0.011692509
t_2257,48.80135,34.3963,0.012859623,0.010874396,0.0120608825,0.01517195
t_2258,48.80135,34.47039,0.010383008,0.008098408,0.010718806,0.0118352575
t_2259,48.62168,34.47039,0.014324118,0.012441271,0.0129834935,0.017004108
t_226,53.29292,33.8012,0.0018420198,0.00120273,0.002297385,0.0021080766
t_2260,48.71152,34.47039,0.01389595,0.0118978415,0.012844528,0.01640344
t_2261,48.62168,34.54441,0.011123592,0.008838555,0.011265947,0.012768384
t_2262,49.34034,34.3963,0.009945097,0.007565662,0.010568412,0.011175066
t_2263,49.16067,34.3963,0.011738924,0.0094893975,0.011668304,0.013566906
t_2264,49.25051,34.3963,0.00998626,0.0076267794,0.010545961,0.011248674
t_2265,49.34034,34.47039,0.0113430135,0.008821845,0.011776244,0.012785736
t_2266,49.16067,34.47039,0.016705656,0.014711559,0.014976286,0.01970061
t_2267,49.25051,34.47039,0.011775349,0.009312488,0.01201722,0.013390274
t_2268,49.16067,34.54441,0.018111264,0.0160674,0.01614183,0.021278476
t_2269,49.34034,34.54441,0.017660525,0.01544267,0.016059335,0.020623947
t_227,53.11326,33.8012,0.0028279827,0.0020604804,0.0031127261,0.0033787326
t_2270,49.25051,34.54441,0.01785913,0.015718445,0.016091835,0.020913498
t_2271,49.34034,34.61837,0.019414729,0.01716066,0.017480284,0.022595515
t_2272,49.60983,34.3963,0.016944915,0.015024563,0.015051988,0.020034963
t_2273,49.43017,34.3963,0.0106018465,0.008196987,0.011054966,0.011980265
t_2274,49.52,34.3963,0.014044152,0.011826195,0.01332336,0.01639242
t_2275,49.52,34.47039,0.013130023,0.010652974,0.013052715,0.015044433
t_2276,49.60983,34.47039,0.016808204,0.014627951,0.0153441895,0.01967104
t_2277,49.43017,34.47039,0.017106885,0.015022363,0.015423255,0.020092824
t_2278,49.52,34.54441,0.017909931,0.015642593,0.016331032,0.02087039
t_2279,49.43017,34.54441,0.014446756,0.011885074,0.014176362,0.016552273
t_228,53.20309,33.8012,0.0028073937,0.0020589633,0.0030645945,0.0033667642
t_2280,49.60983,34.54441,0.015415458,0.012873877,0.014877986,0.017726924
t_2281,49.43017,34.61837,0.014842445,0.012083973,0.014778733,0.016826568
t_2282,48.89118,34.47039,0.011893832,0.009630839,0.011803672,0.013744585
t_2283,49.07084,34.47039,0.013936834,0.011707572,0.0132622905,0.01625427
t_2284,48.98101,34.47039,0.011868768,0.009550738,0.0118690645,0.013658284
t_2285,49.07084,34.54441,0.013566057,0.011122109,0.013330083,0.0156073645
t_2286,48.89118,34.54441,0.010584301,0.008105531,0.011175384,0.011876817
t_2287,48.98101,34.54441,0.016173957,0.014016765,0.014822897,0.018953146
t_2288,49.07084,34.61837,0.018617412,0.016454984,0.016715294,0.021762792
t_2289,48.89118,34.61837,0.014273476,0.011811997,0.013888786,0.016442442
t_229,53.11326,33.87582,0.0026952727,0.0019157971,0.003052734,0.0031834457
t_2290,48.98101,34.61837,0.0184326,0.016325945,0.016486347,0.021596106
t_2291,48.89118,34.69227,0.0122009,0.009431859,0.012824743,0.013582722
t_2292,48.80135,34.54441,0.014915051,0.012767992,0.013855212,0.017485954
t_2293,48.71152,34.54441,0.010177265,0.0077952025,0.01071339,0.011468698
t_2294,48.62168,34.61837,0.0104215285,0.007963865,0.01102633,0.011695915
t_2295,48.80135,34.61837,0.012237241,0.009710166,0.0124582555,0.0138946045
t_2296,48.71152,34.61837,0.0136270635,0.011260907,0.0132494485,0.015758554
t_2297,48.80135,34.69227,0.017382193,0.015075437,0.015984831,0.02023338
t_2298,48.71152,34.69227,0.014838123,0.01237421,0.014313586,0.017116819
t_2299,48.62168,34.69227,0.012494006,0.0099417195,0.012686149,0.014186989
t_23,51.76579,33.72652,0.005471844,0.0043305554,0.0054526925,0.006611173
t_230,53.29292,33.87582,0.0030857364,0.0023195643,0.0032630146,0.003732328
t_2300,48.71152,34.7661,0.013450216,0.0106795505,0.013728796,0.015125686
t_2301,48.80135,34.7661,0.01353223,0.01068236,0.013905338,0.015138497
t_2302,49.52,34.61837,0.019951552,0.017677192,0.017933236,0.02318565
t_2303,49.60983,34.61837,0.019697767,0.017354958,0.017841766,0.022844795
t_2304,49.43017,34.69227,0.015197294,0.012216079,0.015380057,0.017014578
t_2305,49.52,34.69227,0.019356146,0.016721636,0.018053874,0.022214847
t_2306,49.60983,34.69227,0.021621494,0.019238295,0.019423021,0.024968764
t_2307,49.43017,34.7661,0.020396454,0.017631177,0.019081667,0.023279246
t_2308,49.52,34.7661,0.014542198,0.011295887,0.015417546,0.015926477
t_2309,49.60983,34.7661,0.015296651,0.012014359,0.015962748,0.016797839
t_231,53.20309,33.87582,0.0032370149,0.0024443031,0.003404383,0.0039163628
t_2310,49.43017,34.83986,0.014988464,0.011591029,0.016095722,0.016297268
t_2311,49.52,34.83986,0.018296044,0.0149486875,0.018340055,0.020289658
t_2312,49.16067,34.61837,0.019436592,0.017316738,0.017293569,0.022725886
t_2313,49.25051,34.61837,0.016716547,0.014210083,0.015810944,0.019288387
t_2314,49.34034,34.69227,0.016901478,0.014113206,0.016404374,0.019239517
t_2315,49.16067,34.69227,0.021772526,0.019728117,0.01904186,0.025399797
t_2316,49.25051,34.69227,0.02172579,0.019586518,0.019139834,0.025275001
t_2317,49.34034,34.7661,0.017183704,0.014150192,0.017000325,0.019321444
t_2318,49.16067,34.7661,0.02163399,0.019237285,0.019453982,0.02497203
t_2319,49.25051,34.7661,0.021584997,0.019097425,0.019559558,0.024844956
t_232,53.29292,33.95037,0.0033100992,0.0025125607,0.003457549,0.00401156
t_2320,49.34034,34.83986,0.014161278,0.010834795,0.015443883,0.015372279
t_2321,49.16067,34.83986,0.018284775,0.015210864,0.017918885,0.02056664
t_2322,48.98101,34.69227,0.02045473,0.018379265,0.018033747,0.023906603
t_2323,49.07084,34.69227,0.020917984,0.018819766,0.018435236,0.024407355
t_2324,48.89118,34.7661,0.013334066,0.010403154,0.013899705,0.014802672
t_2325,48.98101,34.7661,0.021542924,0.019334627,0.019094557,0.025018472
t_2326,49.07084,34.7661,0.022167565,0.019952515,0.019604234,0.025705969
t_2327,48.89118,34.83986,0.01729512,0.014411578,0.016853463,0.019607943
t_2328,48.98101,34.83986,0.022398144,0.020001052,0.020063374,0.025818905
t_2329,49.07084,34.83986,0.02441567,0.022237295,0.021367034,0.028199377
t_233,53.20309,33.95037,0.0035528075,0.0027254685,0.003662087,0.0043154224
t_2330,49.07084,34.91355,0.025977165,0.02368927,0.022799717,0.02980423
t_2331,48.89118,34.91355,0.019268896,0.016306767,0.018513728,0.021816088
t_2332,48.62168,34.7661,0.011633956,0.008904386,0.012394504,0.012922713
t_2333,48.71152,34.83986,0.0143568525,0.011425849,0.0146553,0.016055217
t_2334,48.62168,34.83986,0.020130036,0.017869111,0.018048828,0.023399362
t_2335,48.80135,34.83986,0.016042028,0.013147959,0.015901633,0.01812008
t_2336,48.71152,34.91355,0.015555432,0.012469043,0.015807077,0.017331235
t_2337,48.62168,34.91355,0.017268185,0.014430276,0.016762007,0.019621717
t_2338,48.80135,34.91355,0.01633769,0.013210477,0.016476383,0.018221818
t_2339,48.71152,34.98718,0.01631891,0.013026357,0.016700147,0.018015446
t_234,53.11326,33.95037,0.0027086854,0.0019059128,0.0031008841,0.0031794547
t_2340,48.80135,34.98718,0.024565378,0.022087866,0.021927463,0.028133558
t_2341,48.62168,34.98718,0.018544173,0.015563038,0.017977484,0.020962916
t_2342,50.05899,34.3963,0.010058859,0.007622991,0.010772123,0.011258965
t_2343,49.96916,34.3963,0.01599388,0.013919975,0.014552751,0.018810425
t_2344,50.14882,34.3963,0.016001051,0.013954719,0.014514975,0.018840812
t_2345,50.05899,34.47039,0.017094936,0.014930367,0.015539204,0.020015188
t_2346,49.96916,34.47039,0.017405095,0.015267795,0.015735261,0.020394564
t_2347,50.14882,34.47039,0.012693961,0.010166722,0.012802922,0.014458142
t_2348,49.96916,34.54441,0.012394351,0.009625331,0.012942607,0.01382245
t_2349,50.05899,34.54441,0.014790648,0.012181482,0.0145105915,0.016917141
t_235,53.20309,34.02485,0.0038819057,0.0030220612,0.003927491,0.00473164
t_2350,50.14882,34.54441,0.013773911,0.011106985,0.013827648,0.015631035
t_2351,49.96916,34.61837,0.013738118,0.010808395,0.014183873,0.015299609
t_2352,49.69966,34.3963,0.016015524,0.013954197,0.014549458,0.018845724
t_2353,49.87933,34.3963,0.016496614,0.014481567,0.014846754,0.019441834
t_2354,49.78949,34.3963,0.015343298,0.01319843,0.014173652,0.017991766
t_2355,49.69966,34.47039,0.016135657,0.013865088,0.014979551,0.018815083
t_2356,49.87933,34.47039,0.016965678,0.014770885,0.01548819,0.019841503
t_2357,49.78949,34.47039,0.01713001,0.014958468,0.01557719,0.020050103
t_2358,49.87933,34.54441,0.016946206,0.014511298,0.015868118,0.019618599
t_2359,49.69966,34.54441,0.018578203,0.016344976,0.016794652,0.021661922
t_236,53.29292,34.02485,0.0034738672,0.0026471722,0.0036118426,0.004209671
t_2360,49.78949,34.54441,0.018531539,0.016279357,0.016788285,0.021593565
t_2361,49.87933,34.61837,0.017748287,0.015143113,0.01676274,0.020397231
t_2362,50.23865,34.61837,0.014509932,0.011690256,0.014615483,0.016360514
t_2363,50.32848,34.61837,0.016898775,0.014314715,0.016076317,0.01943023
t_2364,50.41832,34.69227,0.019713782,0.017216716,0.018105265,0.022736892
t_2365,50.23865,34.69227,0.017145654,0.014289911,0.01669852,0.019458432
t_2366,50.32848,34.69227,0.017711308,0.014948794,0.016988363,0.02020845
t_2367,50.23865,34.7661,0.018988425,0.016024726,0.018301507,0.021489836
t_2368,50.41832,34.7661,0.019239375,0.016404694,0.01829004,0.021900471
t_2369,50.32848,34.7661,0.016941724,0.013830501,0.016929332,0.018953098
t_237,53.11326,34.02485,0.0038639067,0.0029782236,0.003962427,0.0046870615
t_2370,50.23865,34.83986,0.017828492,0.014438145,0.018033417,0.019693015
t_2371,50.41832,34.83986,0.024472022,0.021986354,0.02187158,0.028022163
t_2372,50.05899,34.61837,0.012981648,0.010058926,0.013666375,0.014378287
t_2373,50.14882,34.61837,0.014185195,0.011313867,0.014440123,0.015910372
t_2374,49.96916,34.69227,0.0154546,0.012384152,0.015708417,0.017225698
t_2375,50.05899,34.69227,0.016812876,0.013871348,0.016571995,0.018980509
t_2376,50.14882,34.69227,0.01439475,0.011300924,0.014945635,0.015916953
t_2377,50.14882,34.7661,0.017129792,0.013951306,0.017175015,0.019102715
t_2378,50.05899,34.7661,0.016892238,0.013665878,0.017057415,0.018769423
t_2379,49.96916,34.7661,0.016793303,0.0135423625,0.017014792,0.018624976
t_238,53.29292,34.09927,0.0037114748,0.0028533004,0.0038166542,0.0045045717
t_2380,50.14882,34.83986,0.018899452,0.015568674,0.018795742,0.021009726
t_2381,49.96916,34.83986,0.018248513,0.014804894,0.018442383,0.020127518
t_2382,49.69966,34.61837,0.020395348,0.018125039,0.018276779,0.023687942
t_2383,49.78949,34.61837,0.012697394,0.009775876,0.013498395,0.014029846
t_2384,49.78949,34.69227,0.018918153,0.0161635,0.017910242,0.021607414
t_2385,49.69966,34.69227,0.013959252,0.010857659,0.014697769,0.015377847
t_2386,49.87933,34.69227,0.015398639,0.012319301,0.015677562,0.017148567
t_2387,49.78949,34.7661,0.017053744,0.013825201,0.017187156,0.018958507
t_2388,49.69966,34.7661,0.017134318,0.01392916,0.017216614,0.019079411
t_2389,49.87933,34.7661,0.015669882,0.01235467,0.016277235,0.017209977
t_239,53.11326,34.09927,0.004149912,0.003230665,0.004203459,0.0050428174
t_2390,49.78949,34.83986,0.020766806,0.017579911,0.020052755,0.023302045
t_2391,49.69966,34.83986,0.019453932,0.016147759,0.01919619,0.021678252
t_2392,49.87933,34.83986,0.015190836,0.011711463,0.01644613,0.016447831
t_2393,49.78949,34.91355,0.016944995,0.01322386,0.018129501,0.018274026
t_2394,49.69966,34.91355,0.016362477,0.012673928,0.017706115,0.017616056
t_2395,49.87933,34.91355,0.020095667,0.016465066,0.020189025,0.022067256
t_2396,49.69966,34.98718,0.018937148,0.014974754,0.019986644,0.02034539
t_2397,49.78949,34.98718,0.020518962,0.01655605,0.021036452,0.022181632
t_2398,49.87933,34.98718,0.01818874,0.014226343,0.019550353,0.019466221
t_2399,49.87933,35.06075,0.02979399,0.026513191,0.027532937,0.033065967
t_24,51.85562,33.72652,0.0054892376,0.0043743392,0.0054181614,0.006655138
t_240,53.47259,33.87582,0.002899181,0.0021797596,0.0030625062,0.003515711
t_2400,49.78949,35.06075,0.018219063,0.01405552,0.020173838,0.01925845
t_2401,49.69966,35.06075,0.019371519,0.015175273,0.020927528,0.020579478
t_2402,50.32848,34.83986,0.023073182,0.020311356,0.021193927,0.026267326
t_2403,50.23865,34.91355,0.027017288,0.024385216,0.024176035,0.030651443
t_2404,50.32848,34.91355,0.028034784,0.025665171,0.024619056,0.03193599
t_2405,50.41832,34.91355,0.028094405,0.025837997,0.024506642,0.03208444
t_2406,50.23865,34.98718,0.03061166,0.028152367,0.026901862,0.03457441
t_2407,50.32848,34.98718,0.02978864,0.02726192,0.026313802,0.03366283
t_2408,50.41832,34.98718,0.02941433,0.026926499,0.025944155,0.03329933
t_2409,50.41832,35.06075,0.030487321,0.027695708,0.027318545,0.034184944
t_241,53.56242,33.87582,0.0027356772,0.0020423725,0.0029154401,0.0033133621
t_2410,50.23865,35.06075,0.030734552,0.02777331,0.027796512,0.03431089
t_2411,50.32848,35.06075,0.03114472,0.028351743,0.027869875,0.03486954
t_2412,50.05899,34.83986,0.01817907,0.014747692,0.018369928,0.020059533
t_2413,50.14882,34.91355,0.0250421,0.022060148,0.02314104,0.02823677
t_2414,49.96916,34.91355,0.019990453,0.016356492,0.020109905,0.021941885
t_2415,50.05899,34.91355,0.020411693,0.016843626,0.020353293,0.022498569
t_2416,49.96916,34.98718,0.017193697,0.013275758,0.018859364,0.018336577
t_2417,50.05899,34.98718,0.019018603,0.015056312,0.020041699,0.020438666
t_2418,50.14882,34.98718,0.027024979,0.023899926,0.024994249,0.030254848
t_2419,49.96916,35.06075,0.03153196,0.028538544,0.028505553,0.03511975
t_242,53.38276,33.95037,0.003316381,0.0025405553,0.0034214451,0.0040372177
t_2420,50.14882,35.06075,0.02419286,0.020252109,0.023986068,0.026363237
t_2421,50.05899,35.06075,0.029375933,0.02607596,0.027225329,0.032605443
t_2422,50.23865,35.13425,0.024361067,0.020028166,0.024715412,0.026109919
t_2423,50.32848,35.13425,0.03097397,0.02763797,0.028645063,0.034241665
t_2424,50.41832,35.13425,0.024022685,0.019861586,0.024189562,0.025921408
t_2425,50.41832,35.20768,0.031077169,0.02736131,0.029401109,0.03399198
t_2426,50.23865,35.20768,0.022985162,0.018283224,0.02467981,0.024120614
t_2427,50.32848,35.20768,0.03543687,0.03228262,0.03215562,0.03896764
t_2428,50.32848,35.28104,0.040309742,0.037436154,0.03600257,0.044019174
t_2429,50.23865,35.28104,0.03957668,0.0363923,0.035847824,0.043067247
t_243,53.47259,33.95037,0.0030448348,0.0022991477,0.0031993776,0.0036931522
t_2430,50.41832,35.28104,0.041401636,0.0389847,0.03627721,0.045421764
t_2431,50.32848,35.35434,0.045984816,0.043607622,0.04044256,0.04982459
t_2432,49.96916,35.13425,0.026906447,0.022719024,0.026602032,0.029087776
t_2433,50.14882,35.13425,0.020681296,0.016243609,0.02244939,0.02180583
t_2434,50.05899,35.13425,0.020668525,0.016204521,0.022515178,0.021761093
t_2435,49.96916,35.20768,0.03008769,0.025762519,0.029493324,0.03236533
t_2436,50.14882,35.20768,0.02751596,0.022948064,0.027711112,0.029321048
t_2437,50.05899,35.20768,0.028289326,0.023755185,0.028302781,0.030204296
t_2438,49.96916,35.28104,0.026197786,0.021049827,0.028025,0.02720249
t_2439,50.05899,35.28104,0.029439095,0.024431745,0.03000711,0.030906534
t_244,53.56242,33.95037,0.0028472154,0.0021298972,0.0030272356,0.0034466905
t_2440,50.14882,35.28104,0.038897593,0.035458423,0.03565305,0.042204056
t_2441,49.96916,35.35434,0.043602977,0.040110525,0.039858807,0.046792112
t_2442,49.25051,34.83986,0.017414195,0.014175807,0.01748483,0.019373523
t_2443,49.25051,34.91355,0.015018229,0.011533943,0.016367799,0.016233157
t_2444,49.34034,34.91355,0.014961549,0.011442657,0.016443074,0.016123373
t_2445,49.16067,34.91355,0.021926094,0.018928213,0.020668142,0.024788352
t_2446,49.25051,34.98718,0.017378222,0.013631571,0.018448705,0.01875953
t_2447,49.34034,34.98718,0.019765543,0.015988706,0.020133968,0.021522917
t_2448,49.16067,34.98718,0.02217844,0.01886546,0.021374948,0.024770288
t_2449,49.34034,35.06075,0.019574964,0.015523317,0.020623779,0.02098684
t_245,53.38276,34.02485,0.0035910995,0.0027856922,0.0036462292,0.0043842765
t_2450,49.16067,35.06075,0.030054592,0.027467443,0.026614984,0.033900574
t_2451,49.25051,35.06075,0.019081263,0.015096051,0.020136362,0.020488203
t_2452,49.60983,34.83986,0.018081196,0.014671175,0.018260254,0.019969033
t_2453,49.43017,34.91355,0.01575552,0.012162387,0.017089078,0.016998097
t_2454,49.52,34.91355,0.015344022,0.011744196,0.016890252,0.016492013
t_2455,49.60983,34.91355,0.020425411,0.016894352,0.020307185,0.022555634
t_2456,49.43017,34.98718,0.017431369,0.013591883,0.018751128,0.01871513
t_2457,49.52,34.98718,0.01800934,0.014116532,0.019239087,0.019337013
t_2458,49.60983,34.98718,0.0171341,0.013247896,0.018725855,0.018305086
t_2459,49.43017,35.06075,0.019698348,0.015591882,0.020853195,0.021067237
t_246,53.47259,34.02485,0.003096689,0.0023282883,0.003273269,0.0037456572
t_2460,49.52,35.06075,0.018454373,0.014343984,0.020142015,0.019604092
t_2461,49.60983,35.06075,0.02529955,0.021494022,0.024671886,0.027737014
t_2462,48.98101,34.91355,0.025453933,0.023215238,0.022300243,0.029278042
t_2463,48.89118,34.98718,0.025672251,0.023229547,0.02277406,0.029359175
t_2464,49.07084,34.98718,0.028521497,0.026289552,0.024821052,0.032557324
t_2465,48.98101,34.98718,0.027530925,0.025271082,0.02403874,0.03148675
t_2466,48.89118,35.06075,0.028704548,0.026401676,0.025069749,0.032699317
t_2467,49.07084,35.06075,0.03021151,0.027832907,0.026439643,0.03422236
t_2468,48.98101,35.06075,0.029184729,0.026788063,0.02560381,0.033134535
t_2469,49.07084,35.13425,0.032513324,0.030079499,0.02845724,0.036567874
t_247,53.56242,34.02485,0.0029916058,0.0022483417,0.0031625042,0.0036228504
t_2470,48.89118,35.13425,0.031117218,0.028817674,0.027084442,0.03522638
t_2471,48.98101,35.13425,0.031803373,0.029435948,0.027758757,0.035886846
t_2472,48.62168,35.06075,0.026076559,0.023783937,0.022884497,0.029909393
t_2473,48.80135,35.06075,0.026862618,0.02438477,0.023802167,0.030610092
t_2474,48.71152,35.06075,0.026501259,0.024123661,0.023356257,0.030300183
t_2475,48.80135,35.13425,0.029737983,0.027353555,0.026048502,0.033724416
t_2476,48.71152,35.13425,0.02742695,0.024793547,0.024505544,0.031091932
t_2477,48.62168,35.13425,0.028250711,0.025944896,0.024697278,0.032217443
t_2478,48.80135,35.20768,0.032856677,0.030608015,0.028485065,0.037059534
t_2479,48.71152,35.20768,0.031132994,0.028727349,0.027248994,0.035163544
t_248,53.38276,34.09927,0.0035527276,0.0027234084,0.0036650859,0.0043139933
t_2480,48.62168,35.20768,0.029963227,0.027520834,0.026320634,0.033916466
t_2481,48.80135,35.28104,0.034818944,0.03241178,0.030379863,0.038945783
t_2482,49.16067,35.13425,0.032453686,0.029803043,0.028726494,0.036343727
t_2483,49.34034,35.13425,0.028494371,0.024903167,0.026961425,0.031411298
t_2484,49.25051,35.13425,0.021009414,0.016773116,0.022030823,0.022431986
t_2485,49.16067,35.20768,0.024695713,0.02042232,0.024875661,0.026565174
t_2486,49.34034,35.20768,0.03142033,0.027734201,0.029556159,0.034416117
t_2487,49.25051,35.20768,0.026501954,0.022287345,0.026290262,0.028624399
t_2488,49.16067,35.28104,0.03431349,0.030883405,0.031572465,0.03763579
t_2489,49.34034,35.28104,0.040823296,0.03822508,0.035860017,0.04479423
t_249,53.47259,34.09927,0.0031981366,0.0024044118,0.0033820698,0.0038631877
t_2490,49.25051,35.28104,0.039820313,0.03722743,0.034974054,0.043811787
t_2491,49.16067,35.35434,0.04146938,0.038763154,0.036589213,0.04535125
t_2492,49.52,35.13425,0.021853795,0.01742672,0.023095192,0.023179013
