# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
s_5,49.22,36.09,0.12962,0.12962,0.12962,0.12962
s_57,50.78,36.81,0.13674,0.13674,0.13674,0.13674
s_58,48.48,36.67,0.13506,0.13506,0.13506,0.13506
s_59,51.3,36.11,0.1051,0.1051,0.1051,0.1051
s_6,50.03,37.21,0.11209,0.11209,0.11209,0.11209
s_68,50.9,35.11,0.022726577,0.02042233,0.023342412,0.025338687
s_7,50.3,37.13,0.0939,0.0939,0.0939,0.0939
s_8,51.32,36.112,0.07212,0.07212,0.07212,0.07212
s_9,50.37,35.72,0.07059,0.07059,0.07059,0.07059
t_0,51.40646,33.65178,0.004246298,0.003240861,0.00495373,0.0049804207
t_1,51.58613,33.65178,0.0031027223,0.0022010768,0.0039913114,0.0035522378
t_10,51.2268,33.65178,0.0036511102,0.002648933,0.004560135,0.0041912897
t_100,52.75394,33.65178,0.00353853,0.002849282,0.0038547302,0.0043336954
t_1000,46.28606,33.65178,0.0021414421,0.0015264163,0.0026912293,0.0025090298
t_1001,46.3759,33.65178,0.002484633,0.0018408189,0.0029969453,0.0029575722
t_1002,46.55556,33.65178,0.0018883785,0.0012776443,0.002558282,0.002163812
t_1003,46.46573,33.65178,0.0023849127,0.0017288117,0.0029433146,0.0028070982
t_1004,46.28606,33.72652,0.0023302329,0.0016848331,0.0028842036,0.0027418905
t_1005,46.3759,33.72652,0.0025008281,0.0018328597,0.0030509403,0.0029559887
t_1006,46.46573,33.72652,0.002268689,0.0015994987,0.0028879035,0.002632379
t_1007,46.55556,33.72652,0.002221044,0.0015482228,0.0028788876,0.0025643166
t_1008,46.28606,33.8012,0.0023057293,0.0016393978,0.0029009867,0.0026859501
t_1009,46.3759,33.8012,0.0026821482,0.001984045,0.003238714,0.0031759928
t_101,52.6641,33.65178,0.0037550665,0.0030497147,0.0040472723,0.004606041
t_1010,46.64539,33.65178,0.0021864795,0.0015233542,0.0028337634,0.002525604
t_1011,46.73522,33.65178,0.0028538322,0.002135989,0.0034018613,0.003391915
t_1012,46.82505,33.65178,0.0030578382,0.002319923,0.0035901472,0.0036501621
t_1013,46.73522,33.72652,0.003003834,0.00225407,0.0035700002,0.0035651682
t_1014,46.64539,33.72652,0.0031064053,0.0023735815,0.003617988,0.0037206754
t_1015,46.82505,33.72652,0.0030563402,0.0022873483,0.0036423572,0.0036175346
t_1016,46.82505,33.8012,0.0032234646,0.002419605,0.0038284285,0.0038099717
t_1017,46.73522,33.8012,0.0029879722,0.0022071134,0.0036086312,0.003511782
t_1018,46.64539,33.8012,0.0031146214,0.0023519527,0.0036760524,0.0037032026
t_1019,46.73522,33.87582,0.0034906345,0.002672579,0.004057213,0.004157292
t_102,52.57427,33.65178,0.0041109505,0.0033963732,0.004334866,0.005064804
t_1020,47.00472,33.65178,0.0027020394,0.0019420922,0.003362496,0.0031403075
t_1021,47.09455,33.65178,0.0031488873,0.002358009,0.0037495878,0.0037215948
t_1022,46.91489,33.65178,0.003364211,0.0026067726,0.0038553886,0.0040446105
t_1023,47.00472,33.72652,0.0029725293,0.0021687853,0.0036341792,0.003466738
t_1024,47.09455,33.72652,0.004586081,0.0037788597,0.004870037,0.0056087477
t_1025,46.91489,33.72652,0.0024220443,0.0016874896,0.0031626194,0.0027840012
t_1026,47.00472,33.8012,0.0036004223,0.0027544268,0.004189277,0.0042775376
t_1027,47.09455,33.8012,0.0031071668,0.002254259,0.0038345754,0.0036018526
t_1028,46.91489,33.8012,0.0041967276,0.003379551,0.0045926096,0.0050937408
t_1029,47.00472,33.87582,0.0039313477,0.0030483303,0.0045070997,0.0046841027
t_103,52.75394,33.72652,0.0037210095,0.0030071647,0.004037819,0.004554466
t_1030,46.55556,33.8012,0.0023478675,0.0016442274,0.003028971,0.0027100018
t_1031,46.46573,33.8012,0.002160961,0.0014924626,0.0028444713,0.002486526
t_1032,46.3759,33.87582,0.0022019236,0.0015237961,0.002891432,0.0025339844
t_1033,46.28606,33.87582,0.0030244386,0.00231218,0.0035199365,0.003629005
t_1034,46.55556,33.87582,0.0024152454,0.0016884456,0.0031327293,0.0027814126
t_1035,46.46573,33.87582,0.0024018618,0.001686623,0.00308801,0.002773145
t_1036,46.3759,33.95037,0.0030024557,0.0022428348,0.0035855072,0.0035534
t_1037,46.28606,33.95037,0.0022241236,0.001538992,0.0029234118,0.0025581808
t_1038,46.55556,33.95037,0.003213248,0.0024072456,0.003823972,0.0037938806
t_1039,46.46573,33.95037,0.0026724276,0.0019096085,0.0033546668,0.003097474
t_104,52.6641,33.72652,0.0036030996,0.0028650826,0.0039968854,0.004379284
t_1040,46.82505,33.87582,0.0045900107,0.0037697249,0.0048975106,0.0056032613
t_1041,46.64539,33.87582,0.0030682913,0.0022744625,0.0036917275,0.0036084445
t_1042,46.82505,33.95037,0.0044819526,0.0036174469,0.0048983647,0.0054259948
t_1043,46.73522,33.95037,0.003817035,0.0029646049,0.004367065,0.0045611733
t_1044,46.64539,33.95037,0.003404195,0.0025740587,0.004011372,0.0040286533
t_1045,46.73522,34.02485,0.0040552514,0.0031673834,0.004611815,0.004844104
t_1046,46.82505,34.02485,0.0049983817,0.0041103335,0.0053390814,0.006075441
t_1047,46.64539,34.02485,0.004688059,0.0038433364,0.005018687,0.005710324
t_1048,46.55556,34.09927,0.004032723,0.0031597547,0.0045688455,0.004828306
t_1049,46.82505,34.09927,0.004725191,0.0037822984,0.00522766,0.00567354
t_105,52.57427,33.72652,0.0039216713,0.0031668476,0.004266512,0.0047849678
t_1050,47.09455,33.87582,0.00352898,0.0026217594,0.0042320457,0.0041180598
t_1051,46.91489,33.87582,0.0038241444,0.002962899,0.0043874267,0.0045622294
t_1052,47.00472,33.95037,0.00442836,0.0035116095,0.004951131,0.0053092185
t_1053,46.91489,33.95037,0.004722994,0.0038406223,0.0051163863,0.0057241493
t_1054,47.09455,33.95037,0.003989574,0.00303953,0.004662885,0.0046945754
t_1055,47.00472,34.02485,0.0039134123,0.002943531,0.004633337,0.004571555
t_1056,46.91489,34.02485,0.0042244834,0.0032858022,0.004829355,0.005019306
t_1057,47.09455,34.02485,0.0046393513,0.0036547133,0.0052315416,0.0055219657
t_1058,47.00472,34.09927,0.0047395877,0.003737211,0.005340058,0.005636295
t_1059,46.91489,34.09927,0.0043206154,0.0033379016,0.0049774293,0.0051028263
t_106,52.57427,33.8012,0.0040524616,0.0032681269,0.0044212854,0.004932233
t_1060,46.46573,34.02485,0.0033916545,0.0025753381,0.0039787423,0.0040255366
t_1061,46.3759,34.02485,0.0031694244,0.00237703,0.0037679418,0.0037480353
t_1062,46.28606,34.02485,0.0032097818,0.0024392153,0.003761564,0.0038244978
t_1063,46.55556,34.02485,0.002824443,0.0020146295,0.0035688656,0.0032607384
t_1064,46.3759,34.09927,0.003637841,0.0028116547,0.0041842386,0.0043469067
t_1065,46.46573,34.09927,0.0038777315,0.0030285146,0.0044082794,0.0046449276
t_1066,46.28606,34.09927,0.0030107307,0.0022120446,0.0036547382,0.003524447
t_1067,46.3759,34.17363,0.0038673829,0.003007987,0.00441784,0.004621595
t_1068,46.46573,34.17363,0.004735423,0.0038688236,0.0050962935,0.005753539
t_1069,46.28606,34.17363,0.004020617,0.003189533,0.004484911,0.004850431
t_107,52.75394,33.8012,0.003956596,0.003218982,0.004259964,0.004844659
t_1070,46.73522,34.09927,0.003705317,0.0027739862,0.0044083092,0.004331477
t_1071,46.64539,34.09927,0.0044902586,0.003598824,0.004953913,0.00541325
t_1072,46.55556,34.17363,0.003960581,0.0030475163,0.0045807445,0.0046934667
t_1073,46.82505,34.17363,0.0040179123,0.0030160856,0.0047673634,0.0046784743
t_1074,46.64539,34.17363,0.0042875935,0.0033506516,0.0048753778,0.005104601
t_1075,46.73522,34.17363,0.0048387875,0.0038850121,0.005335339,0.0058115995
t_1076,46.55556,34.24791,0.0040583224,0.0031046579,0.0047231773,0.004782884
t_1077,46.82505,34.24791,0.0064471653,0.0054969224,0.006595275,0.007869085
t_1078,46.73522,34.24791,0.0051935688,0.0042060283,0.0056725033,0.0062410277
t_1079,46.64539,34.24791,0.0031794184,0.0022597453,0.0040832856,0.0036385132
t_108,52.6641,33.8012,0.0040358566,0.0032758315,0.0043622954,0.004930363
t_1080,47.09455,34.09927,0.0066149305,0.0056848163,0.0066949665,0.008096162
t_1081,47.00472,34.17363,0.0062861247,0.005304789,0.006522876,0.007640745
t_1082,46.91489,34.17363,0.0064629763,0.005533753,0.0065707285,0.007905936
t_1083,47.09455,34.17363,0.004861272,0.0037768998,0.005570269,0.0057137045
t_1084,47.00472,34.24791,0.0045195627,0.0034118316,0.0053403312,0.0052374774
t_1085,46.91489,34.24791,0.006444098,0.005453225,0.0066663623,0.007832095
t_1086,47.09455,34.24791,0.0047977837,0.0036562525,0.0056092343,0.0055699274
t_1087,46.91489,34.32214,0.0065446654,0.0055009676,0.006843702,0.007914697
t_1088,47.09455,34.32214,0.0077143335,0.0066793542,0.007774536,0.009380885
t_1089,47.00472,34.32214,0.004776759,0.0036197086,0.005627798,0.005526615
t_109,52.6641,33.87582,0.004427652,0.0036480154,0.00469715,0.005425378
t_1090,46.28606,34.24791,0.004639873,0.0037893741,0.0049926983,0.0056431065
t_1091,46.46573,34.24791,0.004479329,0.00356409,0.004987938,0.0053774435
t_1092,46.3759,34.24791,0.0038120148,0.0029151018,0.004438105,0.0045108115
t_1093,46.46573,34.32214,0.004333453,0.0033731784,0.0049508354,0.005142387
t_1094,46.28606,34.32214,0.0045748334,0.0036838963,0.005018318,0.005524099
t_1095,46.3759,34.32214,0.003997765,0.0030637153,0.0046440708,0.004721967
t_1096,46.3759,34.3963,0.004342931,0.0033733805,0.004973691,0.0051457123
t_1097,46.28606,34.3963,0.003920529,0.0029778667,0.0045965007,0.004609587
t_1098,46.46573,34.3963,0.0044205007,0.0034176926,0.005088848,0.0052149575
t_1099,46.3759,34.47039,0.00427349,0.003258935,0.0049895807,0.005007188
t_11,51.31663,33.65178,0.00413734,0.0031111855,0.004900723,0.0048130173
t_110,52.39461,33.65178,0.004208658,0.0034500977,0.004490508,0.005157264
t_1100,45.74708,33.65178,0.0015803237,0.0010805691,0.0020826112,0.0018338276
t_1101,45.65724,33.65178,0.0022512006,0.0017248458,0.0026047637,0.0027421631
t_1102,45.74708,33.72652,0.0018952615,0.0013566809,0.0023785583,0.0022409696
t_1103,45.65724,33.72652,0.0021305394,0.0015927829,0.0025446783,0.0025682542
t_1104,45.74708,33.8012,0.0018958058,0.0013403746,0.0024077117,0.0022245802
t_1105,46.01657,33.65178,0.0018975706,0.0013372592,0.002417196,0.00222202
t_1106,46.1064,33.65178,0.0019353405,0.0013599223,0.0024708023,0.0022597476
t_1107,46.19623,33.65178,0.002111591,0.0015125525,0.0026422825,0.002483659
t_1108,46.1064,33.72652,0.0019609844,0.0013672429,0.0025259315,0.0022775522
t_1109,46.19623,33.72652,0.0021509437,0.0015293667,0.0027092686,0.0025155516
t_111,52.30478,33.65178,0.004436876,0.0036640281,0.0046917186,0.00544279
t_1110,46.01657,33.72652,0.001782295,0.0012205845,0.0023526496,0.002059409
t_1111,46.19623,33.8012,0.0021500508,0.0015106248,0.0027459625,0.002496612
t_1112,46.01657,33.8012,0.0020173984,0.0014134704,0.0025823729,0.0023462337
t_1113,46.1064,33.8012,0.0021136904,0.00148884,0.002688445,0.0024599333
t_1114,46.19623,33.87582,0.002738246,0.0020492978,0.0032647117,0.0032620225
t_1115,45.92674,33.65178,0.0017545569,0.0012167599,0.0022735398,0.002042531
t_1116,45.83691,33.65178,0.0018983989,0.0013634306,0.0023743887,0.0022489706
t_1117,45.92674,33.72652,0.0018671722,0.0013042773,0.002399274,0.0021762992
t_1118,45.83691,33.72652,0.0018060596,0.0012601824,0.0023249586,0.0021072936
t_1119,45.83691,33.8012,0.0018694756,0.0013025921,0.0024081385,0.002175442
t_112,52.48444,33.65178,0.0040165773,0.0032743237,0.0043140464,0.004919461
t_1120,45.92674,33.8012,0.0023417955,0.0017362409,0.002823722,0.0027973782
t_1121,45.83691,33.87582,0.002011756,0.0014174113,0.002559682,0.002347984
t_1122,45.92674,33.87582,0.001978709,0.0013761501,0.0025591222,0.0022940538
t_1123,45.83691,33.95037,0.0021000556,0.001481776,0.0026661698,0.0024474824
t_1124,45.92674,33.95037,0.0020625913,0.0014369754,0.002664861,0.0023888987
t_1125,45.65724,33.8012,0.001981334,0.0014349142,0.0024548408,0.0023539194
t_1126,45.56741,33.8012,0.0016980108,0.0011821472,0.002194002,0.0019848123
t_1127,45.74708,33.87582,0.001923682,0.0013494856,0.0024601717,0.0022445384
t_1128,45.65724,33.87582,0.0019483557,0.0013869382,0.002457018,0.0022926314
t_1129,45.56741,33.87582,0.0018424958,0.0013015096,0.0023437,0.0021640407
t_113,52.48444,33.72652,0.004057653,0.0032828695,0.004406914,0.004946876
t_1130,45.74708,33.95037,0.0021492552,0.0015440605,0.0026808872,0.0025301634
t_1131,45.47758,33.95037,0.0018270551,0.0012853834,0.0023333465,0.0021414536
t_1132,45.65724,33.95037,0.0021905338,0.0015995796,0.00268696,0.0026021004
t_1133,45.56741,33.95037,0.0024771602,0.0018914617,0.0028831363,0.0029999414
t_1134,46.01657,33.87582,0.002043624,0.0014231863,0.002641002,0.0023674394
t_1135,46.1064,33.87582,0.0024157327,0.0017536187,0.0029766257,0.0028438158
t_1136,46.19623,33.95037,0.0031429103,0.0024216757,0.0036242523,0.003780465
t_1137,46.01657,33.95037,0.0022401202,0.0015830596,0.002840284,0.002604278
t_1138,46.1064,33.95037,0.0032123497,0.0025104051,0.0036396277,0.0038905242
t_1139,46.19623,34.02485,0.0024413823,0.0017233357,0.003112854,0.0028242136
t_114,52.30478,33.72652,0.0045370683,0.0037294521,0.004833164,0.005544884
t_1140,46.01657,34.02485,0.0026534353,0.0019543197,0.0032185954,0.0031353848
t_1141,46.1064,34.02485,0.0026517347,0.001932779,0.003249516,0.003112615
t_1142,46.19623,34.09927,0.00237865,0.0016551367,0.0031092537,0.0027347838
t_1143,46.01657,34.09927,0.00265731,0.0019330141,0.0032624207,0.0031147748
t_1144,45.47758,34.02485,0.0021882113,0.0016113888,0.002659806,0.0026124278
t_1145,45.65724,34.02485,0.0020806235,0.0014765252,0.0026273497,0.0024348681
t_1146,45.56741,34.02485,0.0024490606,0.0018462585,0.002896187,0.0029468727
t_1147,45.74708,34.02485,0.0022375342,0.0016087154,0.0027866338,0.0026294668
t_1148,45.47758,34.09927,0.0022895252,0.0016914326,0.00277202,0.002732349
t_1149,45.65724,34.09927,0.002167342,0.0015399602,0.002731302,0.0025325355
t_115,52.39461,33.72652,0.0042522307,0.0034590778,0.0045888415,0.005186138
t_1150,45.74708,34.09927,0.0025645352,0.0019032437,0.0030870433,0.0030505685
t_1151,45.56741,34.09927,0.0030573644,0.0024268273,0.0033869478,0.003742517
t_1152,45.65724,34.17363,0.0024562543,0.0017964416,0.003003609,0.0029024659
t_1153,45.83691,34.02485,0.0022295434,0.0015841083,0.002808436,0.0026010184
t_1154,45.92674,34.02485,0.002167937,0.0015162969,0.0027895868,0.0025102275
t_1155,45.92674,34.09927,0.0023974723,0.001705853,0.0030159724,0.0027882073
t_1156,45.83691,34.09927,0.002631686,0.0019490093,0.0031744475,0.0031219283
t_1157,45.83691,34.17363,0.002402355,0.0017081228,0.003025434,0.002792469
t_1158,45.92674,34.17363,0.0032850306,0.0025467393,0.0037611956,0.003955834
t_1159,45.83691,34.24791,0.0033235457,0.0025822397,0.003795394,0.004004687
t_116,52.39461,33.8012,0.004132722,0.003300452,0.0045724325,0.004996925
t_1160,45.92674,34.24791,0.0022298042,0.0015338162,0.0029639408,0.002556575
t_1161,45.74708,34.24791,0.002550892,0.0018453746,0.003150461,0.002986746
t_1162,45.74708,34.32214,0.0033653667,0.0026224724,0.003829581,0.0040591946
t_1163,46.1064,34.09927,0.0022533592,0.00155779,0.0029699148,0.0025889708
t_1164,46.1064,34.17363,0.004143992,0.0033683265,0.0044737146,0.0050590653
t_1165,46.19623,34.17363,0.0031679377,0.00235952,0.0037925665,0.0037296077
t_1166,46.01657,34.17363,0.00220935,0.0015180141,0.0029409917,0.0025327725
t_1167,46.1064,34.24791,0.003363975,0.0025484832,0.003956093,0.003988922
t_1168,46.19623,34.24791,0.0033137898,0.0024720298,0.003959389,0.0038939544
t_1169,46.01657,34.24791,0.0026400273,0.0018775465,0.0033383486,0.003053965
t_117,52.30478,33.8012,0.0037386436,0.002876348,0.004323277,0.004446949
t_1170,46.1064,34.32214,0.0032912192,0.0024444025,0.003949695,0.0038579279
t_1171,46.19623,34.32214,0.003511476,0.0026350287,0.0041692867,0.0041264915
t_1172,46.19623,34.3963,0.005160195,0.004286563,0.0054375604,0.006295469
t_1173,45.74708,34.17363,0.0023024103,0.0016319039,0.0029091027,0.0026774174
t_1174,45.56741,34.17363,0.0028783479,0.0022279278,0.0032970593,0.0034868403
t_1175,45.65724,34.24791,0.0023875146,0.001709563,0.0029813158,0.0027880454
t_1176,45.56741,34.24791,0.002623969,0.0019584445,0.0031383927,0.0031280916
t_1177,45.56741,34.32214,0.0027904853,0.00209997,0.0033066098,0.0033318715
t_1178,45.65724,34.32214,0.002525879,0.0018206141,0.0031310879,0.0029522537
t_1179,45.65724,34.3963,0.0031345708,0.002392799,0.0036549433,0.0037503298
t_118,52.48444,33.8012,0.0044316985,0.0036338468,0.0047342344,0.005415975
t_1180,46.01657,34.32214,0.0037800213,0.0029612556,0.0042797476,0.004543217
t_1181,45.83691,34.32214,0.0030957232,0.0023301044,0.0036668074,0.0036745847
t_1182,45.92674,34.32214,0.002534614,0.0017834255,0.0032591706,0.0029216148
t_1183,45.74708,34.3963,0.0028692547,0.0021062866,0.0034880089,0.0033671784
t_1184,45.83691,34.3963,0.0031719233,0.0023782013,0.0037720394,0.0037500935
t_1185,45.92674,34.3963,0.0045772404,0.003776336,0.0048515038,0.005602376
t_1186,45.74708,34.47039,0.0031064032,0.0023131429,0.0037204819,0.0036611664
t_1187,45.83691,34.47039,0.0043543214,0.003543447,0.0046999585,0.005304695
t_1188,45.92674,34.47039,0.0038326373,0.002980874,0.0043779803,0.0045825792
t_1189,45.74708,34.54441,0.0031141548,0.002293769,0.0037696818,0.0036435851
t_119,52.30478,33.87582,0.003400643,0.0025035387,0.004119668,0.0039546806
t_1190,47.99286,33.65178,0.0048774723,0.0039426624,0.0053318976,0.0058789453
t_1191,47.8132,33.65178,0.0034804738,0.002560467,0.0042252424,0.004039842
t_1192,47.90303,33.65178,0.0035763937,0.0026399968,0.0043244595,0.0041525504
t_1193,47.72337,33.65178,0.0038256468,0.0029145223,0.0044716913,0.004514665
t_1194,47.8132,33.72652,0.0047162217,0.0037560437,0.0052509545,0.0056459215
t_1195,47.90303,33.72652,0.0037538726,0.0027730584,0.004545139,0.0043469523
t_1196,47.72337,33.72652,0.0037695272,0.002811934,0.004501536,0.0043906528
t_1197,47.72337,33.8012,0.0038685033,0.0028692265,0.0046613277,0.0044817594
t_1198,47.90303,33.8012,0.004793417,0.003761972,0.0054314686,0.005678281
t_1199,47.8132,33.8012,0.004112046,0.003087214,0.0048790392,0.0047805537
t_12,51.13697,33.65178,0.004721348,0.003663952,0.005415562,0.0055570593
t_120,52.21495,33.65178,0.0047875787,0.004008551,0.0049748598,0.005891851
t_1200,48.26236,33.65178,0.0045306156,0.003541704,0.0051534115,0.005374616
t_1201,48.0827,33.65178,0.0036312658,0.0026729673,0.0044140373,0.0042050052
t_1202,48.17253,33.65178,0.003919467,0.0029364491,0.004659733,0.004565945
t_1203,48.0827,33.72652,0.0042661163,0.0032460815,0.00499217,0.0049915933
t_1204,47.99286,33.72652,0.0040360093,0.0030299872,0.00478842,0.004698358
t_1205,48.17253,33.72652,0.0045456323,0.0035155083,0.005231883,0.0053528086
t_1206,48.26236,33.72652,0.004502553,0.003455359,0.005223761,0.005277971
t_1207,48.0827,33.8012,0.0036468175,0.002630607,0.004605718,0.004172701
t_1208,48.26236,33.8012,0.0062666503,0.0052311947,0.0066069537,0.0075707776
t_1209,47.99286,33.8012,0.0045380634,0.003481395,0.0052669016,0.0053152167
t_121,52.03528,33.65178,0.004910045,0.0040858407,0.0051518106,0.0060136947
t_1210,48.35219,33.65178,0.003895554,0.0028923785,0.0046876664,0.0045139557
t_1211,48.53185,33.65178,0.006659259,0.0057245158,0.0067389193,0.0081480555
t_1212,48.44202,33.65178,0.0040005497,0.0029775219,0.004802378,0.0046342397
t_1213,48.44202,33.72652,0.0045000864,0.00341758,0.0052772323,0.0052375784
t_1214,48.53185,33.72652,0.0043520117,0.0032579303,0.0052008755,0.005030223
t_1215,48.35219,33.72652,0.0038991827,0.0028629713,0.0047854576,0.0044880025
t_1216,48.35219,33.8012,0.005416606,0.004319429,0.0060360497,0.0064263786
t_1217,48.53185,33.8012,0.005418368,0.0042748186,0.00611338,0.00638218
t_1218,48.44202,33.8012,0.00461083,0.0034782416,0.005460476,0.005333068
t_1219,48.44202,33.87582,0.0050182804,0.0038248168,0.005875057,0.0058063515
t_122,52.12511,33.65178,0.00496901,0.004174903,0.005143703,0.0061136642
t_1220,48.62168,33.65178,0.0063908547,0.0054101315,0.006605304,0.0077733435
t_1221,48.71152,33.65178,0.0042164912,0.0031432465,0.0050643235,0.004871703
t_1222,48.62168,33.72652,0.004847472,0.0037273364,0.0056141303,0.005658096
t_1223,48.71152,33.72652,0.005420319,0.004298817,0.0060795224,0.0064070416
t_1224,48.62168,33.8012,0.005338512,0.0041666455,0.0060923262,0.006248733
t_1225,48.71152,33.8012,0.004917245,0.0037238516,0.005809749,0.0056745885
t_1226,48.62168,33.87582,0.0050993087,0.003867193,0.0060254107,0.0058739576
t_1227,48.71152,33.87582,0.007461329,0.006311606,0.007775645,0.0089712795
t_1228,48.71152,33.95037,0.00796875,0.00677301,0.008272679,0.009560503
t_1229,48.62168,33.95037,0.00877674,0.0076922304,0.008739444,0.01064516
t_123,52.03528,33.72652,0.005445617,0.004608232,0.0055961055,0.006690139
t_1230,48.17253,33.8012,0.005005465,0.0039278218,0.0056756744,0.005910027
t_1231,48.0827,33.87582,0.0063305986,0.0052676597,0.006707954,0.007627948
t_1232,47.99286,33.87582,0.0040165274,0.002942088,0.0049652588,0.004607549
t_1233,48.26236,33.87582,0.007523733,0.006513814,0.007574201,0.0091652665
t_1234,48.17253,33.87582,0.00746831,0.0064757434,0.007498447,0.009110592
t_1235,48.17253,33.95037,0.0049408115,0.003741302,0.0058405413,0.0056993505
t_1236,47.99286,33.95037,0.0057873805,0.0046452903,0.006407916,0.0068614264
t_1237,48.0827,33.95037,0.0044254586,0.0032721048,0.0054189744,0.0050708544
t_1238,48.26236,33.95037,0.0050482326,0.0038311547,0.005953847,0.0058221165
t_1239,48.26236,34.02485,0.004625185,0.003399114,0.0057548247,0.005262737
t_124,52.21495,33.72652,0.0048106457,0.0039896276,0.0050688316,0.005888066
t_1240,48.35219,33.87582,0.0048057823,0.003633199,0.005685785,0.0055493475
t_1241,48.53185,33.87582,0.005184248,0.003966498,0.006044118,0.005998543
t_1242,48.44202,33.95037,0.005219642,0.0039695203,0.006148367,0.0060125906
