# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014 
t_2052,49.69966,33.65178,0.007465296,0.0064006625,0.00762426,0.0090480745
t_2053,49.87933,33.65178,0.0060123196,0.0048461366,0.0066293515,0.0071269656
t_2054,49.78949,33.65178,0.005936581,0.0047672475,0.0065735374,0.0070265806
t_2055,49.69966,33.72652,0.005743603,0.004486373,0.006553909,0.0066867513
t_2056,49.87933,33.72652,0.0058080023,0.0045498433,0.006608221,0.0067693703
t_2057,49.78949,33.72652,0.0056785205,0.0044160346,0.00650865,0.0065965583
t_2058,49.69966,33.8012,0.008487637,0.0073311925,0.008628145,0.010232542
t_2059,49.87933,33.8012,0.008617388,0.0074691377,0.008720552,0.0103982
t_206,53.38276,33.8012,0.0023718118,0.0017775714,0.002824563,0.002848974
t_2060,49.78949,33.8012,0.0058542765,0.0045206365,0.0067753056,0.0067500486
t_2061,49.87933,33.87582,0.0063733254,0.004965549,0.0073110284,0.0073409025
t_2062,49.96916,33.65178,0.007877358,0.0068497863,0.007895422,0.009588248
t_2063,50.14882,33.65178,0.007664741,0.006624734,0.007742822,0.009315449
t_2064,50.05899,33.65178,0.007923076,0.0069038724,0.007918519,0.009651397
t_2065,50.14882,33.72652,0.008509161,0.007463334,0.008449696,0.010349692
t_2066,50.05899,33.72652,0.008376541,0.007309571,0.008376425,0.01017015
t_2067,49.96916,33.72652,0.008122199,0.0070252954,0.008219712,0.00983333
t_2068,50.05899,33.8012,0.005730252,0.004402573,0.0066776327,0.006596257
t_2069,50.14882,33.8012,0.0082509555,0.0070796967,0.008460066,0.009929524
t_207,53.47259,33.8012,0.0025869322,0.0020035673,0.002955685,0.0031501874
t_2070,49.96916,33.8012,0.006814974,0.005524989,0.007486341,0.008028441
t_2071,50.14882,33.87582,0.006240262,0.0048426096,0.0071944245,0.0071810107
t_2072,50.41832,33.87582,0.008603131,0.0073991576,0.008809625,0.010333741
t_2073,50.23865,33.87582,0.0090481825,0.007860622,0.009148891,0.010890732
t_2074,50.32848,33.95037,0.0071163448,0.0056768055,0.007968621,0.008256191
t_2075,50.23865,33.95037,0.006771591,0.005304697,0.0077311113,0.007788102
t_2076,50.41832,33.95037,0.007495266,0.006097766,0.008221366,0.008778954
t_2077,50.41832,34.02485,0.008092963,0.0066299406,0.008824931,0.009460285
t_2078,50.32848,34.02485,0.009812716,0.008488226,0.010034897,0.011699268
t_2079,50.23865,34.02485,0.0073967935,0.005854151,0.008364159,0.008501553
t_208,53.56242,33.8012,0.002539093,0.001973325,0.0028863798,0.0030998546
t_2080,50.23865,34.09927,0.008586207,0.007005286,0.009424087,0.00995128
t_2081,50.41832,34.09927,0.008123615,0.006541752,0.009032074,0.009373927
t_2082,49.69966,33.87582,0.008882936,0.0076608527,0.009074082,0.010660181
t_2083,49.78949,33.87582,0.006256635,0.004851376,0.0072243246,0.0071942797
t_2084,49.78949,33.95037,0.006798579,0.0053161294,0.007787196,0.0078065083
t_2085,49.69966,33.95037,0.0067575076,0.005278192,0.0077509554,0.0077575576
t_2086,49.87933,33.95037,0.0104138525,0.009239082,0.0102740675,0.012547747
t_2087,49.78949,34.02485,0.0074303723,0.005867661,0.008427855,0.008522665
t_2088,49.69966,34.02485,0.0072784782,0.0057191853,0.008311348,0.008334895
t_2089,49.87933,34.02485,0.0111792665,0.009968446,0.010989761,0.013428977
t_209,53.38276,33.87582,0.0028292716,0.0022064734,0.0032070924,0.0034439208
t_2090,49.78949,34.09927,0.013169943,0.012106152,0.012467391,0.015880061
t_2091,49.69966,34.09927,0.012192984,0.0109805,0.011864945,0.014621863
t_2092,50.05899,33.87582,0.007432305,0.00609046,0.008079038,0.008755997
t_2093,49.96916,33.87582,0.0075101983,0.0061698477,0.008140788,0.008855234
t_2094,50.14882,33.95037,0.006606716,0.0051354305,0.0076279114,0.0075740586
t_2095,50.05899,33.95037,0.0069053858,0.005426778,0.007856813,0.007946134
t_2096,49.96916,33.95037,0.010253913,0.009061283,0.010169972,0.012341683
t_2097,50.14882,34.02485,0.007083946,0.0055332384,0.008155722,0.008098247
t_2098,50.05899,34.02485,0.007166667,0.005609448,0.00822881,0.0081959935
t_2099,49.96916,34.02485,0.01085915,0.009609698,0.010784968,0.013016959
t_21,51.85562,33.65178,0.0051334943,0.004270711,0.0053966567,0.0062700063
t_210,52.9336,33.65178,0.0031453029,0.002491072,0.0034974257,0.003840624
t_2100,50.05899,34.09927,0.010980361,0.009613976,0.011098253,0.013061559
t_2101,49.96916,34.09927,0.009830138,0.0083353175,0.010342778,0.011563168
t_2102,50.32848,34.09927,0.007843146,0.0062267636,0.008854369,0.008985277
t_2103,50.23865,34.17363,0.010794697,0.009289404,0.011182092,0.012714239
t_2104,50.32848,34.17363,0.008711747,0.007024281,0.009691606,0.009993403
t_2105,50.41832,34.17363,0.0110166315,0.0095780725,0.011257063,0.013040592
t_2106,50.23865,34.24791,0.013134132,0.011757281,0.012973066,0.01558217
t_2107,50.32848,34.24791,0.011186861,0.009593767,0.011667497,0.013098785
t_2108,50.41832,34.24791,0.012658918,0.011268242,0.012584889,0.015017551
t_2109,50.41832,34.32214,0.00936436,0.0074899215,0.0105935,0.010599146
t_211,53.02343,33.65178,0.0028368724,0.002202102,0.0032364072,0.0034442632
t_2110,50.23865,34.32214,0.014993518,0.013708415,0.014445557,0.017794399
t_2111,50.32848,34.32214,0.011841838,0.010158861,0.01238334,0.013788904
t_2112,49.87933,34.09927,0.012595234,0.0114349825,0.012124885,0.015134478
t_2113,49.78949,34.17363,0.013774435,0.012631116,0.013128183,0.016514627
t_2114,49.69966,34.17363,0.013312892,0.012101776,0.012837096,0.015926845
t_2115,49.87933,34.17363,0.013910995,0.012788797,0.013213504,0.01668878
t_2116,49.69966,34.24791,0.014568699,0.013374325,0.013913745,0.017384257
t_2117,49.87933,34.24791,0.014628407,0.013433516,0.0139674535,0.017452022
t_2118,49.78949,34.24791,0.014767305,0.013598673,0.01404662,0.01763175
t_2119,49.69966,34.32214,0.015843341,0.014660953,0.015027271,0.018840723
t_212,52.84377,33.65178,0.0033887725,0.0027174407,0.0037093102,0.004150056
t_2120,49.87933,34.32214,0.015938174,0.014760628,0.0151039995,0.018951556
t_2121,49.78949,34.32214,0.0154489465,0.014188869,0.014807074,0.018331794
t_2122,50.14882,34.09927,0.012096961,0.010883599,0.011783421,0.014508606
t_2123,49.96916,34.17363,0.013969236,0.012860304,0.013242884,0.016766366
t_2124,50.05899,34.17363,0.013946417,0.012842186,0.013215053,0.016743904
t_2125,50.14882,34.17363,0.011063639,0.009572584,0.011387469,0.013048422
t_2126,50.05899,34.24791,0.014361095,0.013134417,0.013784996,0.01712059
t_2127,49.96916,34.24791,0.01446117,0.013241776,0.013860981,0.017241023
t_2128,50.14882,34.24791,0.013533362,0.012194057,0.0132543575,0.016075963
t_2129,50.05899,34.32214,0.009518651,0.0075939833,0.010837203,0.010735675
t_213,52.9336,33.72652,0.0029773745,0.0023004306,0.00341992,0.0035971843
t_2130,49.96916,34.32214,0.015673555,0.014453071,0.014939661,0.018618142
t_2131,50.14882,34.32214,0.009512069,0.0075954217,0.010810656,0.010735952
t_2132,50.41832,34.3963,0.012259557,0.010478007,0.012907622,0.014183894
t_2133,50.32848,34.3963,0.014083863,0.012499706,0.014176694,0.016497072
t_2134,50.23865,34.3963,0.014089865,0.01247848,0.014229625,0.016479056
t_2135,50.41832,34.47039,0.015079256,0.013468391,0.015105324,0.01761177
t_2136,50.32848,34.47039,0.012662507,0.0106973685,0.013553989,0.014468276
t_2137,50.23865,34.47039,0.01670011,0.015260316,0.016244955,0.019590445
t_2138,50.23865,34.54441,0.016895998,0.01525396,0.016787665,0.019632973
t_2139,50.32848,34.54441,0.016451597,0.014779055,0.01644181,0.019107351
t_214,53.02343,33.72652,0.0024776552,0.0018302394,0.002998292,0.002944438
t_2140,50.41832,34.54441,0.018193627,0.016844366,0.01743322,0.021325767
t_2141,50.41832,34.61837,0.018867541,0.017377142,0.018301541,0.021948414
t_2142,50.50815,33.65178,0.006493237,0.005399889,0.006892692,0.0078068655
t_2143,50.68781,33.65178,0.0043934216,0.0032714768,0.0053032874,0.005058257
t_2144,50.59798,33.65178,0.005356313,0.0042175055,0.0060556363,0.006306211
t_2145,50.77764,33.65178,0.007184499,0.0061908793,0.0072685443,0.008757012
t_2146,50.68781,33.72652,0.0058973245,0.0047244695,0.006547775,0.006972576
t_2147,50.59798,33.72652,0.007517859,0.006435611,0.0076989415,0.0090987375
t_2148,50.77764,33.72652,0.004276444,0.0031380598,0.0052988143,0.00488963
t_2149,50.50815,33.72652,0.0058800983,0.004675566,0.0065849265,0.006918426
t_215,52.84377,33.72652,0.003471189,0.0027744973,0.0038192007,0.004238741
t_2150,50.50815,33.8012,0.0059888046,0.0047065765,0.0067935945,0.006978133
t_2151,50.68781,33.8012,0.0050600604,0.0038126267,0.006045971,0.005808376
t_2152,51.04714,33.65178,0.004227748,0.0031559893,0.005066958,0.004887934
t_2153,50.86747,33.65178,0.006884691,0.0058837975,0.007038481,0.008376899
t_2154,50.9573,33.65178,0.00586171,0.0048112823,0.0063118176,0.0070428257
t_2155,50.86747,33.72652,0.007631316,0.006619356,0.007665937,0.009296868
t_2156,50.9573,33.72652,0.007454692,0.006448763,0.0075106835,0.009082888
t_2157,51.04714,33.72652,0.004397224,0.0032772666,0.005299413,0.0050651054
t_2158,50.86747,33.8012,0.0047304644,0.003526641,0.0057343673,0.0054215197
t_2159,51.04714,33.8012,0.005640165,0.004461477,0.0063488157,0.0066343825
t_216,52.9336,33.8012,0.0026287334,0.0019351034,0.0031907007,0.0031068576
t_2160,50.9573,33.8012,0.004959551,0.003752766,0.0058713686,0.005716755
t_2161,50.9573,33.87582,0.0072857155,0.006100787,0.007695004,0.008721058
t_2162,50.77764,33.8012,0.006676021,0.005486504,0.007207201,0.00795011
t_2163,50.59798,33.8012,0.0063436194,0.0050966493,0.007030871,0.007471091
t_2164,50.68781,33.87582,0.0062651387,0.0049449033,0.0070794737,0.0072944863
t_2165,50.59798,33.87582,0.007076787,0.005786289,0.0077017467,0.008359246
t_2166,50.77764,33.87582,0.008074826,0.006903347,0.008315862,0.00971245
t_2167,50.50815,33.87582,0.00937492,0.008270954,0.009273475,0.011356026
t_2168,50.77764,33.95037,0.009418525,0.008282502,0.009366107,0.011382634
t_2169,50.68781,33.95037,0.009900812,0.008795201,0.009719487,0.011989082
t_217,53.02343,33.8012,0.0035416319,0.0028638074,0.0038353426,0.004346891
t_2170,50.59798,33.95037,0.009219749,0.00800977,0.009332271,0.011080344
t_2171,50.50815,33.95037,0.0070456187,0.0056349104,0.007865919,0.008196876
t_2172,50.86747,33.87582,0.005321829,0.0040370035,0.006306245,0.0061113294
t_2173,51.04714,33.87582,0.0044605825,0.0032661147,0.005570922,0.0050776303
t_2174,50.9573,33.95037,0.0068129487,0.0055090184,0.007507253,0.008011812
t_2175,50.86747,33.95037,0.007906219,0.0066522122,0.008323198,0.009430898
t_2176,51.04714,33.95037,0.006102635,0.0047871694,0.006937936,0.007090035
t_2177,50.86747,34.02485,0.0085583,0.0072602816,0.008939216,0.010195658
t_2178,51.04714,34.02485,0.008927425,0.0077303653,0.009065708,0.010735719
t_2179,50.9573,34.02485,0.0069579305,0.0055690315,0.007759611,0.0081083765
t_218,52.84377,33.8012,0.0034576848,0.0027340539,0.003861676,0.004198723
t_2180,50.9573,34.09927,0.007334406,0.0058690244,0.008190517,0.0085051395
t_2181,51.04714,34.09927,0.009680205,0.008456036,0.00974296,0.0116257025
t_2182,50.68781,34.02485,0.010304332,0.009128314,0.010183353,0.012415727
t_2183,50.50815,34.02485,0.007649239,0.006172216,0.008473068,0.008890041
t_2184,50.59798,34.02485,0.010115904,0.008888933,0.010114606,0.012147698
t_2185,50.77764,34.02485,0.01006355,0.0088893175,0.009976445,0.012128581
t_2186,50.68781,34.09927,0.010687402,0.009432069,0.010649452,0.012807507
t_2187,50.59798,34.09927,0.008982651,0.007522634,0.009567869,0.010563513
t_2188,50.50815,34.09927,0.00914275,0.0076713096,0.009721722,0.010748564
t_2189,50.77764,34.09927,0.006577686,0.00505999,0.0077401544,0.0074911336
t_219,52.9336,33.87582,0.0029883133,0.002262677,0.0035163916,0.0035675706
t_2190,50.68781,34.17363,0.007787166,0.0061530117,0.008855287,0.008896798
t_2191,50.59798,34.17363,0.010751725,0.009340116,0.01098382,0.0127490265
t_2192,50.86747,34.09927,0.00584107,0.0043833354,0.0071357624,0.006610494
t_2193,50.9573,34.17363,0.007871652,0.006334568,0.008751377,0.009105929
t_2194,51.04714,34.17363,0.008362072,0.006905145,0.009040798,0.009801095
t_2195,50.86747,34.17363,0.008200488,0.0066498937,0.009050354,0.009503226
t_2196,51.04714,34.24791,0.006568687,0.0049959626,0.0079086935,0.007424471
t_2197,50.9573,34.24791,0.008542355,0.0069379797,0.009422031,0.009872031
t_2198,50.86747,34.24791,0.007395865,0.0057392796,0.008658173,0.008384151
t_2199,50.86747,34.32214,0.011407507,0.009906498,0.011700078,0.01344795
t_22,51.94545,33.65178,0.0050857984,0.0042458978,0.0053174314,0.0062272167
t_220,53.20309,33.65178,0.0028355753,0.0022356727,0.0031660714,0.0034707668
t_2200,51.04714,34.32214,0.008571338,0.0068914867,0.009561294,0.009827183
t_2201,50.9573,34.32214,0.01046,0.008905663,0.010978649,0.012266119
t_2202,50.50815,34.17363,0.012533587,0.011316232,0.012168569,0.015016117
t_2203,50.77764,34.17363,0.0064265016,0.0048621544,0.0078011137,0.0072517823
t_2204,50.68781,34.24791,0.007270716,0.0055823387,0.008683173,0.008194318
t_2205,50.59798,34.24791,0.009092184,0.007376105,0.010059981,0.010433482
t_2206,50.77764,34.24791,0.0069838664,0.0053284233,0.008410597,0.007866123
t_2207,50.50815,34.24791,0.008956381,0.0072012343,0.010009032,0.010223607
t_2208,50.68781,34.32214,0.01344058,0.012103757,0.013168769,0.015970828
t_2209,50.59798,34.32214,0.0125196725,0.011017766,0.012663227,0.01475714
t_221,53.29292,33.65178,0.0016824064,0.0011492956,0.0022241413,0.0019461967
t_2210,50.50815,34.32214,0.013490316,0.012076422,0.0133507205,0.015963035
t_2211,50.77764,34.32214,0.010867652,0.009260142,0.011416208,0.012703453
t_2212,50.68781,34.3963,0.011841908,0.0101374,0.012418335,0.013767665
t_2213,50.50815,34.3963,0.009471272,0.0075185318,0.010885471,0.010648581
t_2214,50.59798,34.3963,0.009561909,0.0076312893,0.010884005,0.010782266
t_2215,50.77764,34.3963,0.012461919,0.010880117,0.012751211,0.014616098
t_2216,50.68781,34.47039,0.015352054,0.013929438,0.015008421,0.018086698
t_2217,50.77764,34.47039,0.015199697,0.0138147455,0.014805273,0.017945673
t_2218,50.50815,34.47039,0.016548775,0.015206513,0.015934514,0.019502753
t_2219,50.59798,34.47039,0.015835151,0.014430459,0.015406683,0.018648246
t_222,53.11326,33.65178,0.0027531,0.002136598,0.0031401552,0.0033468043
t_2220,50.59798,34.54441,0.017360115,0.015982654,0.01672792,0.02037905
t_2221,50.50815,34.54441,0.011504576,0.009338616,0.012931654,0.012876985
t_2222,50.9573,34.3963,0.013247601,0.011879918,0.013055509,0.0157215
t_2223,50.86747,34.3963,0.009727264,0.007902369,0.0107715465,0.011096533
t_2224,51.04714,34.3963,0.010482316,0.008844113,0.011133784,0.0122100795
t_2225,50.86747,34.47039,0.015046121,0.013703215,0.014593931,0.01780637
t_2226,50.9573,34.47039,0.013351565,0.011833908,0.013415949,0.015711583
t_2227,51.04714,34.47039,0.014468759,0.013179332,0.01398858,0.017192328
t_2228,50.86747,34.54441,0.010513546,0.008476543,0.011855649,0.011825061
t_2229,51.04714,34.54441,0.01615611,0.014958182,0.015333147,0.019180328
t_223,53.29292,33.72652,0.0019780938,0.0014026841,0.0025026554,0.0023201616
t_2230,50.9573,34.54441,0.016264874,0.01499854,0.015547035,0.019246828
t_2231,50.86747,34.61837,0.018478224,0.017297493,0.017401865,0.021777108
t_2232,50.68781,34.54441,0.013858036,0.012030869,0.014391888,0.01600506
t_2233,50.77764,34.54441,0.016765641,0.015425877,0.016125102,0.019747507
t_2234,50.59798,34.61837,0.01639189,0.014633504,0.0165376,0.018960552
t_2235,50.68781,34.61837,0.016780162,0.015148931,0.016663875,0.019513078
t_2236,50.77764,34.61837,0.0154065015,0.013647543,0.015654972,0.017846314
t_2237,50.50815,34.61837,0.015993997,0.0141167985,0.016384885,0.018398136
t_2238,50.59798,34.69227,0.018174523,0.016442617,0.01810804,0.020971818
t_2239,50.50815,34.69227,0.019336594,0.017719848,0.018962579,0.022352016
t_224,53.20309,33.72652,0.001870834,0.0012925286,0.002439527,0.0021669138
t_2240,50.68781,34.69227,0.01469338,0.012529442,0.015675811,0.016620504
t_2241,50.77764,34.69227,0.020615876,0.019490512,0.019268759,0.024152244
t_2242,48.89118,34.17363,0.010055466,0.008668106,0.01035031,0.0119357845
t_2243,48.89118,34.24791,0.007963612,0.0062899957,0.009079283,0.009076539
t_2244,48.98101,34.24791,0.012237404,0.01093063,0.012069374,0.014595946
t_2245,49.07084,34.24791,0.009307487,0.00763904,0.010173354,0.0107495
t_2246,48.89118,34.32214,0.012795613,0.011458117,0.012607901,0.015222008
t_2247,48.98101,34.32214,0.010819689,0.009198415,0.011397201,0.012632433
t_2248,49.07084,34.32214,0.013257874,0.011886656,0.01307084,0.015730409
t_2249,48.89118,34.3963,0.011659781,0.010026649,0.01214301,0.013622036
t_225,53.11326,33.72652,0.0020014322,0.0013965336,0.0025766236,0.002323278
t_2250,49.07084,34.3963,0.013015967,0.011443848,0.013218045,0.0152723165
t_2251,48.98101,34.3963,0.014264958,0.012914794,0.01391615,0.016908592
t_2252,48.62168,34.32214,0.01246455,0.011252327,0.012099816,0.014939703
t_2253,48.80135,34.32214,0.009703116,0.008062726,0.010469884,0.011263185
t_2254,48.71152,34.32214,0.013486613,0.012371954,0.012828083,0.016205726
t_2255,48.62168,34.3963,0.014204235,0.013103641,0.013436434,0.01704278
t_2256,48.71152,34.3963,0.010446431,0.008793285,0.011127579,0.012151716
t_2257,48.80135,34.3963,0.013296918,0.011924488,0.013107094,0.015774608
t_2258,48.80135,34.47039,0.010731607,0.008892335,0.011664008,0.012301612
t_2259,48.62168,34.47039,0.014864407,0.013685995,0.014149077,0.01773443
t_226,53.29292,33.8012,0.0018570261,0.0012796151,0.0024310278,0.0021486904
t_2260,48.71152,34.47039,0.014348836,0.013026701,0.0139403,0.017028045
t_2261,48.62168,34.54441,0.011580732,0.009782279,0.01234277,0.013362162
t_2262,49.34034,34.3963,0.0103244055,0.00834951,0.01155517,0.011662428
t_2263,49.16067,34.3963,0.012174258,0.010454049,0.012733993,0.014144795
t_2264,49.25051,34.3963,0.010362349,0.008412208,0.011523852,0.011734781
t_2265,49.34034,34.47039,0.011774842,0.009736188,0.012879407,0.013337444
t_2266,49.16067,34.47039,0.017322272,0.01616337,0.016317388,0.020515999
t_2267,49.25051,34.47039,0.0122174425,0.010270157,0.013132706,0.013961858
t_2268,49.16067,34.54441,0.018777138,0.01764754,0.01758954,0.022146998
t_2269,49.34034,34.54441,0.018332014,0.01699747,0.017533042,0.021490589
t_227,53.11326,33.8012,0.002855903,0.0021962947,0.0032984314,0.003448696
t_2270,49.25051,34.54441,0.01852789,0.017284306,0.017553277,0.021780854
t_2271,49.34034,34.61837,0.02015275,0.018882103,0.01908815,0.02353337
t_2272,49.60983,34.3963,0.01760421,0.016535468,0.0164246,0.020901525
t_2273,49.43017,34.3963,0.011010216,0.009049338,0.012090525,0.012506096
t_2274,49.52,34.3963,0.014588706,0.013041126,0.014557405,0.017109025
t_2275,49.52,34.47039,0.01363936,0.011761223,0.01427997,0.01570045
t_2276,49.60983,34.47039,0.017462924,0.016117664,0.016763654,0.020520119
t_2277,49.43017,34.47039,0.01776483,0.016535873,0.016835202,0.0209504
t_2278,49.52,34.54441,0.018605176,0.017234007,0.017846772,0.021760887
t_2279,49.43017,34.54441,0.015002982,0.013116841,0.015509531,0.017263062
t_228,53.20309,33.8012,0.0028327312,0.0021923103,0.0032446142,0.0034339675
t_2280,49.60983,34.54441,0.01601742,0.014211888,0.016283125,0.018493997
t_2281,49.43017,34.61837,0.015414611,0.013342891,0.016182372,0.017544141
t_2282,48.89118,34.47039,0.012304457,0.01058164,0.012852136,0.014295618
t_2283,49.07084,34.47039,0.01444138,0.012876858,0.014457475,0.016925236
t_2284,48.98101,34.47039,0.012288922,0.010505126,0.01293698,0.014216247
t_2285,49.07084,34.54441,0.0140542565,0.012240998,0.0145431915,0.016245628
t_2286,48.89118,34.54441,0.010945844,0.008909406,0.012177966,0.012346613
t_2287,48.98101,34.54441,0.016742026,0.015384334,0.016135609,0.019706246
t_2288,49.07084,34.61837,0.019283846,0.018061237,0.01820773,0.022626733
t_2289,48.89118,34.61837,0.014756088,0.012969283,0.01512272,0.017078077
t_229,53.11326,33.87582,0.0027185853,0.0020399536,0.0032320372,0.0032450473
t_2290,48.98101,34.61837,0.019075144,0.017899046,0.017938415,0.022436166
t_2291,48.89118,34.69227,0.012608821,0.010363319,0.013980374,0.014101104
t_2292,48.80135,34.54441,0.015409807,0.01398979,0.015055117,0.018154375
t_2293,48.71152,34.54441,0.010502452,0.008548896,0.011646184,0.011900923
t_2294,48.62168,34.61837,0.010884312,0.008848969,0.012128341,0.012273737
t_2295,48.80135,34.61837,0.012637364,0.010655617,0.013557034,0.014421071
t_2296,48.71152,34.61837,0.014100399,0.012376564,0.0144333085,0.016385658
t_2297,48.80135,34.69227,0.017941505,0.01650279,0.017364267,0.020972468
t_2298,48.71152,34.69227,0.015393024,0.013637774,0.015636425,0.017834604
t_2299,48.62168,34.69227,0.013089139,0.011082137,0.01399707,0.014924953
t_23,51.76579,33.72652,0.005609015,0.004696471,0.0058606695,0.0068380204
t_230,53.29292,33.87582,0.0031072507,0.0024640665,0.0034480242,0.0037988517
t_2300,48.71152,34.7661,0.0139991045,0.0118244765,0.01506583,0.01580656
t_2301,48.80135,34.7661,0.013964201,0.011720475,0.015138644,0.015690831
t_2302,49.52,34.61837,0.020727543,0.01946703,0.019600881,0.0241634
t_2303,49.60983,34.61837,0.020468654,0.01912337,0.019510776,0.023814008
t_2304,49.43017,34.69227,0.015784329,0.013495464,0.016856711,0.017735118
t_2305,49.52,34.69227,0.02011161,0.018445997,0.019765545,0.023152504
t_2306,49.60983,34.69227,0.022470783,0.021194793,0.02124838,0.02601792
t_2307,49.43017,34.7661,0.021186117,0.019446991,0.020896532,0.02424666
t_2308,49.52,34.7661,0.0151125025,0.012492971,0.016930034,0.016602684
t_2309,49.60983,34.7661,0.015901333,0.013291738,0.017532663,0.017514706
t_231,53.20309,33.87582,0.003262337,0.002599212,0.0036003324,0.0039890283
t_2310,49.43017,34.83986,0.015571301,0.012817005,0.01768247,0.016977875
t_2311,49.52,34.83986,0.01901723,0.016532442,0.020142928,0.021143088
t_2312,49.16067,34.61837,0.020148763,0.019016622,0.018849602,0.023641428
t_2313,49.25051,34.61837,0.01734164,0.015652707,0.01727432,0.02008766
t_2314,49.34034,34.69227,0.017544614,0.01557027,0.0179552,0.020042174
t_2315,49.16067,34.69227,0.022567704,0.02164421,0.020749852,0.026404716
t_2316,49.25051,34.69227,0.022536872,0.021514634,0.02088013,0.026293417
t_2317,49.34034,34.7661,0.017838417,0.015620814,0.01862652,0.020121777
t_2318,49.16067,34.7661,0.022421846,0.021132207,0.021226719,0.02595469
t_2319,49.25051,34.7661,0.02239039,0.02100562,0.021367732,0.025842369
t_232,53.29292,33.95037,0.0033289995,0.0026657279,0.0036496525,0.0040773214
t_2320,49.34034,34.83986,0.014701956,0.011971619,0.016952591,0.016005747
t_2321,49.16067,34.83986,0.01894886,0.016759206,0.019603062,0.021378996
t_2322,48.98101,34.69227,0.021162242,0.020132251,0.0196166,0.024817633
t_2323,49.07084,34.69227,0.021662762,0.020636069,0.020074705,0.025357306
t_2324,48.89118,34.7661,0.013774729,0.011427703,0.015154293,0.015356661
t_2325,48.98101,34.7661,0.022281922,0.021177847,0.020777516,0.025956571
t_2326,49.07084,34.7661,0.02295254,0.021877183,0.021355642,0.026692025
t_2327,48.89118,34.83986,0.017859662,0.015815476,0.01836034,0.020322943
t_2328,48.98101,34.83986,0.02315973,0.021912405,0.02184313,0.02677201
t_2329,49.07084,34.83986,0.025275521,0.024362449,0.023272676,0.029259976
t_233,53.20309,33.95037,0.0035762086,0.0028944518,0.0038686234,0.0043893713
t_2330,49.07084,34.91355,0.026886791,0.0259498,0.024842253,0.030906975
t_2331,48.89118,34.91355,0.019883513,0.017877761,0.020160578,0.022586128
t_2332,48.62168,34.7661,0.012225063,0.009962751,0.013730309,0.013629634
t_2333,48.71152,34.83986,0.014995701,0.012701162,0.016147487,0.016827201
t_2334,48.62168,34.83986,0.021208739,0.01997799,0.01999472,0.02470589
t_2335,48.80135,34.83986,0.016603958,0.014468441,0.01736346,0.018825551
t_2336,48.71152,34.91355,0.016304037,0.013914124,0.017485652,0.018215617
t_2337,48.62168,34.91355,0.01825177,0.016235005,0.01867424,0.020784827
t_2338,48.80135,34.91355,0.016958723,0.014588459,0.0180574,0.018975846
t_2339,48.71152,34.98718,0.017162465,0.014592414,0.018550111,0.01898624
t_234,53.11326,33.95037,0.0027287141,0.0020271004,0.0032798387,0.0032365208
t_2340,48.80135,34.98718,0.025567101,0.0243662,0.02403584,0.029331516
t_2341,48.62168,34.98718,0.019661078,0.017569175,0.020102033,0.022258416
t_2342,50.05899,34.3963,0.0104413135,0.00841275,0.011780309,0.011746819
t_2343,49.96916,34.3963,0.016608274,0.015325685,0.015883401,0.019618649
t_2344,50.14882,34.3963,0.016600708,0.015347117,0.01582656,0.019633923
t_2345,50.05899,34.47039,0.017744668,0.016432328,0.016960768,0.02085987
t_2346,49.96916,34.47039,0.018074203,0.016807951,0.017179625,0.021262228
t_2347,50.14882,34.47039,0.013169493,0.011211271,0.013993003,0.015070407
t_2348,49.96916,34.54441,0.0128721595,0.010631894,0.014175058,0.0144170085
t_2349,50.05899,34.54441,0.015353781,0.013438764,0.015871838,0.01763448
t_235,53.20309,34.02485,0.0039025298,0.0032051243,0.004144264,0.00480585
t_2350,50.14882,34.54441,0.014290088,0.01225005,0.01512091,0.016286887
t_2351,49.96916,34.61837,0.014269298,0.011941619,0.015544183,0.015952691
t_2352,49.69966,34.3963,0.016639581,0.015371233,0.015886901,0.019665373
t_2353,49.87933,34.3963,0.017135184,0.015942665,0.01620436,0.020280553
t_2354,49.78949,34.3963,0.015940215,0.014545914,0.015481881,0.01877549
t_2355,49.69966,34.47039,0.016765289,0.015286974,0.016373249,0.019630566
t_2356,49.87933,34.47039,0.0176233,0.016272167,0.01691913,0.020693278
t_2357,49.78949,34.47039,0.017797211,0.016479656,0.017017512,0.020913783
t_2358,49.87933,34.54441,0.017604792,0.01600349,0.017354727,0.020458907
t_2359,49.69966,34.54441,0.019304628,0.018007291,0.01835569,0.022588396
t_236,53.29292,34.02485,0.003489196,0.00280499,0.0038084206,0.004272577
t_2360,49.78949,34.54441,0.019255085,0.017935535,0.018349262,0.022515982
t_2361,49.87933,34.61837,0.01844041,0.016709412,0.018349025,0.02126615
t_2362,50.23865,34.61837,0.015043017,0.012886316,0.015980735,0.01702993
t_2363,50.32848,34.61837,0.01750433,0.015745929,0.017544562,0.020204557
t_2364,50.41832,34.69227,0.020397766,0.018895227,0.019730097,0.023604885
t_2365,50.23865,34.69227,0.017775878,0.015746063,0.018259821,0.020244129
t_2366,50.32848,34.69227,0.01834511,0.016448854,0.01855259,0.021005595
