calc_id,description,cal_time,recording_stations,gmlt,rupture,gmpe,max_distance,imt,max_gmv,nominal_bias_mean,nominal_bias_stdev,abs_bias
1572,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km",15,Seismic,USGS,GCMT,BooreEtAl2014,150km,PGA,0.6155,-0.185,0.106,0.185
1569,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:150km",16,Seismic,GEM,USGS,BooreEtAl2014,150km,PGA,0.6155,-0.185,0.106,0.185
1578,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",15,Seismic,USGS,USGS,BooreEtAl2014,150km,PGA,0.6155,-0.185,0.106,0.185
1562,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:50km",15,Seismic,GEM,GCMT,BooreEtAl2014,50km,PGA,0.6155,-0.193,0.17,0.193
1571,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:50km",15,Seismic,USGS,GCMT,BooreEtAl2014,50km,PGA,0.6155,-0.193,0.17,0.193
1562,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:50km",15,Seismic,GEM,GCMT,AkkarEtAlRjb2014,50km,PGA,0.6155,0.197,0.202,0.197
1566,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:Jackson_et_al_2002, Max_dist:150km",15,Seismic,GEM,Jackson_et_al_2002,ZhaoEtAl2006Asc,150km,PGA,0.64578074,0.201,0.124,0.201
1576,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:25km",15,Seismic,USGS,USGS,AbrahamsonEtAl2014,25km,PGA,0.6155,0.21,0.244,0.21
1572,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km",15,Seismic,USGS,GCMT,AbrahamsonEtAl2014,150km,PGA,0.6155,-0.21,0.113,0.21
1561,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:25km",18,Seismic,GEM,GCMT,CampbellBozorgnia2014,25km,PGA,0.23775202,-0.211,0.201,0.211
1570,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:25km",15,Seismic,USGS,GCMT,CampbellBozorgnia2014,25km,PGA,0.23775202,-0.211,0.201,0.211
1564,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:Jackson_et_al_2002, Max_dist:25km",14,Seismic,GEM,Jackson_et_al_2002,CampbellBozorgnia2014,25km,PGA,0.26277643,-0.212,0.252,0.212
1573,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:Jackson_et_al_2002, Max_dist:25km",15,Seismic,USGS,Jackson_et_al_2002,CampbellBozorgnia2014,25km,PGA,0.26277643,-0.212,0.252,0.212
1578,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",15,Seismic,USGS,USGS,ChiouYoungs2014,150km,PGA,0.6155,0.23,0.114,0.23
1577,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:50km",14,Seismic,USGS,USGS,BooreEtAl2014,50km,PGA,0.6155,-0.234,0.17,0.234
1568,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:50km",15,Seismic,GEM,USGS,BooreEtAl2014,50km,PGA,0.6155,-0.234,0.17,0.234
1575,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:Jackson_et_al_2002, Max_dist:150km",15,Seismic,USGS,Jackson_et_al_2002,ChiouYoungs2014,150km,PGA,0.6155,0.247,0.115,0.247
1570,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:25km",15,Seismic,USGS,GCMT,BooreEtAl2014,25km,PGA,0.38293073,-0.248,0.242,0.248
1561,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:25km",18,Seismic,GEM,GCMT,BooreEtAl2014,25km,PGA,0.38293073,-0.248,0.242,0.248
1575,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:Jackson_et_al_2002, Max_dist:150km",15,Seismic,USGS,Jackson_et_al_2002,AbrahamsonEtAl2014,150km,PGA,0.6155,0.253,0.112,0.253
1562,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:50km",15,Seismic,GEM,GCMT,CampbellBozorgnia2014,50km,PGA,0.6155,-0.255,0.154,0.255
1571,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:50km",15,Seismic,USGS,GCMT,CampbellBozorgnia2014,50km,PGA,0.6155,-0.255,0.154,0.255
1572,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km",15,Seismic,USGS,GCMT,CampbellBozorgnia2014,150km,PGA,0.6155,-0.261,0.104,0.261
1563,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:150km",15,Seismic,GEM,GCMT,CampbellBozorgnia2014,150km,PGA,0.6155,-0.261,0.104,0.261
1573,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:Jackson_et_al_2002, Max_dist:25km",15,Seismic,USGS,Jackson_et_al_2002,AbrahamsonEtAl2014,25km,PGA,0.25198567,-0.272,0.313,0.272
1571,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:50km",15,Seismic,USGS,GCMT,AbrahamsonEtAl2014,50km,PGA,0.6155,-0.274,0.175,0.274
1570,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:25km",15,Seismic,USGS,GCMT,AbrahamsonEtAl2014,25km,PGA,0.2097351,-0.275,0.245,0.275
1564,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:Jackson_et_al_2002, Max_dist:25km",14,Seismic,GEM,Jackson_et_al_2002,BooreEtAl2014,25km,PGA,0.3194998,-0.285,0.285,0.285
1573,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:Jackson_et_al_2002, Max_dist:25km",15,Seismic,USGS,Jackson_et_al_2002,BooreEtAl2014,25km,PGA,0.3194998,-0.285,0.285,0.285
1565,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:Jackson_et_al_2002, Max_dist:50km",15,Seismic,GEM,Jackson_et_al_2002,AkkarEtAlRjb2014,50km,PGA,0.6155,0.301,0.225,0.301
1578,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",15,Seismic,USGS,USGS,AbrahamsonEtAl2014,150km,PGA,0.6155,0.311,0.114,0.311
1569,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:150km",16,Seismic,GEM,USGS,AkkarEtAlRjb2014,150km,PGA,0.6155,0.379,0.133,0.379
1563,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:150km",15,Seismic,GEM,GCMT,AkkarEtAlRjb2014,150km,PGA,0.6155,0.391,0.133,0.391
1566,"19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:Jackson_et_al_2002, Max_dist:150km",15,Seismic,GEM,Jackson_et_al_2002,AkkarEtAlRjb2014,150km,PGA,0.6155,0.572,0.13,0.572
1555,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",6,None,GEM,GCMT,AkkarEtAlRjb2014,,PGA,0.3590811,,,
1555,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",6,None,GEM,GCMT,BooreEtAl2014,,PGA,0.50818557,,,
1555,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",6,None,GEM,GCMT,CampbellBozorgnia2014,,PGA,0.30847523,,,
1555,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",6,None,GEM,GCMT,ZhaoEtAl2006Asc,,PGA,0.19030179,,,
1556,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:Jackson_et_al_2002",5,None,GEM,Jackson_et_al_2002,AkkarEtAlRjb2014,,PGA,0.32822385,,,
1556,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:Jackson_et_al_2002",5,None,GEM,Jackson_et_al_2002,BooreEtAl2014,,PGA,0.46877122,,,
1556,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:Jackson_et_al_2002",5,None,GEM,Jackson_et_al_2002,CampbellBozorgnia2014,,PGA,0.35336527,,,
1556,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:Jackson_et_al_2002",5,None,GEM,Jackson_et_al_2002,ZhaoEtAl2006Asc,,PGA,0.30882606,,,
1557,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:USGS",6,None,GEM,USGS,AkkarEtAlRjb2014,,PGA,0.35797048,,,
1557,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:USGS",6,None,GEM,USGS,BooreEtAl2014,,PGA,0.5035487,,,
1557,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:USGS",6,None,GEM,USGS,CampbellBozorgnia2014,,PGA,0.4768497,,,
1557,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:USGS",6,None,GEM,USGS,ZhaoEtAl2006Asc,,PGA,0.7198529,,,
1558,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",5,None,USGS,GCMT,AbrahamsonEtAl2014,,PGA,0.29128468,,,
1558,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",5,None,USGS,GCMT,BooreEtAl2014,,PGA,0.50818557,,,
1558,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",5,None,USGS,GCMT,CampbellBozorgnia2014,,PGA,0.30847523,,,
1558,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",5,None,USGS,GCMT,ChiouYoungs2014,,PGA,0.27240154,,,
1559,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:Jackson_et_al_2002",5,None,USGS,Jackson_et_al_2002,AbrahamsonEtAl2014,,PGA,0.3580149,,,
1559,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:Jackson_et_al_2002",5,None,USGS,Jackson_et_al_2002,BooreEtAl2014,,PGA,0.46877122,,,
1559,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:Jackson_et_al_2002",5,None,USGS,Jackson_et_al_2002,CampbellBozorgnia2014,,PGA,0.35336527,,,
1559,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:Jackson_et_al_2002",5,None,USGS,Jackson_et_al_2002,ChiouYoungs2014,,PGA,0.33923492,,,
1560,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:USGS",5,None,USGS,USGS,AbrahamsonEtAl2014,,PGA,0.430341,,,
1560,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:USGS",5,None,USGS,USGS,BooreEtAl2014,,PGA,0.5035487,,,
1560,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:USGS",5,None,USGS,USGS,CampbellBozorgnia2014,,PGA,0.4768497,,,
1560,"19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:USGS",5,None,USGS,USGS,ChiouYoungs2014,,PGA,0.5574529,,,
