STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
OBS_106,Erythrai,23.317,38.217,macroseismic,512.7,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_111,ANO-KASTRITSI  ACHAIA(764),21.829,38.262,macroseismic,900.0,4.5,0.3,0.8059,0.063784,0.875,3.9349,1.0131,0.108567,1.0822,0.035077,1.4737,0.006817,inferred,Stations_USGS
OBS_361,Thivai,23.317,38.317,macroseismic,454.99,4.0,0.3,0.8059,0.029052,0.875,2.1544,1.0131,0.036456,1.0822,0.023804,1.4737,0.004473,inferred,Stations_USGS
obs_211,TROPAIA  ARKADIA(892),21.95,37.744,macroseismic,731.46,4.0,0.3,0.8059,0.035964,0.875,2.1544,1.0131,0.040904,1.0822,0.021426,1.4737,0.003819,inferred,Stations_USGS
OBS_159,Kastro,23.52,38.15,macroseismic,587.65,4.0,0.3,0.8059,0.025487,0.875,2.1544,1.0131,0.033969,1.0822,0.025392,1.4737,0.004928,inferred,Stations_USGS
obs_319,RODITSA  PHTHIOTIDA(2689),22.484,38.868,macroseismic,200.4,4.0,0.3,0.8059,0.036631,0.875,2.1544,1.0131,0.041312,1.0822,0.021233,1.4737,0.003768,inferred,Stations_USGS
obs_28,AMYGDALIA  PHOKIDA(569),22.229,38.404,macroseismic,685.59,5.5,0.3,0.8059,0.150876,0.875,8.1544,1.0131,0.274611,1.0822,0.076363,1.4737,0.01566,inferred,Stations_USGS
OBS_174,Kleitor,22.1,37.87,macroseismic,343.14,4.0,0.3,0.8059,0.040304,0.875,2.1544,1.0131,0.045406,1.0822,0.019476,1.4737,0.00331,inferred,Stations_USGS
obs_176,PALAIOKARYA  AITOLOAKARNANIA(312),21.564,38.624,macroseismic,870.89,4.0,0.3,0.8059,0.037293,0.875,2.1544,1.0131,0.041713,1.0822,0.021047,1.4737,0.003718,inferred,Stations_USGS
OBS_292,Plagia,20.767,38.8,macroseismic,636.71,4.0,0.3,0.8059,0.022328,0.875,2.1544,1.0131,0.031629,1.0822,0.027104,1.4737,0.005436,inferred,Stations_USGS
obs_166,KALLITHEA  AITOLOAKARNANIA(378),21.608,38.614,macroseismic,748.73,4.0,0.3,0.8059,0.038425,0.875,2.1544,1.0131,0.042698,1.0822,0.020602,1.4737,0.003601,inferred,Stations_USGS
OBS_30,Aigaleo,23.683,37.983,macroseismic,296.8,4.0,0.3,0.8059,0.023029,0.875,2.1544,1.0131,0.032161,1.0822,0.026694,1.4737,0.005313,inferred,Stations_USGS
obs_246,MATARANKA  KARDITSA(1796),22.071,39.402,macroseismic,226.31,4.0,0.3,0.8059,0.024001,0.875,2.1544,1.0131,0.032886,1.0822,0.026155,1.4737,0.005152,inferred,Stations_USGS
OBS_33,Amarynthos,23.87,38.37,macroseismic,600.0,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_213,Levidion,22.28,37.67,macroseismic,900.0,4.0,0.3,0.8059,0.034545,0.875,2.1544,1.0131,0.040026,1.0822,0.021856,1.4737,0.003935,inferred,Stations_USGS
obs_266,PISIA  KORINTHIA(769),23.022,38.025,macroseismic,900.0,4.0,0.3,0.8059,0.034246,0.875,2.1544,1.0131,0.039839,1.0822,0.02195,1.4737,0.00396,inferred,Stations_USGS
obs_148,AGIOS-THOMAS  AITOLOAKARNANIA(679),21.472,38.39,macroseismic,450.93,4.0,0.3,0.8059,0.037483,0.875,2.1544,1.0131,0.041827,1.0822,0.020994,1.4737,0.003704,inferred,Stations_USGS
OBS_75,Chiona,21.7,38.02,macroseismic,362.54,4.0,0.3,0.8059,0.039865,0.875,2.1544,1.0131,0.04477,1.0822,0.019729,1.4737,0.003374,inferred,Stations_USGS
OBS_98,Elaion,22.167,38.2,macroseismic,495.16,6.0,0.3,0.8059,0.210192,0.875,11.7387,1.0131,0.366564,1.0822,0.112166,1.4737,0.022638,inferred,Stations_USGS
obs_354,KYMI  EVIA(3853),24.102,38.652,macroseismic,470.17,3.5,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_306,DIAKOPI  PHOKIDA(200),22.129,38.599,macroseismic,900.0,4.0,0.3,0.8059,0.046145,0.875,2.1544,1.0131,0.054052,1.0822,0.016608,1.4737,0.002605,inferred,Stations_USGS
OBS_49,Ano Soudenaiika,21.6,38.07,macroseismic,670.32,5.0,0.3,0.8059,0.072565,0.875,5.6645,1.0131,0.166674,1.0822,0.066448,1.4737,0.014264,inferred,Stations_USGS
OBS_127,Gymnon,23.88,38.43,macroseismic,488.8,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_59,SAGAIIKA  ACHAIA(1846),21.453,38.12,macroseismic,229.73,5.0,0.3,0.8059,0.069286,0.875,5.6645,1.0131,0.159879,1.0822,0.068358,1.4737,0.014724,inferred,Stations_USGS
obs_310,KAINOURGIO  PHTHIOTIDA(1278),22.732,38.781,macroseismic,585.71,4.0,0.3,0.8059,0.036558,0.875,2.1544,1.0131,0.041267,1.0822,0.021254,1.4737,0.003773,inferred,Stations_USGS
OBS_129,Isoma,21.683,38.1,macroseismic,302.31,5.0,0.3,0.8059,0.075873,0.875,5.6645,1.0131,0.170626,1.0822,0.064657,1.4737,0.013833,inferred,Stations_USGS
OBS_363,Thyrion,20.97,38.83,macroseismic,900.0,4.0,0.3,0.8059,0.02415,0.875,2.1544,1.0131,0.032996,1.0822,0.026076,1.4737,0.005129,inferred,Stations_USGS
OBS_311,Reichea,23.0,36.82,macroseismic,575.34,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_232,SALMONI  ELIA(725),21.518,37.657,macroseismic,472.25,4.0,0.3,0.8059,0.028669,0.875,2.1544,1.0131,0.036196,1.0822,0.02396,1.4737,0.004517,inferred,Stations_USGS
obs_86,PANARITI  KORINTHIA(492),22.535,37.991,macroseismic,900.0,5.0,0.3,0.8059,0.080196,0.875,5.6645,1.0131,0.17567,1.0822,0.062498,1.4737,0.013317,inferred,Stations_USGS
obs_183,PATIOPOULO  AITOLOAKARNANIA(685),21.271,39.108,macroseismic,900.0,4.0,0.3,0.8059,0.024458,0.875,2.1544,1.0131,0.033223,1.0822,0.025913,1.4737,0.005081,inferred,Stations_USGS
obs_50,KALLIPHONI  ACHAIA(158),22.008,37.952,macroseismic,900.0,5.0,0.3,0.8059,0.07873,0.875,5.6645,1.0131,0.173974,1.0822,0.063208,1.4737,0.013487,inferred,Stations_USGS
OBS_13,Agios Georgios,23.53,38.17,macroseismic,607.08,4.0,0.3,0.8059,0.025394,0.875,2.1544,1.0131,0.033902,1.0822,0.025438,1.4737,0.004942,inferred,Stations_USGS
OBS_107,Eva,21.95,37.12,macroseismic,430.74,4.0,0.3,0.8059,0.022231,0.875,2.1544,1.0131,0.031555,1.0822,0.027162,1.4737,0.005453,inferred,Stations_USGS
OBS_141,Kallithea,21.62,38.62,macroseismic,732.16,4.0,0.3,0.8059,0.038525,0.875,2.1544,1.0131,0.042842,1.0822,0.020539,1.4737,0.003584,inferred,Stations_USGS
obs_260,KLENIA  KORINTHIA(814),22.849,37.79,macroseismic,624.1,4.0,0.3,0.8059,0.033171,0.875,2.1544,1.0131,0.039159,1.0822,0.022298,1.4737,0.004055,inferred,Stations_USGS
OBS_164,Kato Synoikia Trikal,22.465,38.0,macroseismic,900.0,5.0,0.3,0.8059,0.082564,0.875,5.6645,1.0131,0.178377,1.0822,0.061393,1.4737,0.013053,inferred,Stations_USGS
obs_361,KECHRINIA  AITOLOAKARNANIA(852),21.242,38.827,macroseismic,429.88,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_172,LESINI  AITOLOAKARNANIA(943),21.199,38.459,macroseismic,449.05,4.0,0.3,0.8059,0.029802,0.875,2.1544,1.0131,0.03696,1.0822,0.023507,1.4737,0.004389,inferred,Stations_USGS
obs_182,PARAVOLA  AITOLOAKARNANIA(2.115),21.525,38.622,macroseismic,900.0,4.0,0.3,0.8059,0.03618,0.875,2.1544,1.0131,0.041037,1.0822,0.021363,1.4737,0.003802,inferred,Stations_USGS
obs_30,DELPHOI  PHOKIDA(1499),22.506,38.485,macroseismic,900.0,5.5,0.3,0.8059,0.122178,0.875,8.1544,1.0131,0.245781,1.0822,0.086904,1.4737,0.018103,inferred,Stations_USGS
obs_106,ORCHOMENOS  VIOTIA(5525),22.994,38.505,macroseismic,232.22,5.0,0.3,0.8059,0.069548,0.875,5.6645,1.0131,0.160659,1.0822,0.0682,1.4737,0.014686,inferred,Stations_USGS
OBS_387,Vytina,22.183,37.6,macroseismic,660.44,4.0,0.3,0.8059,0.031923,0.875,2.1544,1.0131,0.038357,1.0822,0.022723,1.4737,0.004172,inferred,Stations_USGS
obs_13,SELINOUNTAS  ACHAIA(561),22.088,38.213,macroseismic,900.0,6.0,0.3,0.8059,0.210228,0.875,11.7387,1.0131,0.366597,1.0822,0.112155,1.4737,0.022635,inferred,Stations_USGS
obs_382,STROPONES  EVIA(784),23.892,38.678,macroseismic,881.39,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_273,Pappadatai,21.45,38.52,macroseismic,664.72,4.5,0.3,0.8059,0.050485,0.875,3.9349,1.0131,0.080335,1.0822,0.046112,1.4737,0.010082,inferred,Stations_USGS
obs_341,KYRIAKI  VIOTIA(2482),22.773,38.318,macroseismic,900.0,4.0,0.3,0.8059,0.042054,0.875,2.1544,1.0131,0.047962,1.0822,0.018525,1.4737,0.00307,inferred,Stations_USGS
OBS_293,Plataiai,23.27,38.22,macroseismic,607.44,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_205,Lefkas,20.7,38.817,macroseismic,468.37,4.0,0.3,0.8059,0.021667,0.875,2.1544,1.0131,0.03112,1.0822,0.027509,1.4737,0.005558,inferred,Stations_USGS
OBS_384,Vounichora,22.28,38.45,macroseismic,900.0,5.5,0.3,0.8059,0.139374,0.875,8.1544,1.0131,0.263399,1.0822,0.080166,1.4737,0.016537,inferred,Stations_USGS
obs_286,VRESTHENA  LAKONIA(420),22.469,37.224,macroseismic,361.88,4.0,0.3,0.8059,0.023929,0.875,2.1544,1.0131,0.032833,1.0822,0.026194,1.4737,0.005164,inferred,Stations_USGS
OBS_265,Ochthonia,24.15,38.533,macroseismic,719.06,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_353,Stylis,22.6,38.917,macroseismic,790.33,4.0,0.3,0.8059,0.033777,0.875,2.1544,1.0131,0.039543,1.0822,0.0221,1.4737,0.004001,inferred,Stations_USGS
OBS_356,Sykia,22.53,38.32,macroseismic,600.0,5.0,0.3,0.8059,0.095315,0.875,5.6645,1.0131,0.192367,1.0822,0.05622,1.4737,0.011827,inferred,Stations_USGS
OBS_11,Agios Dimitrios,22.78,38.52,macroseismic,289.86,5.0,0.3,0.8059,0.075677,0.875,5.6645,1.0131,0.170394,1.0822,0.06476,1.4737,0.013858,inferred,Stations_USGS
obs_355,ANGELOKASTRO  KORINTHIA(669),23.018,37.74,macroseismic,506.18,3.5,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_358,KOPANAKI  MESSINIA(1403),21.824,37.303,macroseismic,402.81,3.5,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_320,SPERCHEIADA  PHTHIOTIDA(2957),22.13,38.908,macroseismic,553.26,4.0,0.3,0.8059,0.03635,0.875,2.1544,1.0131,0.041141,1.0822,0.021314,1.4737,0.003789,inferred,Stations_USGS
OBS_64,Atalanti,22.983,38.65,macroseismic,828.94,4.0,0.3,0.8059,0.034292,0.875,2.1544,1.0131,0.039867,1.0822,0.021935,1.4737,0.003956,inferred,Stations_USGS
obs_401,YDRA  PIREAS(2387),23.469,37.335,macroseismic,466.89,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_191,STRATOS  AITOLOAKARNANIA(1101),21.307,38.72,macroseismic,540.03,4.0,0.3,0.8059,0.029754,0.875,2.1544,1.0131,0.036928,1.0822,0.023526,1.4737,0.004395,inferred,Stations_USGS
OBS_235,Markopoulon,23.92,37.87,macroseismic,530.94,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_252,AGIOS-VASILEIOS  KORINTHIA(1320),22.78,37.794,macroseismic,863.0,4.0,0.3,0.8059,0.034515,0.875,2.1544,1.0131,0.040007,1.0822,0.021865,1.4737,0.003937,inferred,Stations_USGS
obs_258,GALATAKI  KORINTHIA(1408),22.983,37.835,macroseismic,496.21,4.0,0.3,0.8059,0.031742,0.875,2.1544,1.0131,0.038239,1.0822,0.022787,1.4737,0.004189,inferred,Stations_USGS
obs_374,AGIOS-LOUKAS  EVIA(1242),24.038,38.463,macroseismic,410.79,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_73,Chavarion,21.37,37.83,macroseismic,337.64,4.0,0.3,0.8059,0.029641,0.875,2.1544,1.0131,0.036852,1.0822,0.02357,1.4737,0.004407,inferred,Stations_USGS
obs_107,PARORI  VIOTIA(362),22.76,38.555,macroseismic,757.57,5.0,0.3,0.8059,0.075494,0.875,5.6645,1.0131,0.170178,1.0822,0.064856,1.4737,0.013881,inferred,Stations_USGS
OBS_6,Agia Efthymia,22.35,38.47,macroseismic,357.14,6.0,0.3,0.8059,0.182661,0.875,11.7387,1.0131,0.340484,1.0822,0.122245,1.4737,0.024929,inferred,Stations_USGS
obs_395,TYRNAVOS  LARISSA(12197),22.263,39.836,macroseismic,632.92,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_327,Sellasia,22.38,37.17,macroseismic,485.45,4.0,0.3,0.8059,0.02324,0.875,2.1544,1.0131,0.032319,1.0822,0.026574,1.4737,0.005277,inferred,Stations_USGS
OBS_286,Perigialion,22.83,37.92,macroseismic,419.83,4.5,0.3,0.8059,0.051446,0.875,3.9349,1.0131,0.082312,1.0822,0.045582,1.4737,0.009952,inferred,Stations_USGS
obs_321,STAVROS  PHTHIOTIDA(1991),22.363,38.903,macroseismic,456.65,4.0,0.3,0.8059,0.035824,0.875,2.1544,1.0131,0.040819,1.0822,0.021467,1.4737,0.00383,inferred,Stations_USGS
obs_53,MANESI  ACHAIA(494),21.673,37.98,macroseismic,642.86,5.0,0.3,0.8059,0.072449,0.875,5.6645,1.0131,0.166534,1.0822,0.066513,1.4737,0.014279,inferred,Stations_USGS
obs_318,RACHES  PHTHIOTIDA(1337),22.775,38.894,macroseismic,604.39,4.0,0.3,0.8059,0.032418,0.875,2.1544,1.0131,0.038677,1.0822,0.022552,1.4737,0.004124,inferred,Stations_USGS
OBS_372,Valtesinikon,22.07,37.7,macroseismic,470.65,3.5,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_5,Agia Effimia,20.57,38.28,macroseismic,900.0,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_245,KARDITSA  KARDITSA(30289),21.92,39.35,macroseismic,232.64,4.0,0.3,0.8059,0.024586,0.875,2.1544,1.0131,0.033316,1.0822,0.025846,1.4737,0.005061,inferred,Stations_USGS
OBS_45,Ano Diakopton,22.217,38.133,macroseismic,900.0,4.5,0.3,0.8059,0.072671,0.875,3.9349,1.0131,0.128425,1.0822,0.030084,1.4737,0.005414,inferred,Stations_USGS
obs_263,LOUTRAKI-PERACHORAS  KORINTHIA(11068),22.946,38.009,macroseismic,729.44,4.0,0.3,0.8059,0.036087,0.875,2.1544,1.0131,0.04098,1.0822,0.02139,1.4737,0.00381,inferred,Stations_USGS
OBS_316,Roditsa,22.47,38.87,macroseismic,235.31,4.0,0.3,0.8059,0.036651,0.875,2.1544,1.0131,0.041324,1.0822,0.021227,1.4737,0.003766,inferred,Stations_USGS
OBS_85,Desfina,22.517,38.417,macroseismic,549.87,5.5,0.3,0.8059,0.127342,0.875,8.1544,1.0131,0.251189,1.0822,0.084727,1.4737,0.017595,inferred,Stations_USGS
OBS_279,Patrai,21.733,38.267,macroseismic,600.0,5.0,0.3,0.8059,0.081017,0.875,5.6645,1.0131,0.176613,1.0822,0.062109,1.4737,0.013224,inferred,Stations_USGS
OBS_16,Agios Konstantinos,20.87,38.87,macroseismic,275.93,4.0,0.3,0.8059,0.022902,0.875,2.1544,1.0131,0.032065,1.0822,0.026767,1.4737,0.005334,inferred,Stations_USGS
obs_141,KRINOPHYTA  ACHAIA(219),22.167,37.873,macroseismic,887.65,4.0,0.3,0.8059,0.040571,0.875,2.1544,1.0131,0.045794,1.0822,0.019325,1.4737,0.003271,inferred,Stations_USGS
obs_169,KATOCHI  AITOLOAKARNANIA(3002),21.185,38.403,macroseismic,247.63,4.0,0.3,0.8059,0.029754,0.875,2.1544,1.0131,0.036928,1.0822,0.023526,1.4737,0.004395,inferred,Stations_USGS
obs_147,AGIOS-KONSTANTINOS  AITOLOAKARNANIA(5.395),21.396,38.636,macroseismic,451.99,4.0,0.3,0.8059,0.032636,0.875,2.1544,1.0131,0.038817,1.0822,0.022477,1.4737,0.004104,inferred,Stations_USGS
obs_139,DAPHNI  ACHAIA(1333),22.045,37.813,macroseismic,454.96,4.0,0.3,0.8059,0.038813,0.875,2.1544,1.0131,0.043255,1.0822,0.02036,1.4737,0.003537,inferred,Stations_USGS
OBS_130,Isthmia,23.0,37.917,macroseismic,460.08,4.0,0.3,0.8059,0.032956,0.875,2.1544,1.0131,0.039021,1.0822,0.022369,1.4737,0.004074,inferred,Stations_USGS
OBS_100,Elefsis,23.52,38.02,macroseismic,600.0,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_169,Kefalarion,22.52,37.92,macroseismic,868.9,4.5,0.3,0.8059,0.056266,0.875,3.9349,1.0131,0.092375,1.0822,0.040657,1.4737,0.008509,inferred,Stations_USGS
OBS_386,Vresthena,22.47,37.22,macroseismic,463.71,4.0,0.3,0.8059,0.023869,0.875,2.1544,1.0131,0.032788,1.0822,0.026227,1.4737,0.005174,inferred,Stations_USGS
OBS_259,Nea Ionia,22.917,39.367,macroseismic,299.1,4.0,0.3,0.8059,0.022852,0.875,2.1544,1.0131,0.032027,1.0822,0.026796,1.4737,0.005343,inferred,Stations_USGS
obs_340,KORONEIA  VIOTIA(899),22.953,38.366,macroseismic,586.58,4.0,0.3,0.8059,0.038436,0.875,2.1544,1.0131,0.042715,1.0822,0.020595,1.4737,0.003599,inferred,Stations_USGS
obs_366,KALYVIA-THORIKOU  ANATOLIKI-ATTIKI(7357),23.903,37.811,macroseismic,600.07,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_72,ANDRITSAINA  ELIA(881),21.906,37.496,macroseismic,505.69,5.0,0.3,0.8059,0.062661,0.875,5.6645,1.0131,0.140469,1.0822,0.072701,1.4737,0.015777,inferred,Stations_USGS
obs_79,ZACHARO  ELIA(5037),21.637,37.489,macroseismic,281.15,5.0,0.3,0.8059,0.061096,0.875,5.6645,1.0131,0.135967,1.0822,0.073837,1.4737,0.016053,inferred,Stations_USGS
obs_360,AGIOS-NIKOLAOS-VONITSAS  AITOLOAKARNANIA(448),20.787,38.889,macroseismic,461.36,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_119,Gastouni,21.25,37.83,macroseismic,229.23,5.0,0.3,0.8059,0.062183,0.875,5.6645,1.0131,0.139091,1.0822,0.073043,1.4737,0.01586,inferred,Stations_USGS
OBS_187,Krestena,21.62,37.58,macroseismic,364.67,4.0,0.3,0.8059,0.028226,0.875,2.1544,1.0131,0.035893,1.0822,0.024145,1.4737,0.00457,inferred,Stations_USGS
OBS_120,Gavalou,21.52,38.52,macroseismic,666.14,5.0,0.3,0.8059,0.070715,0.875,5.6645,1.0131,0.164139,1.0822,0.067508,1.4737,0.014519,inferred,Stations_USGS
obs_51,KANKADI  ACHAIA(518),21.437,38.035,macroseismic,346.8,5.0,0.3,0.8059,0.067908,0.875,5.6645,1.0131,0.155796,1.0822,0.069205,1.4737,0.014929,inferred,Stations_USGS
obs_156,AVARIKOS  AITOLOAKARNANIA(307),21.704,38.521,macroseismic,664.01,4.0,0.3,0.8059,0.041077,0.875,2.1544,1.0131,0.04653,1.0822,0.019046,1.4737,0.0032,inferred,Stations_USGS
obs_175,NEA-AVORANI  AITOLOAKARNANIA(943),21.452,38.607,macroseismic,402.86,4.0,0.3,0.8059,0.034432,0.875,2.1544,1.0131,0.039955,1.0822,0.021891,1.4737,0.003944,inferred,Stations_USGS
OBS_248,Michoion,21.5,37.97,macroseismic,582.14,5.0,0.3,0.8059,0.068284,0.875,5.6645,1.0131,0.156908,1.0822,0.068971,1.4737,0.014872,inferred,Stations_USGS
obs_394,GONNOI  LARISSA(2535),22.466,39.887,macroseismic,677.13,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_123,Gonnoi,22.5,39.85,macroseismic,430.12,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_206,Lefktra,23.17,38.25,macroseismic,495.11,4.0,0.3,0.8059,0.032114,0.875,2.1544,1.0131,0.038481,1.0822,0.022657,1.4737,0.004153,inferred,Stations_USGS
obs_15,GALAXIDI  PHOKIDA(1369),22.348,38.386,macroseismic,900.0,6.0,0.3,0.8059,0.207266,0.875,11.7387,1.0131,0.363873,1.0822,0.113134,1.4737,0.022857,inferred,Stations_USGS
obs_375,AMARYNTHOS  EVIA(3683),23.901,38.393,macroseismic,322.95,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_264,Niata,22.82,36.9,macroseismic,508.58,3.5,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_226,CHAVARIO  ELIA(1385),21.385,37.841,macroseismic,427.3,4.0,0.3,0.8059,0.03006,0.875,2.1544,1.0131,0.037132,1.0822,0.023408,1.4737,0.004362,inferred,Stations_USGS
OBS_317,Roupakia,21.883,38.317,macroseismic,900.0,5.5,0.3,0.8059,0.125124,0.875,8.1544,1.0131,0.248879,1.0822,0.085644,1.4737,0.017809,inferred,Stations_USGS
OBS_338,Skyros,24.567,38.9,macroseismic,556.27,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_379,Velon,22.75,37.983,macroseismic,310.18,4.5,0.3,0.8059,0.054054,0.875,3.9349,1.0131,0.087723,1.0822,0.042623,1.4737,0.009134,inferred,Stations_USGS
obs_219,NEA-PHILADELPHIA  ATHINA(25.261),23.738,38.037,macroseismic,415.79,4.0,0.3,0.8059,0.022641,0.875,2.1544,1.0131,0.031867,1.0822,0.026919,1.4737,0.00538,inferred,Stations_USGS
OBS_167,Katouna,21.117,38.783,macroseismic,477.88,4.5,0.3,0.8059,0.044451,0.875,3.9349,1.0131,0.06819,1.0822,0.049853,1.4737,0.011003,inferred,Stations_USGS
obs_192,THYRIO  AITOLOAKARNANIA(1.33),20.987,38.865,macroseismic,661.63,4.0,0.3,0.8059,0.02408,0.875,2.1544,1.0131,0.032944,1.0822,0.026113,1.4737,0.00514,inferred,Stations_USGS
OBS_140,Kallithea,23.42,38.32,macroseismic,385.87,5.0,0.3,0.8059,0.061647,0.875,5.6645,1.0131,0.137549,1.0822,0.073432,1.4737,0.015954,inferred,Stations_USGS
OBS_60,Artotina,22.02,38.7,macroseismic,530.45,5.0,0.3,0.8059,0.077996,0.875,5.6645,1.0131,0.173119,1.0822,0.063572,1.4737,0.013574,inferred,Stations_USGS
obs_317,OMVRIAKI  PHTHIOTIDA(1758),22.279,39.093,macroseismic,476.67,4.0,0.3,0.8059,0.029986,0.875,2.1544,1.0131,0.037083,1.0822,0.023436,1.4737,0.004369,inferred,Stations_USGS
OBS_226,Malandrinon,22.22,38.45,macroseismic,426.8,6.5,0.3,0.8059,0.262268,0.875,16.8985,1.0131,0.461761,1.0822,0.176272,1.4737,0.035297,inferred,Stations_USGS
obs_158,CHALKIOPOULOI  AITOLOAKARNANIA(1142),21.365,38.965,macroseismic,566.48,4.0,0.3,0.8059,0.027214,0.875,2.1544,1.0131,0.035193,1.0822,0.024584,1.4737,0.004695,inferred,Stations_USGS
OBS_185,Kounina,22.02,38.2,macroseismic,652.25,5.5,0.3,0.8059,0.140118,0.875,8.1544,1.0131,0.264137,1.0822,0.079904,1.4737,0.016477,inferred,Stations_USGS
OBS_306,Psarion,22.52,37.87,macroseismic,573.65,4.0,0.3,0.8059,0.039983,0.875,2.1544,1.0131,0.044941,1.0822,0.01966,1.4737,0.003357,inferred,Stations_USGS
OBS_383,Veanitsa,20.883,38.917,macroseismic,310.78,4.0,0.3,0.8059,0.022729,0.875,2.1544,1.0131,0.031934,1.0822,0.026867,1.4737,0.005364,inferred,Stations_USGS
obs_225,NEA-PERAMOS  DYTIKI-ATTIKI(6869),23.433,38.009,macroseismic,600.0,4.0,0.3,0.8059,0.026156,0.875,2.1544,1.0131,0.034448,1.0822,0.02507,1.4737,0.004835,inferred,Stations_USGS
OBS_266,Omvriaki,22.27,39.08,macroseismic,432.22,4.0,0.3,0.8059,0.030353,0.875,2.1544,1.0131,0.037327,1.0822,0.023296,1.4737,0.00433,inferred,Stations_USGS
obs_344,MAVROMMATI  VIOTIA(2020),23.145,38.36,macroseismic,551.15,4.0,0.3,0.8059,0.032863,0.875,2.1544,1.0131,0.038962,1.0822,0.022401,1.4737,0.004083,inferred,Stations_USGS
OBS_121,Georgitsion,22.27,37.17,macroseismic,900.0,4.0,0.3,0.8059,0.023249,0.875,2.1544,1.0131,0.032326,1.0822,0.026569,1.4737,0.005275,inferred,Stations_USGS
OBS_2,Aetos,21.08,38.7,macroseismic,834.05,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
OBS_58,Archaiai Kleonai,22.733,37.817,macroseismic,501.81,4.5,0.3,0.8059,0.050828,0.875,3.9349,1.0131,0.081039,1.0822,0.045921,1.4737,0.010035,inferred,Stations_USGS
obs_36,MALANDRINO  PHOKIDA(393),22.238,38.455,macroseismic,900.0,5.5,0.3,0.8059,0.139269,0.875,8.1544,1.0131,0.263295,1.0822,0.080202,1.4737,0.016546,inferred,Stations_USGS
obs_315,LEIANOKLADI  PHTHIOTIDA(1212),22.299,38.92,macroseismic,364.31,4.0,0.3,0.8059,0.035422,0.875,2.1544,1.0131,0.040571,1.0822,0.021588,1.4737,0.003863,inferred,Stations_USGS
obs_61,SKIADAS  ACHAIA(1100),21.681,37.877,macroseismic,900.0,5.0,0.3,0.8059,0.069861,0.875,5.6645,1.0131,0.16159,1.0822,0.068013,1.4737,0.014641,inferred,Stations_USGS
obs_314,LARYMNA  PHTHIOTIDA(1409),23.277,38.572,macroseismic,576.53,4.0,0.3,0.8059,0.028975,0.875,2.1544,1.0131,0.036403,1.0822,0.023836,1.4737,0.004482,inferred,Stations_USGS
obs_273,AMYKLES  LAKONIA(871),22.446,37.024,macroseismic,360.39,4.0,0.3,0.8059,0.021383,0.875,2.1544,1.0131,0.030899,1.0822,0.027688,1.4737,0.005612,inferred,Stations_USGS
obs_269,SOLOMOS  KORINTHIA(829),22.887,37.874,macroseismic,311.84,4.0,0.3,0.8059,0.034543,0.875,2.1544,1.0131,0.040025,1.0822,0.021856,1.4737,0.003935,inferred,Stations_USGS
OBS_10,Agios Dimitrios,23.12,36.47,macroseismic,900.0,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
obs_329,KERATSINI  PIREAS(71982),23.618,37.971,macroseismic,679.14,4.0,0.3,0.8059,0.023674,0.875,2.1544,1.0131,0.032644,1.0822,0.026333,1.4737,0.005205,inferred,Stations_USGS
obs_119,KATO-KERASOVO  AITOLOAKARNANIA(623),21.431,38.516,macroseismic,726.31,4.5,0.3,0.8059,0.050175,0.875,3.9349,1.0131,0.079701,1.0822,0.046287,1.4737,0.010124,inferred,Stations_USGS
